# time, h1_noise, l1_noise
2.734375000000000000e-02 2.200506147031029313e-22 -9.854768761966658004e-23
2.783203125000000000e-02 -2.756585807058600805e-22 2.568028562471724796e-22
2.832031250000000000e-02 -1.174997948970170950e-22 -3.507542370338402193e-23
2.880859375000000000e-02 -1.544075407185823926e-22 3.441653380930772250e-22
2.929687500000000000e-02 -2.097530393682705680e-22 1.000805167752513354e-22
2.978515625000000000e-02 -2.262298358262227512e-23 -2.404507309979511934e-23
3.027343750000000000e-02 -5.674813988575257305e-24 -6.792835017194293743e-23
3.076171875000000000e-02 -9.382104740748691268e-23 2.032975399076654944e-23
3.125000000000000000e-02 2.087344397283591293e-22 1.292867394375366628e-22
3.173828125000000000e-02 -3.184846364876321808e-22 -1.783299457166788531e-22
3.222656250000000000e-02 -1.052689140080685935e-22 -1.276453320558349945e-22
3.271484375000000000e-02 -6.096245267525195386e-23 1.468220580052127635e-22
3.320312500000000000e-02 6.475617310495649205e-23 1.236551861569991519e-22
3.369140625000000000e-02 1.629440493888055942e-22 -2.476294198228073405e-23
3.417968750000000000e-02 -1.383901811125838923e-23 -1.643967448205304721e-22
3.466796875000000000e-02 -1.412441138203832486e-22 2.635010089867148322e-22
3.515625000000000000e-02 1.135474250682238668e-22 -3.273396137612287058e-22
3.564453125000000000e-02 1.437131155751502685e-23 5.233634382333248481e-23
3.613281250000000000e-02 2.313754747483924154e-24 -2.411269601933772489e-23
3.662109375000000000e-02 5.006714939428773211e-23 -1.763244755012405681e-22
3.710937500000000000e-02 1.847061032830709924e-22 -5.164904158800691717e-23
3.759765625000000000e-02 5.752698756178160718e-23 3.093305048102670598e-22
3.808593750000000000e-02 -1.725207417085459586e-22 -2.767822747922950939e-22
3.857421875000000000e-02 -1.095946171158773526e-23 1.482350574464646868e-22
3.906250000000000000e-02 -7.058177291305857003e-23 -1.846987180447712956e-22
3.955078125000000000e-02 1.561950158388341584e-23 6.078304043856401343e-23
4.003906250000000000e-02 -5.193079079239156731e-23 9.661596860473449960e-23
4.052734375000000000e-02 7.217534394601962315e-23 -1.171676198959550204e-22
4.101562500000000000e-02 -8.123617657836781458e-23 2.829769777380227600e-22
4.150390625000000000e-02 1.974310677669261293e-22 -2.167189219394048560e-22
4.199218750000000000e-02 1.274853943786763455e-23 -1.139865727931764904e-22
4.248046875000000000e-02 1.597121989987571817e-22 1.014000200572855466e-23
4.296875000000000000e-02 2.086614371066531985e-22 8.928029659010677280e-23
4.345703125000000000e-02 -1.263087126376468661e-22 2.714676762648622684e-24
4.394531250000000000e-02 1.101950965441066467e-22 -1.756000717360223002e-22
4.443359375000000000e-02 9.225680350511208429e-23 -1.100304223475600493e-22
4.492187500000000000e-02 1.800448392151921690e-22 -1.113044148307741202e-22
4.541015625000000000e-02 7.367874803751468859e-23 -6.767865899051530569e-25
4.589843750000000000e-02 1.294284746584610835e-23 8.398620316036414038e-23
4.638671875000000000e-02 1.197401990280890814e-22 -1.114224612505373780e-22
4.687500000000000000e-02 -1.600259839867311026e-22 3.906990616248410196e-23
4.736328125000000000e-02 1.278487248806596101e-22 -5.304328714904406371e-23
4.785156250000000000e-02 1.182521623726391255e-23 1.099590565611926050e-22
4.833984375000000000e-02 1.520933366185311532e-22 -9.087738131376680298e-23
4.882812500000000000e-02 9.457446262180861794e-23 -7.277022522383296405e-24
4.931640625000000000e-02 -7.788042070650618734e-23 -6.589218285586248206e-23
4.980468750000000000e-02 2.334792257216504737e-23 -8.817667921003224873e-23
5.029296875000000000e-02 -2.098948793994423921e-22 1.292408408034825603e-22
5.078125000000000000e-02 -9.304446857854581296e-23 -9.064358903437617567e-23
5.126953125000000000e-02 -3.379034907464422133e-22 1.322199528339798360e-22
5.175781250000000000e-02 -5.456439106898243892e-23 4.405157721172497716e-23
5.224609375000000000e-02 -5.287180167471562780e-23 7.721443892437662568e-23
5.273437500000000000e-02 3.487929062730858549e-23 3.715189336719564953e-23
5.322265625000000000e-02 1.900778522872873018e-23 2.200982500401477043e-24
5.371093750000000000e-02 -9.297155322989106236e-23 1.292243348226614471e-22
5.419921875000000000e-02 1.005532149127585905e-22 -1.344405207818571514e-22
5.468750000000000000e-02 -9.692289372069181858e-23 1.600417277143777036e-22
5.517578125000000000e-02 3.081830543345613492e-23 -1.050686361360578164e-23
5.566406250000000000e-02 5.748486784037248095e-23 -5.960392559317314829e-24
5.615234375000000000e-02 -3.525177900124504486e-24 -3.390471361880656824e-23
5.664062500000000000e-02 -4.109951294261177701e-24 2.320993224712524263e-22
5.712890625000000000e-02 1.201398361774765721e-23 -7.398698775339327805e-23
5.761718750000000000e-02 -9.824977676344848722e-23 4.142183704157022654e-23
5.810546875000000000e-02 -3.558715652888312246e-24 -4.101550882031582068e-23
5.859375000000000000e-02 1.038147093279027251e-22 4.239739272365821710e-23
5.908203125000000000e-02 3.656838967762680773e-23 -7.720334569915769728e-23
5.957031250000000000e-02 -1.080200351051036093e-22 3.593026653742691898e-23
6.005859375000000000e-02 -1.217256902782005984e-22 4.756900654758719469e-23
6.054687500000000000e-02 9.631449431164797296e-23 -1.729412576723464062e-22
6.103515625000000000e-02 -1.082088580131218100e-22 1.203734963508857266e-22
6.152343750000000000e-02 -2.309084377283359613e-22 9.200270368555729224e-23
6.201171875000000000e-02 1.804584106136786371e-23 -4.331664050364031985e-24
6.250000000000000000e-02 1.722530669283571786e-22 -1.001394680798473117e-22
6.298828125000000000e-02 -1.025474647885710520e-22 -2.000321496457831596e-22
6.347656250000000000e-02 -8.147791305531907564e-23 3.214549040870933364e-22
6.396484375000000000e-02 1.901500956933920668e-24 -1.665104057443567287e-22
6.445312500000000000e-02 -7.147395264046887425e-23 2.219330361515065365e-22
6.494140625000000000e-02 -1.864983199862986839e-22 9.371860241258347868e-24
6.542968750000000000e-02 1.376681180859701171e-22 -8.249709352112369952e-24
6.591796875000000000e-02 2.227239856862777393e-22 1.078511464069908899e-22
6.640625000000000000e-02 5.859645151758332953e-23 -5.462952061444419728e-23
6.689453125000000000e-02 -9.705625328109657976e-23 7.728514025973858922e-24
6.738281250000000000e-02 8.683047208721076794e-24 3.111118236509533238e-24
6.787109375000000000e-02 1.573632209393682337e-22 1.647637343689373420e-22
6.835937500000000000e-02 -2.725158185535290324e-22 2.383054859730498051e-22
6.884765625000000000e-02 1.878889764245785418e-22 -2.076631297553184063e-22
6.933593750000000000e-02 7.465217348590184087e-23 3.607412685148904556e-23
6.982421875000000000e-02 1.091196964413744626e-22 -2.107560360190648375e-22
7.031250000000000000e-02 3.914122474595431320e-23 9.792418558308226584e-23
7.080078125000000000e-02 -1.026118780932337077e-22 -1.780012529417953078e-22
7.128906250000000000e-02 1.213033099489998848e-22 9.896973571116763560e-23
7.177734375000000000e-02 -7.974134454307440863e-23 -2.220302071533293682e-22
7.226562500000000000e-02 2.707581374898590687e-22 1.301521280101732078e-22
7.275390625000000000e-02 -1.977786348731589573e-22 1.244715217248634860e-22
7.324218750000000000e-02 1.846978033727260047e-22 -1.411644524246058936e-22
7.373046875000000000e-02 4.576027462078492484e-23 1.563788735827349938e-23
7.421875000000000000e-02 3.526310994569264782e-23 -2.229796567344840947e-22
7.470703125000000000e-02 2.907926898009252559e-22 -1.246554977571453862e-22
7.519531250000000000e-02 -1.330319336626354109e-22 -2.257778241438615763e-22
7.568359375000000000e-02 3.925229446126727076e-23 1.076941551629504017e-22
7.617187500000000000e-02 -2.072393030478693059e-22 -1.319780031758471450e-22
7.666015625000000000e-02 3.436332381720697617e-23 -8.744182400974807185e-23
7.714843750000000000e-02 6.377823252457652342e-24 -7.666008129362078823e-24
7.763671875000000000e-02 2.066181143533411345e-23 -3.596342304348567519e-23
7.812500000000000000e-02 -7.093455318968958144e-23 -1.675316160007622933e-23
7.861328125000000000e-02 1.573457043101534825e-22 -1.126563984876449033e-22
7.910156250000000000e-02 -7.055648584719940009e-23 1.248118353989148532e-22
7.958984375000000000e-02 -8.903162154366896360e-23 2.119697493601555149e-24
8.007812500000000000e-02 -1.282774423249386757e-22 9.610645947346652951e-23
8.056640625000000000e-02 -3.938816419142402634e-23 4.395304644282850950e-24
8.105468750000000000e-02 -4.204654167618802355e-23 -1.528744865389009469e-23
8.154296875000000000e-02 -1.863592293779671723e-22 9.139860925984115564e-23
8.203125000000000000e-02 -1.040645163707386947e-22 -5.409917680685618378e-23
8.251953125000000000e-02 7.650719196815750419e-23 -1.348830268008212995e-23
8.300781250000000000e-02 7.700602197833687462e-23 -2.175318764806685514e-23
8.349609375000000000e-02 -9.593339777743963393e-23 -2.873821858788342012e-23
8.398437500000000000e-02 -7.815351458789164044e-24 1.205933091535824785e-23
8.447265625000000000e-02 -2.532327282888292258e-23 -1.250207914132651366e-23
8.496093750000000000e-02 -2.573383619595357003e-24 -6.902421044927713265e-23
8.544921875000000000e-02 -4.680856596122973703e-23 8.111656245052375595e-23
8.593750000000000000e-02 1.387680001607791664e-22 1.055160586102273402e-22
8.642578125000000000e-02 3.601515078644722946e-22 5.696998843428042459e-23
8.691406250000000000e-02 2.435092530094695377e-22 2.351893313794794131e-24
8.740234375000000000e-02 -2.494815851415393424e-23 -1.283144918612955954e-23
8.789062500000000000e-02 1.347898119068276542e-22 4.300322846446649796e-23
8.837890625000000000e-02 -2.909990363390315048e-22 8.896391974885073076e-23
8.886718750000000000e-02 2.083774221165582969e-22 1.729916511951411980e-22
8.935546875000000000e-02 -2.028643162374309115e-22 1.193080134134379372e-22
8.984375000000000000e-02 2.401141705461981674e-24 1.565933508307959987e-22
9.033203125000000000e-02 -7.969190398410218058e-23 -7.509830800875645614e-23
9.082031250000000000e-02 -2.037485312148219774e-22 2.527955060330564620e-22
9.130859375000000000e-02 -2.267544320073613859e-23 -2.901221731885277053e-23
9.179687500000000000e-02 -3.035722482555652624e-23 3.226361997875330452e-22
9.228515625000000000e-02 -2.664057636431333776e-23 -3.678886892363149133e-22
9.277343750000000000e-02 -1.064774499713013657e-22 -8.389443818472043011e-23
9.326171875000000000e-02 3.876569188949805079e-23 -8.270624518681474561e-23
9.375000000000000000e-02 -6.315294349812525181e-23 -6.754751531379259023e-24
9.423828125000000000e-02 -1.826724421014352118e-22 2.117522230682220337e-23
9.472656250000000000e-02 1.476644345039528689e-22 -1.504675036799907767e-22
9.521484375000000000e-02 4.616469259277383459e-23 -8.807497543390821332e-23
9.570312500000000000e-02 -9.250136110953343563e-23 -6.841494940597580545e-23
9.619140625000000000e-02 -2.490875309556278799e-22 9.516211786293815001e-23
9.667968750000000000e-02 3.382701440506828182e-23 6.315971022332686353e-23
9.716796875000000000e-02 -7.642661075306625359e-23 1.483429881530424895e-22
9.765625000000000000e-02 -5.688637696961887059e-23 -9.144146896308210716e-23
9.814453125000000000e-02 1.647754419114423276e-24 1.013495763065998810e-22
9.863281250000000000e-02 -8.687111249105311306e-23 -8.710690078225283245e-23
9.912109375000000000e-02 -4.254299391616144032e-23 -7.104958341163686931e-23
9.960937500000000000e-02 3.611474660408672706e-23 6.353487300173054422e-25
1.000976562500000000e-01 -2.403353856368307350e-23 1.912561760444420065e-22
1.005859375000000000e-01 4.258037563445371333e-22 1.876354615921899588e-23
1.010742187500000000e-01 9.357442230225573107e-23 5.476947647813254739e-23
1.015625000000000000e-01 5.744572844132918459e-23 -1.089979617312745751e-22
1.020507812500000000e-01 1.861971376216638337e-22 3.334283669762545381e-22
1.025390625000000000e-01 -4.010423423171066745e-24 -1.759312344408656876e-22
1.030273437500000000e-01 8.349721719517808070e-24 -8.359989677073223219e-23
1.035156250000000000e-01 2.165971105630026735e-22 -1.857048059377627972e-22
1.040039062500000000e-01 1.897151730471405504e-22 -1.859150180223644177e-22
1.044921875000000000e-01 3.110614142707326159e-23 -1.578066609030058530e-22
1.049804687500000000e-01 -1.010690966466704814e-22 -4.105285412077241641e-24
1.054687500000000000e-01 5.644345548614432413e-23 2.612403563305797270e-22
1.059570312500000000e-01 6.085790696224110735e-23 -2.265559223832704483e-23
1.064453125000000000e-01 8.178272261541094697e-23 -2.057767252738207034e-22
1.069335937500000000e-01 -1.127194039577243956e-22 7.845610552394678815e-23
1.074218750000000000e-01 -4.905901360778488119e-23 1.724806759781707621e-23
1.079101562500000000e-01 6.632233197816175257e-23 -6.245834575757636241e-23
1.083984375000000000e-01 -1.559296395038501566e-22 1.516941889201688069e-23
1.088867187500000000e-01 2.200708412231648631e-22 -5.498454290657020864e-23
1.093750000000000000e-01 -4.532365245365166866e-23 -7.885423297717855836e-24
1.098632812500000000e-01 3.764018873942886132e-23 -1.094927350571798505e-22
1.103515625000000000e-01 1.374922593295569420e-22 1.249114712251338396e-22
1.108398437500000000e-01 -2.513500000805132439e-22 -2.284459008258949484e-22
1.113281250000000000e-01 5.106381417933334057e-23 1.947707630282785584e-23
1.118164062500000000e-01 -9.272671129887322158e-23 -3.130972143403674715e-23
1.123046875000000000e-01 1.751106397393574503e-23 -1.550934839933749290e-22
1.127929687500000000e-01 2.087572846637041046e-23 3.003088505255806898e-22
1.132812500000000000e-01 2.954116636628789526e-23 -1.429114907471727856e-22
1.137695312500000000e-01 -7.573251069025729641e-23 1.392300357804028928e-22
1.142578125000000000e-01 5.611204562270350184e-23 1.098376460732856401e-23
1.147460937500000000e-01 -2.895330123715366210e-22 -2.031499007135183802e-23
1.152343750000000000e-01 -6.239187969231928458e-24 -1.004806151642701834e-22
1.157226562500000000e-01 -2.488500852727254425e-22 4.526161282006171262e-23
1.162109375000000000e-01 8.946270146701602861e-23 -1.600264691489131981e-22
1.166992187500000000e-01 -1.068222549685466706e-22 7.940511115215540421e-23
1.171875000000000000e-01 -1.111112744216192315e-23 -1.100478957649824851e-22
1.176757812500000000e-01 7.027199036489026049e-23 3.375792184046781704e-22
1.181640625000000000e-01 -2.805268642354944149e-22 1.843729628574179095e-23
1.186523437500000000e-01 1.976552807939104591e-22 -6.625280939734295698e-23
1.191406250000000000e-01 -1.619317736859006122e-22 9.589120624119912186e-23
1.196289062500000000e-01 1.482939357893800310e-22 -7.058797997741696136e-23
1.201171875000000000e-01 -1.307576049745883693e-22 5.672271079571697193e-23
1.206054687500000000e-01 -9.099367673141195676e-23 -3.150453696385558850e-23
1.210937500000000000e-01 -7.124724587786895444e-23 9.692078259945842564e-23
1.215820312500000000e-01 -1.714230554975727736e-22 -2.507850121294658339e-22
1.220703125000000000e-01 -2.101364082023348195e-23 1.444358229892178166e-22
1.225585937500000000e-01 1.802563904180512157e-23 1.628967233103465312e-22
1.230468750000000000e-01 1.781350350113805032e-23 -3.505489682320380711e-23
1.235351562500000000e-01 -1.009723874797556057e-23 1.473913116963694554e-22
1.240234375000000000e-01 5.978072592292843680e-23 -9.305294182480943116e-23
1.245117187500000000e-01 -1.904379862869197974e-23 -1.889555901015849854e-23
1.250000000000000000e-01 3.297228485789355610e-22 1.653409060229553478e-22
1.254882812500000000e-01 -1.976679948897076745e-22 -9.737041197121024606e-23
1.259765625000000000e-01 5.310220468604525105e-23 3.997597197735472955e-23
1.264648437500000000e-01 1.027843831901839429e-22 1.947796247385271786e-22
1.269531250000000000e-01 -1.286266088869373162e-22 -1.284682761808678124e-22
1.274414062500000000e-01 6.590402279931122410e-23 4.258349995999603746e-23
1.279296875000000000e-01 4.514739452081209480e-23 1.536455270933509507e-22
1.284179687500000000e-01 1.786288906076863705e-22 -9.787222068127657097e-23
1.289062500000000000e-01 -4.623145476009234957e-23 7.888535348824822668e-23
1.293945312500000000e-01 3.367300467595713971e-23 5.888137234615007768e-23
1.298828125000000000e-01 3.143157109112165399e-22 -1.425656754494306822e-23
1.303710937500000000e-01 -1.911875006664705538e-23 5.145901351175976943e-23
1.308593750000000000e-01 2.283875117460451296e-22 1.018837688938317610e-22
1.313476562500000000e-01 5.775596896516868196e-23 -4.948961324434790024e-23
1.318359375000000000e-01 8.322186343064649129e-23 -5.876375493545693115e-23
1.323242187500000000e-01 1.230743162414671594e-22 7.710288492832096867e-23
1.328125000000000000e-01 -5.902031716105226505e-23 -1.189302029891953249e-22
1.333007812500000000e-01 -2.176424969708313279e-22 -2.298934507778883572e-22
1.337890625000000000e-01 9.093722057347569934e-23 1.676097385017893315e-22
1.342773437500000000e-01 -3.522549362060108055e-23 -8.767238361599464647e-23
1.347656250000000000e-01 2.093261638938318193e-23 8.755304947987063526e-23
1.352539062500000000e-01 1.496442424021571936e-22 5.340260612006939547e-23
1.357421875000000000e-01 -1.917564177454635286e-22 4.127858074746248024e-23
1.362304687500000000e-01 -9.017322097174560151e-24 -2.122587671783858265e-22
1.367187500000000000e-01 -8.655720205546970758e-23 -4.674624959591589511e-23
1.372070312500000000e-01 -7.131259054512730301e-23 -4.334019413620746426e-23
1.376953125000000000e-01 7.936917339001311461e-23 4.520379808077616239e-23
1.381835937500000000e-01 8.497853720315561847e-23 4.086619582571885729e-23
1.386718750000000000e-01 4.618016224637525395e-23 -1.908453996795481634e-22
1.391601562500000000e-01 -2.728025178221084439e-23 -1.621798868393915429e-22
1.396484375000000000e-01 5.612232754466737752e-23 -1.014000294570461423e-22
1.401367187500000000e-01 3.915934831589673951e-23 -6.851949775547020565e-23
1.406250000000000000e-01 -5.856967914839273711e-23 -1.446024888924028877e-22
1.411132812500000000e-01 -1.848417951788580815e-23 2.843081735424775656e-22
1.416015625000000000e-01 -1.492756585543735181e-22 -7.156189960422385842e-23
1.420898437500000000e-01 -3.649591511917308112e-24 -1.072887510520633868e-22
1.425781250000000000e-01 -8.169423805507489016e-23 -6.074204513831725939e-23
1.430664062500000000e-01 -1.044910516187330479e-23 -1.049547135109519704e-22
1.435546875000000000e-01 1.567502858806658015e-22 1.965949625431135543e-22
1.440429687500000000e-01 -2.529649527055878915e-22 9.009694953207382405e-23
1.445312500000000000e-01 -4.384501010253597380e-23 -1.509908388487757514e-22
1.450195312500000000e-01 -3.849039820806469242e-23 3.514824203988023283e-23
1.455078125000000000e-01 -1.996589931460673858e-22 -2.871780730778994367e-22
1.459960937500000000e-01 1.189245011305578281e-23 8.546332222811805459e-23
1.464843750000000000e-01 -6.024726370493027998e-23 -8.646221105649747422e-23
1.469726562500000000e-01 -1.500085816284153124e-22 1.248313849735012602e-22
1.474609375000000000e-01 8.940761969880955892e-23 -3.205229043695181341e-23
1.479492187500000000e-01 -1.835145115280468214e-23 6.459101040917440347e-23
1.484375000000000000e-01 -1.136724254634748694e-22 9.056716104499107035e-23
1.489257812500000000e-01 1.639120440878465444e-23 1.973016298606203889e-22
1.494140625000000000e-01 2.247126725119999802e-23 -1.577289388205262257e-22
1.499023437500000000e-01 -3.951628622446293935e-23 -1.692312283007467882e-22
1.503906250000000000e-01 -3.503326101751539140e-22 3.842031184216496087e-22
1.508789062500000000e-01 3.132007343302096735e-22 -1.631063258407774527e-23
1.513671875000000000e-01 -1.506243642203732104e-22 -1.612130640614201692e-22
1.518554687500000000e-01 -8.771228310386272785e-23 3.587314303477903399e-22
1.523437500000000000e-01 4.240920117603841814e-24 -6.597117390507629323e-23
1.528320312500000000e-01 -2.858992923043526888e-23 9.142095935827107233e-23
1.533203125000000000e-01 3.402297339033084531e-22 1.130591185510414286e-22
1.538085937500000000e-01 -7.569996831790733315e-24 -8.078818490199012290e-23
1.542968750000000000e-01 8.843864323463965743e-23 -3.003296444294209437e-24
1.547851562500000000e-01 6.825070915384861519e-23 1.256954226295232314e-22
1.552734375000000000e-01 -1.738795332674839160e-22 1.081154763553658238e-23
1.557617187500000000e-01 2.194887258858729048e-22 -6.585750813269156490e-23
1.562500000000000000e-01 1.092830810099079636e-22 2.163190596582911310e-23
1.567382812500000000e-01 -4.894741912398013314e-23 4.527237055474653842e-23
1.572265625000000000e-01 3.272811399167612520e-22 1.221290868795591317e-22
1.577148437500000000e-01 5.192197480921568618e-23 -1.491740883516724469e-22
1.582031250000000000e-01 -2.061216105487262325e-23 1.426658649229874626e-22
1.586914062500000000e-01 1.281232252529254419e-22 5.324109217555823148e-23
1.591796875000000000e-01 2.132290297984234450e-22 -3.384116921548841476e-23
1.596679687500000000e-01 -1.065625950694884008e-22 -1.657537036886897830e-22
1.601562500000000000e-01 1.777896396880202790e-23 -3.745424508736587625e-23
1.606445312500000000e-01 -2.783451134548032351e-24 -2.128921131793652346e-22
1.611328125000000000e-01 -1.261773098052224963e-22 2.143218512689867791e-22
1.616210937500000000e-01 7.649555304501010469e-23 -9.214744640186982918e-23
1.621093750000000000e-01 -5.998853841749509760e-23 6.717467385872384311e-23
1.625976562500000000e-01 -8.294884671794311127e-24 -1.897160011432654180e-22
1.630859375000000000e-01 -3.349909148899814619e-23 2.362544657269860388e-22
1.635742187500000000e-01 6.878072202323089391e-23 -1.907150239306095776e-22
1.640625000000000000e-01 -1.993303063981421532e-22 2.543179210728700662e-22
1.645507812500000000e-01 -3.037987687124023016e-23 -2.314289944774488415e-22
1.650390625000000000e-01 -8.622598582316982334e-23 2.427780288038698285e-23
1.655273437500000000e-01 -4.005511915562983981e-23 1.622398809000614900e-22
1.660156250000000000e-01 2.502071147281268058e-22 -1.579023366118225731e-22
1.665039062500000000e-01 -1.289181174684890136e-23 3.378664506882759539e-23
1.669921875000000000e-01 -1.585947426797262876e-22 -6.570373511258714811e-23
1.674804687500000000e-01 4.045945336111804627e-23 2.206145242726193076e-22
1.679687500000000000e-01 5.661791985077986641e-24 -1.443913007071876813e-23
1.684570312500000000e-01 -1.981494362222352794e-23 8.468416401536693239e-23
1.689453125000000000e-01 1.244769624800384086e-23 2.558557796168465910e-22
1.694335937500000000e-01 2.143991925267643198e-22 -7.286646379245966215e-23
1.699218750000000000e-01 -1.037973918879530931e-22 -2.527325230849933920e-22
1.704101562500000000e-01 -1.012840437115689398e-22 4.834024924900195720e-23
1.708984375000000000e-01 1.493354911040763196e-23 -6.479292662479855248e-23
1.713867187500000000e-01 -3.364868352364048479e-23 -1.969538785012189958e-22
1.718750000000000000e-01 1.341927891956654930e-22 3.010137838489671499e-23
1.723632812500000000e-01 4.388140173399410686e-23 -5.190935571332733037e-23
1.728515625000000000e-01 7.011900188425068769e-23 -6.182544796046861550e-23
1.733398437500000000e-01 -8.586255537530889915e-23 -7.033140589932039887e-25
1.738281250000000000e-01 -7.304132679701295109e-23 -1.340913823081463364e-22
1.743164062500000000e-01 -7.702022652043760308e-23 -1.505279092280671240e-22
1.748046875000000000e-01 -2.739476037320963342e-22 -1.299661224333750839e-22
1.752929687500000000e-01 -2.242919835275883480e-22 2.276204650517746155e-23
1.757812500000000000e-01 2.067919322662216462e-22 5.934720764505386618e-23
1.762695312500000000e-01 -8.021987826840622287e-23 2.232643639305124020e-23
1.767578125000000000e-01 7.720897247060321523e-23 1.437561053145961294e-22
1.772460937500000000e-01 1.462225545455672813e-22 9.666695112924513567e-24
1.777343750000000000e-01 -2.673689147565768203e-22 8.525642827929176894e-23
1.782226562500000000e-01 -1.150699547984805438e-22 -9.207125175429265377e-23
1.787109375000000000e-01 1.621349164958090339e-22 5.585237484225606840e-23
1.791992187500000000e-01 1.343928345881927640e-22 8.128436436418554342e-24
1.796875000000000000e-01 -1.328778161724101452e-22 -8.260883724804770035e-23
1.801757812500000000e-01 6.107677130945923915e-23 3.653610000726748267e-23
1.806640625000000000e-01 -1.337448522600620840e-22 -9.475550621506407917e-23
1.811523437500000000e-01 1.474945458680370159e-22 -2.635694095868721241e-22
1.816406250000000000e-01 -1.845171096109345866e-22 1.015594008207965542e-22
1.821289062500000000e-01 1.782157664193429697e-22 -1.870986547024153829e-23
1.826171875000000000e-01 -5.881078726301289425e-23 -1.127026295091772506e-22
1.831054687500000000e-01 4.438079541195742851e-24 1.410166519854325134e-22
1.835937500000000000e-01 1.015054317604117741e-22 -6.292388398663909304e-23
