# time, h1_noise, l1_noise
2.246093750000000000e-02 1.275136058200762827e-22 -1.442426608753571013e-22
2.294921875000000000e-02 8.045536240484020312e-23 -2.025429562884003488e-22
2.343750000000000000e-02 -1.058908747704235150e-24 -2.104688821294306831e-23
2.392578125000000000e-02 7.608673600518349004e-23 -1.833348580609752241e-22
2.441406250000000000e-02 -1.953575966559295732e-22 -1.688164319533657837e-22
2.490234375000000000e-02 -1.936550779762092228e-22 3.972026918348563596e-23
2.539062500000000000e-02 2.819920574650242907e-22 6.193979494946047369e-29
2.587890625000000000e-02 1.168641380802532925e-22 1.667902556648774866e-22
2.636718750000000000e-02 1.935164833301645351e-23 -2.380924850166193234e-23
2.685546875000000000e-02 5.656505404645828177e-23 1.981342186289689579e-22
2.734375000000000000e-02 -3.246774569084599633e-23 -1.525341255637125809e-22
2.783203125000000000e-02 -7.257495716533769035e-23 -3.414259193001024875e-24
2.832031250000000000e-02 -5.266734631126731678e-23 -7.269166510751212312e-23
2.880859375000000000e-02 -6.134602989850631721e-23 -3.426515080041504317e-24
2.929687500000000000e-02 -2.885204681923038097e-23 1.091214021787943003e-22
2.978515625000000000e-02 5.816362504103946581e-23 -2.495768711235800088e-22
3.027343750000000000e-02 -1.012194117556980618e-23 8.372156596091147928e-23
3.076171875000000000e-02 -1.463590179870174256e-22 1.194621583219561823e-22
3.125000000000000000e-02 1.207449597453761983e-22 1.347679837830962187e-22
3.173828125000000000e-02 -5.094533418216279305e-23 5.919300649005409688e-24
3.222656250000000000e-02 2.803719452873440744e-24 5.895962933109111378e-23
3.271484375000000000e-02 -1.148019709520822871e-22 -5.136758956283856036e-23
3.320312500000000000e-02 2.162777344403748961e-23 -1.057047222340707115e-22
3.369140625000000000e-02 -6.971042767396967567e-23 7.868144549657756430e-23
3.417968750000000000e-02 -8.048087857386261340e-25 -9.840910454689826174e-23
3.466796875000000000e-02 -1.801140915955823501e-22 5.282198787129575693e-23
3.515625000000000000e-02 5.220754601533176947e-23 -1.213524207102879029e-23
3.564453125000000000e-02 -8.251990059168807338e-23 -9.217296460825996373e-23
3.613281250000000000e-02 -1.598369381600929851e-22 6.591382116869499729e-23
3.662109375000000000e-02 2.155233956942590411e-22 -1.582436451387110803e-22
3.710937500000000000e-02 -8.442690756709616116e-23 2.940909919052918945e-23
3.759765625000000000e-02 5.480266164231867658e-23 6.036885124086775304e-23
3.808593750000000000e-02 4.541879493893661471e-23 -1.376068807424787057e-22
3.857421875000000000e-02 2.819801034251619516e-22 -1.207355550516317012e-22
3.906250000000000000e-02 8.552282602454703753e-23 -1.521143019929546407e-22
3.955078125000000000e-02 1.812925976077375744e-22 -2.158365518682241018e-23
4.003906250000000000e-02 -2.007683293916238587e-22 -9.705850685214216429e-23
4.052734375000000000e-02 -8.698848373950722867e-23 -1.560312359568282104e-22
4.101562500000000000e-02 4.698754231407772973e-23 1.477994521921535470e-22
4.150390625000000000e-02 6.337021305930516939e-23 -2.671506257267127419e-22
4.199218750000000000e-02 -1.120553810767739917e-22 -1.935422639232830092e-24
4.248046875000000000e-02 6.357704785462093336e-23 1.583708971040246422e-22
4.296875000000000000e-02 -2.238074302181599651e-22 4.537592901450122060e-23
4.345703125000000000e-02 2.255443459221379595e-23 -2.264944935554767746e-22
4.394531250000000000e-02 -9.662461652049070956e-23 3.330705111249508453e-23
4.443359375000000000e-02 -3.991140854324516111e-23 9.776725368901553838e-23
4.492187500000000000e-02 1.034294394038686183e-22 -1.557417243633081935e-24
4.541015625000000000e-02 -1.341832435337380071e-22 1.403282495238587283e-22
4.589843750000000000e-02 1.006173460780449960e-22 1.124164453594335110e-22
4.638671875000000000e-02 -9.994919386553483344e-23 6.985165018490689761e-23
4.687500000000000000e-02 2.026587300499524931e-22 1.387415064827098863e-22
4.736328125000000000e-02 -4.085428846860976144e-23 1.209109915656833337e-22
4.785156250000000000e-02 -2.699816187854722476e-24 1.264733457253989098e-22
4.833984375000000000e-02 -1.055864993624347596e-23 1.782936606250054055e-22
4.882812500000000000e-02 5.088948653880805114e-23 2.774036016778943911e-23
4.931640625000000000e-02 -1.401024082555228954e-22 -4.118445692535136399e-23
4.980468750000000000e-02 -2.769045180080716221e-23 1.406628613403786214e-22
5.029296875000000000e-02 2.079180952778605190e-22 1.433916155734175948e-23
5.078125000000000000e-02 -2.863447198435841770e-22 1.124647422210650231e-22
5.126953125000000000e-02 1.055088787698876036e-22 -4.369545821549492768e-24
5.175781250000000000e-02 -1.725698198212002420e-23 1.385327061025159984e-23
5.224609375000000000e-02 1.146094744749155255e-22 -8.561043173673382928e-23
5.273437500000000000e-02 -5.159526771931379314e-23 -1.410859038685240730e-23
5.322265625000000000e-02 -1.046472518361121913e-23 6.393205998354157122e-23
5.371093750000000000e-02 3.998333851922431520e-22 6.375811442178290271e-23
5.419921875000000000e-02 7.392716144389243353e-23 -4.118544431042293916e-23
5.468750000000000000e-02 9.048830312071646158e-24 -2.805072583559125615e-23
5.517578125000000000e-02 1.789454319293250385e-22 7.452804062805140123e-23
5.566406250000000000e-02 -2.670745573995769369e-22 3.335897078020202994e-23
5.615234375000000000e-02 -4.360482288479146584e-23 8.153697110187987560e-23
5.664062500000000000e-02 -4.974449696052794991e-23 4.303568509114713367e-23
5.712890625000000000e-02 1.480766975735277263e-25 -1.283104034065796235e-22
5.761718750000000000e-02 -7.537314553543580088e-23 -4.015282672795904284e-23
5.810546875000000000e-02 -1.704746556569609504e-22 4.404560181984667738e-23
5.859375000000000000e-02 5.938486902538884418e-23 2.310965482013215460e-23
5.908203125000000000e-02 2.892749054270152015e-22 -9.500174704030346978e-24
5.957031250000000000e-02 -4.565261553121084858e-23 -7.368857669221582704e-23
6.005859375000000000e-02 -9.898036810051171411e-23 -1.165292515015460842e-22
6.054687500000000000e-02 5.163982669946863290e-23 -5.255376318995461575e-23
6.103515625000000000e-02 -3.237360554142510416e-23 -1.713331310106403621e-22
6.152343750000000000e-02 3.099884377836541915e-23 7.747524886453990200e-23
6.201171875000000000e-02 3.779027210185370251e-23 -1.502373672656147155e-22
6.250000000000000000e-02 -1.594713165156581602e-22 -1.802908608886369727e-22
6.298828125000000000e-02 4.507903523779319953e-23 -1.394657328639776128e-22
6.347656250000000000e-02 -2.771331127721355533e-22 -1.875003447207049707e-22
6.396484375000000000e-02 5.582287984016867572e-23 -2.834412254759877664e-23
6.445312500000000000e-02 1.023605614033932921e-22 9.127741193313972816e-24
6.494140625000000000e-02 -1.632564883139859575e-22 5.347268631923706098e-23
6.542968750000000000e-02 9.542729259679013688e-23 1.086633727809128271e-22
6.591796875000000000e-02 -2.385222024123539784e-23 -1.676732829967079293e-22
6.640625000000000000e-02 9.182104918851958390e-23 8.147450223466577490e-24
6.689453125000000000e-02 -6.730305714875404964e-23 1.817903122255494050e-22
6.738281250000000000e-02 -5.064028587366984788e-23 -1.858225232215051279e-22
6.787109375000000000e-02 -2.488417437135311822e-24 6.227488798673950782e-23
6.835937500000000000e-02 2.113781510644700359e-22 -1.424639728499506429e-22
6.884765625000000000e-02 -4.259101699681707941e-23 -3.506225870062165180e-23
6.933593750000000000e-02 -1.823561330670317221e-22 -6.565712529503882642e-23
6.982421875000000000e-02 2.280649682976366942e-22 3.674182558744643382e-22
7.031250000000000000e-02 5.398592402170279398e-23 -1.029149598729642987e-22
7.080078125000000000e-02 1.009631272251132894e-22 6.337891693765979522e-23
7.128906250000000000e-02 -4.538200367026959390e-23 -5.753455579019581225e-23
7.177734375000000000e-02 -7.892321489395517999e-23 1.531500842070936252e-22
7.226562500000000000e-02 9.442137462735933937e-23 2.075971906476887087e-22
7.275390625000000000e-02 -3.751362381133454364e-22 -5.442650866069943437e-23
7.324218750000000000e-02 2.001129473567715165e-22 -9.820565691930061170e-24
7.373046875000000000e-02 -1.976467883629123656e-22 9.894775353641463718e-23
7.421875000000000000e-02 4.609153707119422895e-23 -3.800182792533790888e-22
7.470703125000000000e-02 -3.597261598020660968e-24 -1.332003852995165839e-22
7.519531250000000000e-02 -2.530107913223221817e-23 9.354041599642697036e-23
7.568359375000000000e-02 -1.835725256914795998e-22 1.377077206067726453e-22
7.617187500000000000e-02 7.697950009389767046e-23 1.423830435297396359e-22
7.666015625000000000e-02 -6.610679455471803731e-23 -2.084498649138211931e-22
7.714843750000000000e-02 9.488085460496385390e-23 7.751326903356084317e-23
7.763671875000000000e-02 -2.722229291175463202e-22 -5.710103460950040804e-23
7.812500000000000000e-02 1.429371187387270885e-22 3.665622056163365386e-23
7.861328125000000000e-02 1.386145360377322114e-23 -2.811246961464976245e-23
7.910156250000000000e-02 5.260350818537375516e-23 2.387657945461159866e-22
7.958984375000000000e-02 2.936976925281803710e-23 -1.786609251467535233e-22
8.007812500000000000e-02 2.154395623997250696e-22 -4.076377009974756141e-23
8.056640625000000000e-02 -2.010102437040543412e-23 -1.797946005248775567e-23
8.105468750000000000e-02 2.170002722457007211e-22 1.170129809834874520e-22
8.154296875000000000e-02 -3.719303605303991135e-23 2.689538327678010518e-22
8.203125000000000000e-02 1.584029531679421898e-22 8.412500372240772633e-23
8.251953125000000000e-02 -1.786165081927014325e-22 1.771973374468760697e-22
8.300781250000000000e-02 1.306599840859872563e-22 5.385714179374537025e-23
8.349609375000000000e-02 4.018429276179238500e-23 1.215721679273836790e-23
8.398437500000000000e-02 -4.670792194798210063e-23 1.931178556244202521e-22
8.447265625000000000e-02 1.343076828324939969e-23 -4.904961310093555855e-23
8.496093750000000000e-02 9.025823140802885758e-23 2.133482862371278478e-22
8.544921875000000000e-02 -1.175090875051180334e-23 9.785351246163989758e-23
8.593750000000000000e-02 -6.462105716173530694e-23 1.007815946230250118e-22
8.642578125000000000e-02 -3.017620878598473318e-23 -5.690747337662482019e-23
8.691406250000000000e-02 1.114233808955691897e-22 9.529493770347425672e-23
8.740234375000000000e-02 5.936597909916838425e-23 -2.738437442184749208e-22
8.789062500000000000e-02 6.070226483666628053e-23 -1.624743724606818476e-22
8.837890625000000000e-02 -1.694318164522960537e-22 -7.027146722160533864e-23
8.886718750000000000e-02 -1.093040487879394175e-22 -1.149604494867064498e-22
8.935546875000000000e-02 2.373228798956773788e-23 7.085582058354103916e-23
8.984375000000000000e-02 2.172469948886148756e-23 -3.676429911585965304e-22
9.033203125000000000e-02 -1.175985587831331465e-22 1.028043864326515419e-22
9.082031250000000000e-02 1.174362030477986144e-22 -2.640633943838890297e-22
9.130859375000000000e-02 8.521243210018456764e-24 1.947382187629006319e-22
9.179687500000000000e-02 3.578691067736002361e-23 -3.329548583037258663e-22
9.228515625000000000e-02 -1.011372746223575797e-24 9.414182510666973627e-23
9.277343750000000000e-02 6.000968566443543622e-23 -1.849704522670057487e-22
9.326171875000000000e-02 -1.153261371101116550e-22 -1.186087062757746556e-22
9.375000000000000000e-02 -2.177141104245504561e-22 2.019198622884460850e-22
9.423828125000000000e-02 3.450567678009252776e-23 3.716719254941026477e-23
9.472656250000000000e-02 3.517244458499967914e-23 -3.999028815653407521e-23
9.521484375000000000e-02 -8.946952382490062445e-24 1.312294144704130119e-22
9.570312500000000000e-02 -1.648134551921435442e-23 -1.378584556288759486e-22
9.619140625000000000e-02 -8.078574925861182065e-23 -1.390648058754249268e-22
9.667968750000000000e-02 -1.123685178083680242e-22 8.420924968557797963e-23
9.716796875000000000e-02 -3.431256942576596236e-23 -4.654081978889151410e-23
9.765625000000000000e-02 -1.766076478820547055e-23 1.625427055531539078e-23
9.814453125000000000e-02 -2.940782311079499950e-23 6.622320167449989578e-24
9.863281250000000000e-02 -1.087628389972926372e-22 -1.738765624593935783e-23
9.912109375000000000e-02 6.390770778771504659e-23 -3.640335861215942896e-24
9.960937500000000000e-02 -1.535400376897557295e-23 -5.386697184454306315e-23
1.000976562500000000e-01 -1.271432065804933856e-22 4.236817257538224078e-23
1.005859375000000000e-01 -2.596322367884693466e-22 -3.110523349911326894e-23
1.010742187500000000e-01 1.987339541351841713e-22 4.483392591226015267e-23
1.015625000000000000e-01 -5.077421266037598495e-24 6.829786399353225984e-23
1.020507812500000000e-01 2.186761261426534938e-23 -2.543470264316854441e-23
1.025390625000000000e-01 -5.789167222813453792e-23 -1.574671121255745345e-22
1.030273437500000000e-01 1.431733149128550357e-22 -4.701947079115910114e-23
1.035156250000000000e-01 1.865220969556415587e-22 -9.800024397630222747e-23
1.040039062500000000e-01 -7.595755634230479276e-23 4.768755287757605496e-23
1.044921875000000000e-01 5.953785067317279463e-23 1.114355058851906667e-22
1.049804687500000000e-01 8.046407972743889424e-23 -1.397042687114100865e-23
1.054687500000000000e-01 3.822150093535001945e-23 2.683953871815150496e-22
1.059570312500000000e-01 -6.850271660009092987e-23 1.841314891597601661e-22
1.064453125000000000e-01 6.424766922832486189e-23 -8.007441172054196399e-23
1.069335937500000000e-01 5.803005113191491644e-23 -2.243620160102507037e-24
1.074218750000000000e-01 -1.289044315131355085e-22 3.246773440715262501e-22
1.079101562500000000e-01 9.037942217749082481e-23 -6.083100581690786461e-23
1.083984375000000000e-01 1.227721233693912583e-22 -1.726021897292820063e-22
1.088867187500000000e-01 -1.640214044597404139e-23 -1.128935053415845964e-22
1.093750000000000000e-01 1.401601612862938552e-22 -4.637701583014016748e-23
1.098632812500000000e-01 4.366580841593361171e-23 -6.362622856612162744e-23
1.103515625000000000e-01 1.655437244121901774e-22 1.721994869274063208e-22
1.108398437500000000e-01 2.139037202693359800e-22 1.250606566646682803e-22
1.113281250000000000e-01 1.430357610958237723e-24 -1.003510599104337869e-22
1.118164062500000000e-01 -5.881348552597477534e-23 9.683040119345724518e-23
1.123046875000000000e-01 8.398842507369022133e-23 2.525979430164132528e-22
1.127929687500000000e-01 6.219210490146666746e-23 -1.032627773509207012e-22
1.132812500000000000e-01 8.761233857743676183e-23 6.157727591679123958e-23
1.137695312500000000e-01 -7.314470681422919839e-23 1.509602402256927423e-22
1.142578125000000000e-01 1.144713663408906113e-22 1.637896795284385210e-22
1.147460937500000000e-01 -1.892429702117304010e-22 1.133564857133753332e-22
1.152343750000000000e-01 -1.682642568265128786e-22 -8.867821191278316132e-23
1.157226562500000000e-01 -5.502716552496515418e-23 -7.102495428847423651e-23
1.162109375000000000e-01 -9.858098847469414841e-23 -4.569771605687639303e-23
1.166992187500000000e-01 -1.607771763362786606e-22 3.453497773022948440e-23
1.171875000000000000e-01 2.843292105824411650e-22 -1.726887610731814111e-22
1.176757812500000000e-01 -8.244322974372735694e-23 -1.156349358747801461e-22
1.181640625000000000e-01 5.409343790853402145e-23 -5.357893282154771409e-23
1.186523437500000000e-01 -2.640650151610066408e-23 -1.599425812829162853e-22
1.191406250000000000e-01 6.818870719255517570e-23 -1.823012177022061398e-22
1.196289062500000000e-01 -1.500571827324152339e-22 -6.430175680387065044e-23
1.201171875000000000e-01 -2.489403794812527118e-22 -2.372306969080848771e-22
1.206054687500000000e-01 -3.372283801984131429e-23 1.415648592543083588e-22
1.210937500000000000e-01 -3.077326046035787348e-22 -1.327834214045951706e-22
1.215820312500000000e-01 -6.277522027984631179e-24 2.554811721079676104e-22
1.220703125000000000e-01 -2.387843656907866368e-22 -3.577159533359514127e-23
1.225585937500000000e-01 3.449564387756522985e-23 1.391548539550946422e-22
1.230468750000000000e-01 7.590067156289559875e-24 -3.267540069101309439e-23
1.235351562500000000e-01 6.143126892615498502e-23 1.594887808062268124e-24
1.240234375000000000e-01 -1.319205156980527018e-22 -4.402627831641211433e-23
1.245117187500000000e-01 -1.007486554167640885e-22 3.567117504515330913e-23
1.250000000000000000e-01 -1.218299346205485335e-22 1.803971333763618100e-22
1.254882812500000000e-01 4.255093450405977182e-23 -2.544496715425226309e-23
1.259765625000000000e-01 1.499218623066075851e-22 -1.148857206129803417e-22
1.264648437500000000e-01 9.476981936548877814e-23 -1.052551043332827007e-22
1.269531250000000000e-01 8.914323084243035374e-23 8.119868331116154681e-23
1.274414062500000000e-01 1.139746449060533617e-22 -2.383452236302340627e-23
1.279296875000000000e-01 -7.825063981493214375e-23 -9.047245093332616610e-23
1.284179687500000000e-01 2.334417802639070800e-22 -6.152398903859501220e-23
1.289062500000000000e-01 2.801521832350251698e-23 1.521939910860506351e-23
1.293945312500000000e-01 2.547919612123464627e-22 1.234914605272906916e-23
1.298828125000000000e-01 -1.324152171342688895e-22 1.512650412693374928e-22
1.303710937500000000e-01 1.829069202720395740e-22 2.125083090959618294e-22
1.308593750000000000e-01 -6.071559205319294138e-23 -2.874440231085417075e-22
1.313476562500000000e-01 -5.565044613395727843e-23 4.677357891697056115e-23
1.318359375000000000e-01 -1.043197176302026522e-22 4.582569955478836263e-23
1.323242187500000000e-01 7.212339983631808583e-23 3.680190727970516126e-23
1.328125000000000000e-01 -1.719790752074582634e-22 2.632741531305073444e-22
1.333007812500000000e-01 -7.793410044235459820e-24 -1.810248625466271774e-23
1.337890625000000000e-01 1.110949261201267463e-22 9.450580035467348735e-24
1.342773437500000000e-01 -2.527199265822119596e-23 8.270041691078467793e-23
1.347656250000000000e-01 1.924465691656450287e-22 -1.363064248887675669e-22
1.352539062500000000e-01 2.128781352756337576e-23 -2.124704721130293595e-22
1.357421875000000000e-01 -1.308235944569491442e-23 5.086379021519008479e-23
1.362304687500000000e-01 2.115627947397130914e-23 -5.345581481187386608e-23
1.367187500000000000e-01 7.788143540059112716e-23 -3.002091227975744818e-22
1.372070312500000000e-01 2.975806803515181433e-24 -1.620005817215843421e-23
1.376953125000000000e-01 -9.435713402404362610e-24 -2.883626433779736629e-22
1.381835937500000000e-01 -7.417768173291629153e-23 7.268366334791514515e-23
1.386718750000000000e-01 1.000808374665256069e-22 -5.258947012400967081e-24
1.391601562500000000e-01 1.450323950399747043e-22 -7.544648952791786413e-23
1.396484375000000000e-01 5.509564770900790920e-23 1.134339187915376524e-22
1.401367187500000000e-01 1.074067666693659740e-22 2.710395733743418011e-22
1.406250000000000000e-01 -5.003440076268812543e-23 -8.074867880829226341e-23
1.411132812500000000e-01 9.824896209165699704e-23 2.993794947700512582e-22
1.416015625000000000e-01 -2.010877104900040130e-22 -9.274699521070487896e-24
1.420898437500000000e-01 8.935738367638902681e-23 1.888458475276682523e-22
1.425781250000000000e-01 -2.439021122421856780e-22 -6.337870526237587216e-25
1.430664062500000000e-01 1.650629686775238751e-22 6.344225181445291260e-23
1.435546875000000000e-01 -1.504077375160746394e-22 1.052095184637871236e-22
1.440429687500000000e-01 8.140662672251181617e-24 4.086020854614934799e-23
1.445312500000000000e-01 2.313450415949016085e-23 -4.532631697766136752e-23
1.450195312500000000e-01 -5.210916664358578058e-23 -1.717137813680292032e-23
1.455078125000000000e-01 -5.160190197019921887e-23 5.063571010783879097e-23
1.459960937500000000e-01 -1.628612399400176380e-22 -3.820682242236818250e-22
1.464843750000000000e-01 1.208288670777776619e-22 1.182564004056610219e-22
1.469726562500000000e-01 -1.408438359504498277e-22 -8.216689921025060139e-23
1.474609375000000000e-01 -1.352520564550217655e-22 -2.714168796118919543e-24
1.479492187500000000e-01 1.474532854290641845e-22 2.699053279751969104e-22
1.484375000000000000e-01 8.559786553818005731e-23 -2.287002177276464949e-22
1.489257812500000000e-01 -6.976524617418820165e-23 5.784654098219039488e-23
1.494140625000000000e-01 -9.205222290882723931e-23 5.996647397266559384e-23
1.499023437500000000e-01 -2.347281312346311225e-22 2.460715923846147167e-22
1.503906250000000000e-01 1.850736657944137093e-22 -1.100338426597293673e-22
1.508789062500000000e-01 -9.532459157951592796e-23 3.087651428164731398e-23
1.513671875000000000e-01 -1.657341909966154191e-22 -3.291745048297291941e-23
1.518554687500000000e-01 7.078763840062921468e-23 -3.529021872322903795e-23
1.523437500000000000e-01 -2.749204014457761350e-22 -2.328753783930595888e-22
1.528320312500000000e-01 1.458276749602826410e-22 2.060468831353814321e-22
1.533203125000000000e-01 -8.038219409159223280e-24 -1.678116686747367088e-22
1.538085937500000000e-01 -5.314334807623139272e-24 3.526336421540401404e-24
1.542968750000000000e-01 9.997448288812877639e-24 -1.589240485107120331e-22
1.547851562500000000e-01 1.843280212547101290e-22 1.790895746391218001e-23
1.552734375000000000e-01 2.152312745460374774e-22 1.204492569749196065e-22
1.557617187500000000e-01 5.964684663828125818e-23 -9.349486987866043635e-23
1.562500000000000000e-01 8.659150934883885353e-23 4.473952314247001063e-23
1.567382812500000000e-01 -1.450973084562158114e-22 3.545815471984840224e-23
1.572265625000000000e-01 -1.335628689420119075e-22 -2.140723716942836789e-22
1.577148437500000000e-01 1.710240893528120641e-23 2.111960071326242562e-22
1.582031250000000000e-01 -6.344233812449775493e-23 -2.182418988723731191e-22
1.586914062500000000e-01 6.466493366453044867e-23 -1.994556645883539870e-22
1.591796875000000000e-01 7.988011677802083930e-23 1.942517711111030431e-23
1.596679687500000000e-01 -1.354604228666392378e-22 4.319572413522829504e-23
1.601562500000000000e-01 2.534147514557821788e-22 1.650249402611541883e-23
1.606445312500000000e-01 -3.036468480039469878e-23 6.869389201276404855e-23
1.611328125000000000e-01 -2.750169380559336643e-22 1.683982993774876742e-22
1.616210937500000000e-01 2.268348277314494818e-22 -2.084966710165635211e-22
1.621093750000000000e-01 -1.066376226632609038e-23 -6.845504479007280746e-23
1.625976562500000000e-01 -3.135089116538079573e-23 4.352392121098246647e-23
1.630859375000000000e-01 -7.622872801322887343e-23 -7.734984728336348318e-23
1.635742187500000000e-01 4.327330981738148179e-23 3.220161169241483764e-23
1.640625000000000000e-01 9.418325484452507304e-23 1.833974116028264760e-22
1.645507812500000000e-01 -3.952905612988316822e-23 1.577704351291525048e-22
1.650390625000000000e-01 2.213644610194311198e-22 -1.136285513294625926e-23
1.655273437500000000e-01 -1.238402367279164230e-22 1.990204983484519443e-22
1.660156250000000000e-01 4.471169436466248414e-23 2.744447457061753167e-23
1.665039062500000000e-01 -7.879164168605119718e-23 3.221953592586149495e-23
1.669921875000000000e-01 4.375593720233143796e-23 3.295943615381223578e-23
1.674804687500000000e-01 1.081960600747882148e-22 1.182847002612299395e-22
1.679687500000000000e-01 2.558211931653812688e-22 1.326788824753604594e-22
1.684570312500000000e-01 -5.090884878368488546e-23 -1.535534136892773901e-22
1.689453125000000000e-01 3.762210050957909633e-23 5.125780789134056732e-23
1.694335937500000000e-01 -1.290580692765341475e-22 -6.166847805058127103e-23
1.699218750000000000e-01 3.039380302254408842e-23 -2.534794304779155167e-22
1.704101562500000000e-01 -1.678818371084545677e-23 -4.309046205629222669e-23
1.708984375000000000e-01 9.329255543112591779e-23 1.398346021713553747e-22
1.713867187500000000e-01 6.769092249832053255e-23 -3.282264865855025346e-23
1.718750000000000000e-01 -1.312227076674164456e-22 -1.558127416170306196e-22
1.723632812500000000e-01 -3.760323891134003381e-24 7.355154200150597261e-23
1.728515625000000000e-01 2.689210655580837448e-24 1.475678881691989170e-22
1.733398437500000000e-01 1.120214665686167784e-22 -1.761778764321969513e-23
1.738281250000000000e-01 6.569907894516400296e-23 -1.517378247729970962e-22
1.743164062500000000e-01 -3.049264039276058698e-22 1.029539054391692942e-22
1.748046875000000000e-01 -1.747303240017138822e-22 2.211170719189504329e-23
1.752929687500000000e-01 -1.108328562534832489e-22 -3.577183112251812899e-22
1.757812500000000000e-01 3.093083852707091467e-22 1.540605835116267263e-22
1.762695312500000000e-01 -3.248819956316597908e-22 -1.729116583154672290e-22
1.767578125000000000e-01 -4.229788021108112076e-23 8.942139210465313549e-23
1.772460937500000000e-01 1.042706883411675599e-22 -2.335956712226037169e-22
1.777343750000000000e-01 -2.953562340074861348e-23 -1.946689756172083649e-23
1.782226562500000000e-01 1.521710461899625164e-23 -1.066694314114668456e-23
1.787109375000000000e-01 -3.238304043691454907e-23 -4.893174584993755792e-24
1.791992187500000000e-01 1.365130527653176802e-22 -5.160529140189265708e-23
1.796875000000000000e-01 -1.078550745465939818e-22 9.094371177392717969e-23
1.801757812500000000e-01 -4.845833806474150530e-23 5.836132919524209246e-23
1.806640625000000000e-01 6.268838454410345631e-24 -1.266239595434501160e-22
1.811523437500000000e-01 5.943757835300204748e-23 2.170735944596006760e-22
1.816406250000000000e-01 -5.407998892695893061e-23 -2.428341858779865248e-22
1.821289062500000000e-01 -1.103088814982669427e-22 6.130523137224820641e-23
1.826171875000000000e-01 1.159769904099286786e-22 -5.505795741462843037e-23
1.831054687500000000e-01 -9.011302135779956512e-23 8.202070304747906850e-23
1.835937500000000000e-01 -4.755800341914475053e-24 -1.112868170093627060e-22
