# time, h1, l1
7.812500000000000000e-02 1.932836140224018470e-22 -5.928069012121320541e-23
7.861328125000000000e-02 -5.167725685769213934e-23 2.113678824142912276e-22
7.910156250000000000e-02 1.140222914415769582e-22 -2.056295152240380220e-22
7.958984375000000000e-02 -1.080547293260763903e-22 2.365312168327664461e-22
8.007812500000000000e-02 -1.385355549574524790e-22 3.581490421727620361e-24
8.056640625000000000e-02 -1.324951583626399978e-22 -3.600351615721723044e-23
8.105468750000000000e-02 -6.465501363589683953e-23 1.506385678333353683e-22
8.154296875000000000e-02 8.948407063606641751e-23 -5.619861832540679699e-23
8.203125000000000000e-02 -7.640205195768154399e-23 1.252421511908944166e-22
8.251953125000000000e-02 -8.571963737727637895e-23 1.205439455016849743e-22
8.300781250000000000e-02 -4.098251458650909342e-25 -8.958673188928758297e-23
8.349609375000000000e-02 9.652654956863074050e-23 6.092672200875147979e-23
8.398437500000000000e-02 -4.490293556560402991e-23 -1.293546469642379593e-22
8.447265625000000000e-02 -1.359805591176536983e-22 7.117275736881526852e-23
8.496093750000000000e-02 -1.916225343544446545e-22 2.101575557837672185e-23
8.544921875000000000e-02 1.898515689055933561e-23 -1.180227132515321696e-22
8.593750000000000000e-02 -5.187814266220703017e-23 2.711024731785768761e-24
8.642578125000000000e-02 -2.602865653463884827e-22 8.957262299847626605e-23
8.691406250000000000e-02 3.530786342886016170e-23 -1.039370485514932684e-22
8.740234375000000000e-02 1.878892767904809564e-22 6.956292566636871839e-23
8.789062500000000000e-02 -2.120130865050503436e-22 4.226766974509908389e-23
8.837890625000000000e-02 1.905699892037151492e-23 1.851603232750935333e-22
8.886718750000000000e-02 -6.313773558537805865e-24 2.460370013767565669e-23
8.935546875000000000e-02 -1.427535266835007327e-22 -2.495165429903202986e-22
8.984375000000000000e-02 9.616106246842731452e-23 3.806782077174639614e-23
9.033203125000000000e-02 7.856136232989167499e-23 1.945831445993699297e-22
9.082031250000000000e-02 5.212591323517142395e-24 -1.269415657716626417e-23
9.130859375000000000e-02 6.079572057641896879e-23 8.404029169820295329e-23
9.179687500000000000e-02 -7.023137535511519599e-23 -3.156445611945253808e-24
9.228515625000000000e-02 4.611977644075518727e-23 2.393703984924628654e-22
9.277343750000000000e-02 7.681028930360032289e-23 3.787621586192022646e-23
9.326171875000000000e-02 -8.370206357096623157e-23 7.501009078138727368e-23
9.375000000000000000e-02 -7.896862664257763600e-23 -4.157937051877231394e-23
9.423828125000000000e-02 8.038927579605638415e-23 1.011700543779936736e-22
9.472656250000000000e-02 7.368486288439099308e-23 1.927244537749736866e-22
9.521484375000000000e-02 2.741436167598576025e-23 -4.507406875785167303e-23
9.570312500000000000e-02 3.831826508970668737e-23 1.184020396660665264e-22
9.619140625000000000e-02 4.401326466144418330e-23 -5.453352072522706985e-23
9.667968750000000000e-02 -6.786704521100422719e-23 -5.443389265736370992e-23
9.716796875000000000e-02 4.473922061378567854e-23 1.737723551811894779e-23
9.765625000000000000e-02 -1.650012211384533659e-22 -2.648073973259233844e-23
9.814453125000000000e-02 1.878615564646195826e-23 -1.078000476141720426e-22
9.863281250000000000e-02 3.665944406155250465e-23 -1.312215926492630655e-22
9.912109375000000000e-02 2.283289846235203376e-22 -2.909530537314233138e-22
9.960937500000000000e-02 4.055515236753576085e-23 -2.710630335002466934e-23
1.000976562500000000e-01 -1.259387917932067117e-22 -3.178323230177830867e-23
1.005859375000000000e-01 1.433903458188391791e-22 -1.837586248727123237e-22
1.010742187500000000e-01 -1.790687693636492779e-22 -2.601659214925696620e-23
1.015625000000000000e-01 -1.693971975702492181e-24 -1.217720241161009067e-22
1.020507812500000000e-01 1.922182516879355383e-23 6.162909105646133769e-23
1.025390625000000000e-01 -2.212190679894796413e-22 9.478629738324557474e-23
1.030273437500000000e-01 6.222226191647815719e-23 -1.167930720580438120e-23
1.035156250000000000e-01 -4.739175520939219571e-23 -1.321890871724591487e-22
1.040039062500000000e-01 -4.089793406369641689e-23 3.753291307385213345e-23
1.044921875000000000e-01 -2.820902329422831576e-25 -1.129048076392604486e-22
1.049804687500000000e-01 1.057828877473169500e-22 3.747095939103111865e-23
1.054687500000000000e-01 -3.555278222814353937e-24 -3.442062949858419627e-22
1.059570312500000000e-01 1.430693848377715716e-22 7.129371704089047557e-23
1.064453125000000000e-01 5.586984336570944231e-23 6.899237446136797072e-23
1.069335937500000000e-01 -1.717562352272894495e-24 -7.077605405170055016e-23
1.074218750000000000e-01 8.146329904046982721e-23 -6.026925340896675901e-23
1.079101562500000000e-01 9.503246150225292287e-23 8.590310581708925147e-23
1.083984375000000000e-01 1.678163257896856247e-22 -1.315803992362945552e-23
1.088867187500000000e-01 1.713980842921007773e-22 1.290817744878870066e-22
1.093750000000000000e-01 -3.511325667648440927e-23 1.263888820184706521e-22
1.098632812500000000e-01 9.888843121375040664e-23 1.067876089451325829e-22
1.103515625000000000e-01 4.323025814887893569e-23 1.940671857760385271e-22
1.108398437500000000e-01 3.862678527965486086e-23 1.700007387231760957e-22
1.113281250000000000e-01 -5.591918715600040733e-23 5.525218788425412261e-23
1.118164062500000000e-01 -1.893861111182245330e-22 -7.916509578791046235e-23
1.123046875000000000e-01 8.754774474177076363e-23 1.631267089589051797e-22
1.127929687500000000e-01 -3.401793265267441267e-23 -7.196685645388745709e-23
1.132812500000000000e-01 -8.176955355242305149e-23 1.661162524827917580e-22
1.137695312500000000e-01 -4.548678343896651862e-23 -2.149988134858286811e-22
1.142578125000000000e-01 -3.635316006754606092e-22 -2.043833055192804456e-22
1.147460937500000000e-01 2.816791203491303329e-22 1.384082519991080968e-22
1.152343750000000000e-01 -5.318962649850901501e-23 -7.080882803461996238e-23
1.157226562500000000e-01 -3.259874861475139896e-24 3.902693719322908560e-23
1.162109375000000000e-01 -2.724476372225931672e-23 2.697197956736230810e-23
1.166992187500000000e-01 5.306062859525566550e-23 -1.127246584816536929e-22
1.171875000000000000e-01 -4.237349155974671280e-23 -1.255226864454272956e-22
1.176757812500000000e-01 -9.587819725688979234e-23 1.900195040198935255e-24
1.181640625000000000e-01 -1.803980102309227909e-23 -8.576665689854447756e-24
1.186523437500000000e-01 -2.215952597263794210e-25 2.313020326625574404e-22
1.191406250000000000e-01 -4.440166366575351157e-23 1.661515374057943938e-23
1.196289062500000000e-01 2.220680123978625971e-22 -4.016210362163424596e-23
1.201171875000000000e-01 -1.896661943077119972e-22 1.831042688180048096e-22
1.206054687500000000e-01 4.891400329105506739e-23 -1.434017136203421079e-22
1.210937500000000000e-01 -3.615724852669527724e-23 -3.484175902829037922e-22
1.215820312500000000e-01 -1.217819424218445133e-22 5.995692979700646962e-23
1.220703125000000000e-01 5.449128969697673930e-24 -7.807991635686163591e-23
1.225585937500000000e-01 -2.243848349630996949e-22 -1.026684918631824338e-23
1.230468750000000000e-01 -4.067486751883512531e-23 -1.329575239660042277e-22
1.235351562500000000e-01 -1.335938207510315712e-22 3.907680607335962939e-23
1.240234375000000000e-01 -2.752906521785208281e-22 1.015465714929644649e-22
1.245117187500000000e-01 2.411230646039929303e-22 1.049369813255533572e-23
1.250000000000000000e-01 -1.469943981721620356e-22 -9.919214963607089216e-23
1.254882812500000000e-01 -7.247618456177190784e-23 2.276255970377575675e-22
1.259765625000000000e-01 5.796084314048085047e-23 -9.648922206749558127e-23
1.264648437500000000e-01 -1.395619780915694478e-23 -3.045957698152596593e-23
1.269531250000000000e-01 2.567984905349619695e-22 1.799146140239471822e-22
1.274414062500000000e-01 6.613108354046945100e-23 1.196555894152933136e-22
1.279296875000000000e-01 1.016177769057671524e-23 -2.262367530831814665e-22
1.284179687500000000e-01 -1.314395146639507712e-22 1.239700054187811475e-22
1.289062500000000000e-01 6.061607728590275208e-23 -4.404002729055485918e-23
1.293945312500000000e-01 1.886011000731666027e-22 3.016376306359986692e-22
1.298828125000000000e-01 -1.361213230266329755e-22 -1.410393476220724994e-22
1.303710937500000000e-01 2.967366219874375015e-22 1.041121085008805621e-22
1.308593750000000000e-01 -1.359171463084459690e-22 -4.696890872700336569e-23
1.313476562500000000e-01 3.099813525476903540e-22 1.341301334585470262e-22
1.318359375000000000e-01 5.449566083357861055e-23 -3.173437985145608921e-22
1.323242187500000000e-01 1.705288719727927443e-23 8.501634130251667896e-23
1.328125000000000000e-01 7.882067525221017314e-23 7.197703993918452840e-23
1.333007812500000000e-01 -8.329155932597152370e-23 4.618478303686911850e-23
1.337890625000000000e-01 2.563834431468000837e-22 1.092769320267718549e-22
1.342773437500000000e-01 -3.804644521806286959e-23 4.479474519835455178e-24
1.347656250000000000e-01 -6.898720035161826079e-23 -1.174537945034262603e-22
1.352539062500000000e-01 1.275404056547475774e-24 -2.025482572399947378e-22
1.357421875000000000e-01 -1.394158147212932151e-22 1.091511749099116488e-22
1.362304687500000000e-01 1.342301562647811557e-22 1.657229692715237301e-22
1.367187500000000000e-01 -1.074629113685433101e-22 -1.917483124101443088e-22
1.372070312500000000e-01 -6.041070661667513112e-23 2.241778171071211888e-22
1.376953125000000000e-01 1.121072024373578655e-22 8.573674784501331220e-24
1.381835937500000000e-01 -1.689406352037313124e-22 -7.404845542009997733e-24
1.386718750000000000e-01 7.101853174656971351e-23 1.529518295473021400e-22
1.391601562500000000e-01 1.197354015560282758e-22 -2.210645877105061867e-23
1.396484375000000000e-01 1.133708473291412405e-22 -1.243226741452755842e-22
1.401367187500000000e-01 -1.937750180577497119e-22 -1.658567095764826107e-22
1.406250000000000000e-01 -1.369595573735118195e-22 1.758038866300923474e-22
1.411132812500000000e-01 -4.143626340865538488e-23 -9.646954365791025061e-23
1.416015625000000000e-01 -1.448704599738109414e-22 -9.940299219080808057e-23
1.420898437500000000e-01 7.704418299788057043e-24 -6.535200783372366208e-23
1.425781250000000000e-01 -5.875976965303393953e-23 -1.187942517516349593e-22
1.430664062500000000e-01 -2.338767536400978000e-23 -1.323544022432838150e-22
1.435546875000000000e-01 1.687292327733476016e-22 -6.146634906294369347e-23
1.440429687500000000e-01 -6.254654927489142066e-23 -8.957340582695910040e-23
1.445312500000000000e-01 -5.002898483129855627e-23 1.405768732674204761e-22
1.450195312500000000e-01 -9.971524348794467028e-23 2.628929170061584236e-22
1.455078125000000000e-01 2.180046322782639842e-23 -8.234981396440305949e-23
1.459960937500000000e-01 6.783492223431597672e-23 -1.544292192174954612e-22
1.464843750000000000e-01 8.122736294511870526e-23 -2.057551607560647983e-23
1.469726562500000000e-01 1.200177554143338734e-22 -1.107500410394689785e-22
1.474609375000000000e-01 -1.756083124470128275e-22 2.867790352628417187e-22
1.479492187500000000e-01 8.527907917080263825e-23 -4.686205285846006209e-23
1.484375000000000000e-01 8.207796965912304941e-23 2.815182898612043232e-22
1.489257812500000000e-01 5.770175309995695798e-23 -2.518564922543942198e-23
1.494140625000000000e-01 2.914522378713003420e-23 1.128409359431945464e-22
1.499023437500000000e-01 -7.506379101052335943e-23 -1.239148966572944937e-22
1.503906250000000000e-01 2.065418779853657425e-22 -2.328577132243239880e-22
1.508789062500000000e-01 -5.173220335753181559e-23 -2.844504951052134100e-23
1.513671875000000000e-01 -2.539885018322620320e-23 -1.138660905946197914e-22
1.518554687500000000e-01 -8.534963710663663466e-23 -2.185412852866274843e-22
1.523437500000000000e-01 -3.599640309010066025e-23 1.647749356979134908e-22
1.528320312500000000e-01 7.808739917622441413e-23 7.259962211875418651e-23
1.533203125000000000e-01 -7.977650985799168797e-23 -8.851674767375625455e-23
1.538085937500000000e-01 1.026562489365603031e-22 -7.165240378305771318e-23
1.542968750000000000e-01 -2.690485532059178136e-22 -7.902876338348205819e-23
1.547851562500000000e-01 -1.209307208662568890e-22 -1.308860530705584179e-22
1.552734375000000000e-01 2.117800533186733605e-22 -2.644768455387454907e-22
1.557617187500000000e-01 -7.611891860315763780e-23 1.777702566576931259e-22
1.562500000000000000e-01 -5.953043332533111106e-23 1.700958611766340280e-22
1.567382812500000000e-01 7.284757878841012503e-23 1.043048934967045681e-22
1.572265625000000000e-01 1.101792470391720902e-22 -4.390022340123704123e-23
1.577148437500000000e-01 2.852502376578085167e-22 2.747649528931882602e-23
1.582031250000000000e-01 -1.160902660939749335e-22 1.089981490408908586e-22
1.586914062500000000e-01 -1.820847731483501228e-22 1.352383450049654537e-22
1.591796875000000000e-01 -4.801958716034924708e-23 1.079570460480043679e-22
1.596679687500000000e-01 -5.041756944475217697e-23 2.260851720195913680e-23
1.601562500000000000e-01 -1.405921490701801288e-22 -9.735987459343941346e-24
1.606445312500000000e-01 -3.714332088486240317e-24 -1.000682168018924912e-22
1.611328125000000000e-01 -2.840583509563644527e-23 1.639584230304197362e-22
1.616210937500000000e-01 6.688259663575467270e-23 6.966074003303483881e-23
1.621093750000000000e-01 -3.988318701887003756e-22 8.286054383422571500e-23
1.625976562500000000e-01 2.914698802424120924e-22 1.998268599253190295e-22
1.630859375000000000e-01 6.581371118391883389e-23 1.747934183203081464e-22
1.635742187500000000e-01 -1.084257756955850152e-22 2.505319319593063472e-22
1.640625000000000000e-01 4.823804935937304181e-23 -6.648412682403045945e-24
1.645507812500000000e-01 2.267927038738142187e-22 -1.432405199104759242e-23
1.650390625000000000e-01 1.590412180227662607e-22 4.227482177279167794e-23
1.655273437500000000e-01 1.110240760868196207e-22 -4.296975700296225756e-23
1.660156250000000000e-01 -3.542773015027374246e-23 -8.124694347491703027e-23
1.665039062500000000e-01 1.473503397689601538e-24 -9.303279866221535955e-23
1.669921875000000000e-01 -1.311737543092842732e-22 1.480608332507733760e-22
1.674804687500000000e-01 4.765555613426087839e-23 -2.608274564039041714e-22
1.679687500000000000e-01 -1.552950332396809969e-22 1.986858395944142935e-22
1.684570312500000000e-01 -6.557194971605118492e-23 -2.298068439645197666e-22
1.689453125000000000e-01 4.261116128300927766e-23 5.869196600955818852e-23
1.694335937500000000e-01 -3.175059877205545336e-23 -1.008709635419381733e-22
1.699218750000000000e-01 -7.694662346424333613e-23 -1.088779612590319466e-22
1.704101562500000000e-01 2.059205002466530720e-22 1.238728256395578997e-23
1.708984375000000000e-01 -8.256094110675791456e-23 9.780571006907215301e-23
1.713867187500000000e-01 9.321979946969030159e-23 -3.000056600268812767e-22
1.718750000000000000e-01 -1.346872242828618472e-22 -1.089387265554541741e-22
1.723632812500000000e-01 1.157621565478170721e-22 -6.402943438354510290e-23
1.728515625000000000e-01 1.360769458551507620e-22 -1.564225278245608930e-22
1.733398437500000000e-01 -1.452573757751761475e-22 -9.777838521414888764e-23
1.738281250000000000e-01 -6.670031471978049738e-23 -3.573127021177750631e-23
1.743164062500000000e-01 2.821885058516749323e-23 -1.399770184095945887e-22
1.748046875000000000e-01 2.716802261021486785e-23 -2.382046482574135659e-22
1.752929687500000000e-01 -4.681740366534118963e-23 5.071725365928452003e-23
1.757812500000000000e-01 -8.358727226804807720e-23 -6.114179596080887828e-23
1.762695312500000000e-01 4.705375703446181309e-23 1.450279720163630762e-22
1.767578125000000000e-01 4.410850757752498055e-25 -3.055638690632081709e-23
1.772460937500000000e-01 9.353543653568635055e-23 7.041055146528964396e-23
1.777343750000000000e-01 -3.782405345285251817e-23 8.887898630532413460e-23
1.782226562500000000e-01 6.984893747509655804e-23 -2.725846996057630138e-23
1.787109375000000000e-01 6.048981155153338123e-23 5.171132162174580308e-23
1.791992187500000000e-01 6.357509929336924189e-23 2.374053466452401616e-24
1.796875000000000000e-01 -1.421498815936722929e-22 8.498573909537063705e-23
1.801757812500000000e-01 -1.787321371281881009e-22 2.765728429220879903e-22
1.806640625000000000e-01 -7.578818826622246523e-23 -7.698385272651040918e-23
1.811523437500000000e-01 -1.067167318271567795e-23 6.837355575086405337e-23
1.816406250000000000e-01 4.145485584174952151e-23 -6.455132740077668241e-23
1.821289062500000000e-01 1.910838971221657528e-22 -9.622706796781398858e-23
1.826171875000000000e-01 4.778553727391714658e-23 2.660842406475283185e-23
1.831054687500000000e-01 1.119253439090750114e-22 -1.764212137765082968e-23
1.835937500000000000e-01 4.771854363531860404e-23 -6.232980747943915164e-23
