# time, h1
1.347656250000000000e-01 2.193624121153007301e-22
1.352539062500000000e-01 3.243134288265483295e-23
1.357421875000000000e-01 1.162483793885245411e-22
1.362304687500000000e-01 1.483662858593695939e-22
1.367187500000000000e-01 -1.010584803577521216e-22
1.372070312500000000e-01 3.434396147040578910e-23
1.376953125000000000e-01 -5.560370982443021132e-23
1.381835937500000000e-01 7.762785459008630166e-23
1.386718750000000000e-01 8.481353175989168472e-24
1.391601562500000000e-01 -2.390102240250841195e-22
1.396484375000000000e-01 6.011080475652442075e-23
1.401367187500000000e-01 -2.205615650104907617e-22
1.406250000000000000e-01 -2.355211473306813332e-22
1.411132812500000000e-01 3.875874336597748482e-23
1.416015625000000000e-01 -8.287206332947674795e-23
1.420898437500000000e-01 -5.544133812639406432e-23
1.425781250000000000e-01 -2.397075343913570343e-23
1.430664062500000000e-01 -2.349068289527413533e-22
1.435546875000000000e-01 4.740773223575956304e-23
1.440429687500000000e-01 -4.043599903386630732e-22
1.445312500000000000e-01 7.966862552866725518e-23
1.450195312500000000e-01 -1.419384270955830930e-22
1.455078125000000000e-01 1.761177802153466927e-22
1.459960937500000000e-01 -3.693989045831581540e-22
1.464843750000000000e-01 6.008475243958918638e-23
1.469726562500000000e-01 4.693474017269610293e-23
1.474609375000000000e-01 -2.038923906633464016e-22
1.479492187500000000e-01 4.408697972558356031e-23
1.484375000000000000e-01 -3.119842759371230547e-23
1.489257812500000000e-01 -7.875530108847328876e-23
1.494140625000000000e-01 -6.424931137487293098e-23
1.499023437500000000e-01 2.931487856041218422e-22
1.503906250000000000e-01 -2.748563343053432684e-22
1.508789062500000000e-01 2.063711642312180500e-22
1.513671875000000000e-01 1.270724039609398494e-22
1.518554687500000000e-01 2.631328626618377097e-22
1.523437500000000000e-01 -2.784035059765085887e-23
1.528320312500000000e-01 1.018404298945303060e-22
1.533203125000000000e-01 -1.177944314806662690e-22
1.538085937500000000e-01 -1.646515245048016564e-22
1.542968750000000000e-01 6.973998005279687613e-23
1.547851562500000000e-01 1.656950791803637229e-22
1.552734375000000000e-01 9.920806816258265391e-23
1.557617187500000000e-01 -1.009912361282856549e-22
1.562500000000000000e-01 -4.443638283707067227e-24
1.567382812500000000e-01 -3.262921518747568806e-23
1.572265625000000000e-01 1.852944598341677361e-22
1.577148437500000000e-01 -7.631301942431847658e-23
1.582031250000000000e-01 3.183330084676794339e-22
1.586914062500000000e-01 1.940176627878549303e-22
1.591796875000000000e-01 1.136282443947150738e-22
1.596679687500000000e-01 -2.506236511612300233e-23
1.601562500000000000e-01 -5.171794960124184913e-23
1.606445312500000000e-01 6.233893335913161747e-23
1.611328125000000000e-01 -1.976908989249654603e-22
1.616210937500000000e-01 4.580626669395309522e-23
1.621093750000000000e-01 -1.422229142065815304e-22
1.625976562500000000e-01 -7.132563298773633527e-23
1.630859375000000000e-01 -9.965704055378371913e-23
1.635742187500000000e-01 2.642227967027585955e-23
1.640625000000000000e-01 -4.069672993037416482e-23
1.645507812500000000e-01 -2.033868519590964789e-23
1.650390625000000000e-01 -1.398389180559807254e-22
1.655273437500000000e-01 -1.136105481027223033e-22
1.660156250000000000e-01 -8.451718151218980510e-23
1.665039062500000000e-01 8.699682427599527836e-23
1.669921875000000000e-01 -1.783827173625363777e-22
1.674804687500000000e-01 1.336901303759517199e-22
1.679687500000000000e-01 -8.008570886656915490e-24
1.684570312500000000e-01 1.477427859785811108e-23
1.689453125000000000e-01 1.952533155387338044e-22
1.694335937500000000e-01 3.041297633745718784e-23
1.699218750000000000e-01 2.380816134829357472e-22
1.704101562500000000e-01 -3.820324844598135619e-23
1.708984375000000000e-01 -1.219423335338897894e-22
1.713867187500000000e-01 1.946746147547808323e-22
1.718750000000000000e-01 4.474978673207473868e-23
1.723632812500000000e-01 -2.195750537903641394e-23
1.728515625000000000e-01 5.580439006640188566e-23
1.733398437500000000e-01 7.481299735918460484e-23
1.738281250000000000e-01 -2.071309560167449865e-22
1.743164062500000000e-01 3.659215052262760722e-22
1.748046875000000000e-01 -2.082924940237993014e-22
1.752929687500000000e-01 1.612991220756034662e-22
1.757812500000000000e-01 -2.087026328869175605e-22
1.762695312500000000e-01 3.109895209947715257e-23
1.767578125000000000e-01 2.340901643837650809e-23
1.772460937500000000e-01 -3.622045521389491464e-23
1.777343750000000000e-01 -1.681474629672974997e-22
1.782226562500000000e-01 -1.347784081321883718e-23
1.787109375000000000e-01 1.681259305829340443e-22
1.791992187500000000e-01 5.236217307485980859e-23
1.796875000000000000e-01 6.796728503667405719e-23
1.801757812500000000e-01 -1.877853352442523392e-22
1.806640625000000000e-01 -1.128774769793179050e-22
1.811523437500000000e-01 -4.563376085226180777e-23
1.816406250000000000e-01 -1.948556724279187492e-22
1.821289062500000000e-01 1.379408305220650061e-22
1.826171875000000000e-01 5.424192954160278982e-23
1.831054687500000000e-01 -6.205583210270144100e-23
1.835937500000000000e-01 7.661255498901422158e-23
1.840820312500000000e-01 -5.064567024269443297e-22
1.845703125000000000e-01 1.540265219615628614e-23
1.850585937500000000e-01 -1.704403016317502227e-22
1.855468750000000000e-01 -1.877369991539778599e-22
1.860351562500000000e-01 -7.432542991982747285e-24
1.865234375000000000e-01 1.694930683477544237e-22
1.870117187500000000e-01 2.791485153362293690e-23
1.875000000000000000e-01 -4.713236121098223376e-23
1.879882812500000000e-01 5.215595714752234021e-23
1.884765625000000000e-01 -2.508414039438824840e-23
1.889648437500000000e-01 1.768820210458798777e-22
1.894531250000000000e-01 -1.382428290957677348e-22
1.899414062500000000e-01 -6.509577359027967024e-24
1.904296875000000000e-01 1.384303201157482304e-22
1.909179687500000000e-01 1.301589915462467730e-22
1.914062500000000000e-01 1.468795168614372554e-22
1.918945312500000000e-01 1.840658597850725239e-23
1.923828125000000000e-01 9.737671459402501652e-23
1.928710937500000000e-01 1.233122036228558510e-22
1.933593750000000000e-01 -7.407465964428986240e-23
1.938476562500000000e-01 -1.161090567238698455e-22
1.943359375000000000e-01 -2.249824650909865670e-22
1.948242187500000000e-01 9.146687808858119270e-23
1.953125000000000000e-01 -6.679463362418753355e-23
1.958007812500000000e-01 2.057103185325065929e-22
1.962890625000000000e-01 2.632363476916838601e-24
1.967773437500000000e-01 1.107297284779640153e-22
1.972656250000000000e-01 1.543310062209609306e-22
1.977539062500000000e-01 3.677880686604297948e-23
1.982421875000000000e-01 1.723920358487031543e-22
1.987304687500000000e-01 -1.066317104262555540e-22
1.992187500000000000e-01 9.415664266721801910e-23
1.997070312500000000e-01 -2.037848926396209555e-24
2.001953125000000000e-01 -1.044040505129852134e-22
2.006835937500000000e-01 8.308380561991258669e-23
2.011718750000000000e-01 7.666713102865782399e-23
2.016601562500000000e-01 2.104679802020117660e-23
2.021484375000000000e-01 3.001137491889508755e-23
2.026367187500000000e-01 2.373146006936433264e-22
2.031250000000000000e-01 1.030863297493551749e-22
2.036132812500000000e-01 1.077177506327137159e-23
2.041015625000000000e-01 -2.528476400408528454e-23
2.045898437500000000e-01 -1.745186630548026300e-22
2.050781250000000000e-01 1.552966796631465600e-22
2.055664062500000000e-01 -7.173217754390729325e-23
2.060546875000000000e-01 -1.061150460031677474e-22
2.065429687500000000e-01 8.026914941201899624e-24
2.070312500000000000e-01 1.030311595329052880e-22
2.075195312500000000e-01 6.507864482378012157e-23
2.080078125000000000e-01 -1.815210165119979505e-22
2.084960937500000000e-01 -3.052713387213983882e-22
2.089843750000000000e-01 -7.569328634390659309e-23
2.094726562500000000e-01 -1.195551609286390991e-22
2.099609375000000000e-01 -2.902101031104194613e-23
2.104492187500000000e-01 -2.646607009539933572e-22
2.109375000000000000e-01 -5.558160647750599199e-23
2.114257812500000000e-01 -1.352706041360001672e-24
2.119140625000000000e-01 -3.056813280837995919e-22
2.124023437500000000e-01 -1.140925993835246133e-22
2.128906250000000000e-01 -1.902736897781249602e-22
2.133789062500000000e-01 -1.456124259627965916e-22
2.138671875000000000e-01 2.751250555301490236e-23
2.143554687500000000e-01 -1.339835730986527056e-22
2.148437500000000000e-01 1.219865614640120479e-22
2.153320312500000000e-01 -1.195317355638390357e-22
2.158203125000000000e-01 3.144420644161485592e-22
2.163085937500000000e-01 1.077477696104825562e-22
2.167968750000000000e-01 1.243783462536534406e-22
2.172851562500000000e-01 1.252145494560994595e-22
2.177734375000000000e-01 1.390739905712233963e-22
2.182617187500000000e-01 -2.464318332524416094e-23
2.187500000000000000e-01 1.078926157335519415e-23
2.192382812500000000e-01 -8.987941904222982254e-23
2.197265625000000000e-01 1.513633289534571780e-22
2.202148437500000000e-01 -2.517093465003133932e-22
2.207031250000000000e-01 2.523056128899926379e-22
2.211914062500000000e-01 -4.478467385256023310e-23
2.216796875000000000e-01 1.262739357317668458e-22
2.221679687500000000e-01 1.693980532799718017e-22
2.226562500000000000e-01 -2.701139859757560896e-23
2.231445312500000000e-01 -1.372707661427843180e-23
2.236328125000000000e-01 2.944427550366018132e-23
2.241210937500000000e-01 -6.564590123214581324e-23
2.246093750000000000e-01 3.194688137690996586e-22
2.250976562500000000e-01 1.419425671580255273e-22
2.255859375000000000e-01 9.006786273226163265e-23
2.260742187500000000e-01 1.075280271329981522e-22
2.265625000000000000e-01 -1.501099957314851960e-22
2.270507812500000000e-01 1.364456054435566543e-22
2.275390625000000000e-01 2.206399766552955287e-23
2.280273437500000000e-01 -2.697063206447113615e-22
2.285156250000000000e-01 5.854271626036349130e-25
2.290039062500000000e-01 5.429128565363493097e-23
2.294921875000000000e-01 4.428798580160245626e-23
2.299804687500000000e-01 -1.711685676021024914e-24
2.304687500000000000e-01 -6.985823233770434890e-23
2.309570312500000000e-01 1.715363943926325248e-22
2.314453125000000000e-01 -8.197087118188958356e-23
2.319335937500000000e-01 2.374468731297506304e-22
2.324218750000000000e-01 -3.459255041799197367e-23
2.329101562500000000e-01 -1.618952158365292978e-23
2.333984375000000000e-01 -2.219359255530463243e-22
2.338867187500000000e-01 -9.926692838850406811e-23
2.343750000000000000e-01 9.204863996798810005e-23
2.348632812500000000e-01 -1.686752381239608913e-22
2.353515625000000000e-01 -2.482056728429689860e-22
2.358398437500000000e-01 -5.943808509866129601e-23
2.363281250000000000e-01 1.472244442520859942e-22
2.368164062500000000e-01 -1.211451333900511406e-22
2.373046875000000000e-01 5.840985081828142025e-23
2.377929687500000000e-01 5.649450097617329097e-23
2.382812500000000000e-01 5.887037062277961043e-23
2.387695312500000000e-01 1.502704409740103047e-23
2.392578125000000000e-01 6.482137272919558106e-24
2.397460937500000000e-01 -9.354467275242791985e-23
2.402343750000000000e-01 3.607232345194984293e-23
2.407226562500000000e-01 -1.745588102776888223e-22
2.412109375000000000e-01 -2.553955019564215057e-23
2.416992187500000000e-01 -1.097172020276367085e-22
2.421875000000000000e-01 -5.000073046490796298e-24
2.426757812500000000e-01 -7.285678836938555102e-23
2.431640625000000000e-01 -1.358967750778138905e-22
2.436523437500000000e-01 1.057317492886670045e-22
2.441406250000000000e-01 -1.486127320694189274e-23
2.446289062500000000e-01 -7.036157174957833174e-23
2.451171875000000000e-01 -6.274516318455050600e-24
2.456054687500000000e-01 5.558393073111305521e-23
2.460937500000000000e-01 -1.043716158516223684e-22
2.465820312500000000e-01 -8.896301673212314524e-23
2.470703125000000000e-01 -1.295317714649473473e-22
2.475585937500000000e-01 2.811937210766680944e-22
2.480468750000000000e-01 -1.571598897572567266e-22
2.485351562500000000e-01 1.231830686103629304e-22
2.490234375000000000e-01 -6.283900014565196646e-23
2.495117187500000000e-01 5.705171512596639561e-23
2.500000000000000000e-01 1.791814139515390696e-23
2.504882812500000000e-01 7.432163626086799485e-23
2.509765625000000000e-01 -1.497137796023015717e-22
2.514648437500000000e-01 2.234352225496052107e-22
2.519531250000000000e-01 -3.516021688083361890e-24
2.524414062500000000e-01 1.689385760849956924e-22
2.529296875000000000e-01 1.651064871288138788e-22
2.534179687500000000e-01 -1.132302861957231901e-22
2.539062500000000000e-01 1.249795412623559967e-22
2.543945312500000000e-01 1.808743394843327371e-24
2.548828125000000000e-01 1.850541420177397814e-22
2.553710937500000000e-01 8.230022215566159507e-23
2.558593750000000000e-01 8.190772270682628528e-24
2.563476562500000000e-01 1.885701847595159362e-22
2.568359375000000000e-01 6.691779637342400349e-23
2.573242187500000000e-01 -1.679319122535831280e-22
2.578125000000000000e-01 3.093672967235151677e-22
2.583007812500000000e-01 -1.223681292518087025e-22
2.587890625000000000e-01 -3.076809402429583661e-23
2.592773437500000000e-01 7.282291716301087010e-23
2.597656250000000000e-01 -2.452644569442587215e-22
2.602539062500000000e-01 -2.479942744825185032e-22
2.607421875000000000e-01 -4.065777367931034187e-23
2.612304687500000000e-01 3.107392596078991402e-22
2.617187500000000000e-01 -1.622158780548718017e-22
2.622070312500000000e-01 1.291646589800354022e-22
2.626953125000000000e-01 -7.439385468995700403e-23
2.631835937500000000e-01 1.423520267286508265e-25
2.636718750000000000e-01 -1.529163212198513457e-22
2.641601562500000000e-01 9.296765169105104230e-23
2.646484375000000000e-01 3.505472297011656869e-23
2.651367187500000000e-01 -2.920731903375368116e-23
2.656250000000000000e-01 2.610273108334069225e-23
2.661132812500000000e-01 9.478243561244167846e-23
2.666015625000000000e-01 2.414337471171220077e-23
2.670898437500000000e-01 -7.661851519086989758e-23
2.675781250000000000e-01 -4.427640490674022673e-23
2.680664062500000000e-01 7.509260887627787966e-24
2.685546875000000000e-01 -1.993922312734329610e-22
2.690429687500000000e-01 -2.875130767419726618e-23
2.695312500000000000e-01 -2.027811839979473752e-22
2.700195312500000000e-01 5.989397627983464037e-23
2.705078125000000000e-01 -4.260874837248933888e-22
2.709960937500000000e-01 3.107381057449101737e-23
2.714843750000000000e-01 -9.205250113462091964e-23
2.719726562500000000e-01 -7.183873820963437998e-23
2.724609375000000000e-01 1.131979144052920998e-22
2.729492187500000000e-01 5.838081950520926432e-23
2.734375000000000000e-01 -2.103030624143343967e-23
2.739257812500000000e-01 9.166167016671314175e-23
2.744140625000000000e-01 -3.299848815206284602e-24
2.749023437500000000e-01 -8.887935743914877189e-23
2.753906250000000000e-01 5.276598891602215803e-23
2.758789062500000000e-01 -9.398866810816466584e-23
2.763671875000000000e-01 -1.411400515476533033e-23
2.768554687500000000e-01 -4.828623808172301263e-23
2.773437500000000000e-01 1.357248651833600781e-22
2.778320312500000000e-01 -2.509765347586510425e-22
2.783203125000000000e-01 6.152011858397358304e-23
