# time, h1_noise
8.300781250000000000e-02 5.385714179374537025e-23
8.349609375000000000e-02 1.215721679273836790e-23
8.398437500000000000e-02 1.931178556244202521e-22
8.447265625000000000e-02 -4.904961310093555855e-23
8.496093750000000000e-02 2.133482862371278478e-22
8.544921875000000000e-02 9.785351246163989758e-23
8.593750000000000000e-02 1.007815946230250118e-22
8.642578125000000000e-02 -5.690747337662482019e-23
8.691406250000000000e-02 9.529493770347425672e-23
8.740234375000000000e-02 -2.738437442184749208e-22
8.789062500000000000e-02 -1.624743724606818476e-22
8.837890625000000000e-02 -7.027146722160533864e-23
8.886718750000000000e-02 -1.149604494867064498e-22
8.935546875000000000e-02 7.085582058354103916e-23
8.984375000000000000e-02 -3.676429911585965304e-22
9.033203125000000000e-02 1.028043864326515419e-22
9.082031250000000000e-02 -2.640633943838890297e-22
9.130859375000000000e-02 1.947382187629006319e-22
9.179687500000000000e-02 -3.329548583037258663e-22
9.228515625000000000e-02 9.414182510666973627e-23
9.277343750000000000e-02 -1.849704522670057487e-22
9.326171875000000000e-02 -1.186087062757746556e-22
9.375000000000000000e-02 2.019198622884460850e-22
9.423828125000000000e-02 3.716719254941026477e-23
9.472656250000000000e-02 -3.999028815653407521e-23
9.521484375000000000e-02 1.312294144704130119e-22
9.570312500000000000e-02 -1.378584556288759486e-22
9.619140625000000000e-02 -1.390648058754249268e-22
9.667968750000000000e-02 8.420924968557797963e-23
9.716796875000000000e-02 -4.654081978889151410e-23
9.765625000000000000e-02 1.625427055531539078e-23
9.814453125000000000e-02 6.622320167449989578e-24
9.863281250000000000e-02 -1.738765624593935783e-23
9.912109375000000000e-02 -3.640335861215942896e-24
9.960937500000000000e-02 -5.386697184454306315e-23
1.000976562500000000e-01 4.236817257538224078e-23
1.005859375000000000e-01 -3.110523349911326894e-23
1.010742187500000000e-01 4.483392591226015267e-23
1.015625000000000000e-01 6.829786399353225984e-23
1.020507812500000000e-01 -2.543470264316854441e-23
1.025390625000000000e-01 -1.574671121255745345e-22
1.030273437500000000e-01 -4.701947079115910114e-23
1.035156250000000000e-01 -9.800024397630222747e-23
1.040039062500000000e-01 4.768755287757605496e-23
1.044921875000000000e-01 1.114355058851906667e-22
1.049804687500000000e-01 -1.397042687114100865e-23
1.054687500000000000e-01 2.683953871815150496e-22
1.059570312500000000e-01 1.841314891597601661e-22
1.064453125000000000e-01 -8.007441172054196399e-23
1.069335937500000000e-01 -2.243620160102507037e-24
1.074218750000000000e-01 3.246773440715262501e-22
1.079101562500000000e-01 -6.083100581690786461e-23
1.083984375000000000e-01 -1.726021897292820063e-22
1.088867187500000000e-01 -1.128935053415845964e-22
1.093750000000000000e-01 -4.637701583014016748e-23
1.098632812500000000e-01 -6.362622856612162744e-23
1.103515625000000000e-01 1.721994869274063208e-22
1.108398437500000000e-01 1.250606566646682803e-22
1.113281250000000000e-01 -1.003510599104337869e-22
1.118164062500000000e-01 9.683040119345724518e-23
1.123046875000000000e-01 2.525979430164132528e-22
1.127929687500000000e-01 -1.032627773509207012e-22
1.132812500000000000e-01 6.157727591679123958e-23
1.137695312500000000e-01 1.509602402256927423e-22
1.142578125000000000e-01 1.637896795284385210e-22
1.147460937500000000e-01 1.133564857133753332e-22
1.152343750000000000e-01 -8.867821191278316132e-23
1.157226562500000000e-01 -7.102495428847423651e-23
1.162109375000000000e-01 -4.569771605687639303e-23
1.166992187500000000e-01 3.453497773022948440e-23
1.171875000000000000e-01 -1.726887610731814111e-22
1.176757812500000000e-01 -1.156349358747801461e-22
1.181640625000000000e-01 -5.357893282154771409e-23
1.186523437500000000e-01 -1.599425812829162853e-22
1.191406250000000000e-01 -1.823012177022061398e-22
1.196289062500000000e-01 -6.430175680387065044e-23
1.201171875000000000e-01 -2.372306969080848771e-22
1.206054687500000000e-01 1.415648592543083588e-22
1.210937500000000000e-01 -1.327834214045951706e-22
1.215820312500000000e-01 2.554811721079676104e-22
1.220703125000000000e-01 -3.577159533359514127e-23
1.225585937500000000e-01 1.391548539550946422e-22
1.230468750000000000e-01 -3.267540069101309439e-23
1.235351562500000000e-01 1.594887808062268124e-24
1.240234375000000000e-01 -4.402627831641211433e-23
1.245117187500000000e-01 3.567117504515330913e-23
1.250000000000000000e-01 1.803971333763618100e-22
1.254882812500000000e-01 -2.544496715425226309e-23
1.259765625000000000e-01 -1.148857206129803417e-22
1.264648437500000000e-01 -1.052551043332827007e-22
1.269531250000000000e-01 8.119868331116154681e-23
1.274414062500000000e-01 -2.383452236302340627e-23
1.279296875000000000e-01 -9.047245093332616610e-23
1.284179687500000000e-01 -6.152398903859501220e-23
1.289062500000000000e-01 1.521939910860506351e-23
1.293945312500000000e-01 1.234914605272906916e-23
1.298828125000000000e-01 1.512650412693374928e-22
1.303710937500000000e-01 2.125083090959618294e-22
1.308593750000000000e-01 -2.874440231085417075e-22
1.313476562500000000e-01 4.677357891697056115e-23
1.318359375000000000e-01 4.582569955478836263e-23
1.323242187500000000e-01 3.680190727970516126e-23
1.328125000000000000e-01 2.632741531305073444e-22
1.333007812500000000e-01 -1.810248625466271774e-23
1.337890625000000000e-01 9.450580035467348735e-24
1.342773437500000000e-01 8.270041691078467793e-23
1.347656250000000000e-01 -1.363064248887675669e-22
1.352539062500000000e-01 -2.124704721130293595e-22
1.357421875000000000e-01 5.086379021519008479e-23
1.362304687500000000e-01 -5.345581481187386608e-23
1.367187500000000000e-01 -3.002091227975744818e-22
1.372070312500000000e-01 -1.620005817215843421e-23
1.376953125000000000e-01 -2.883626433779736629e-22
1.381835937500000000e-01 7.268366334791514515e-23
1.386718750000000000e-01 -5.258947012400967081e-24
1.391601562500000000e-01 -7.544648952791786413e-23
1.396484375000000000e-01 1.134339187915376524e-22
1.401367187500000000e-01 2.710395733743418011e-22
1.406250000000000000e-01 -8.074867880829226341e-23
1.411132812500000000e-01 2.993794947700512582e-22
1.416015625000000000e-01 -9.274699521070487896e-24
1.420898437500000000e-01 1.888458475276682523e-22
1.425781250000000000e-01 -6.337870526237587216e-25
1.430664062500000000e-01 6.344225181445291260e-23
1.435546875000000000e-01 1.052095184637871236e-22
1.440429687500000000e-01 4.086020854614934799e-23
1.445312500000000000e-01 -4.532631697766136752e-23
1.450195312500000000e-01 -1.717137813680292032e-23
1.455078125000000000e-01 5.063571010783879097e-23
1.459960937500000000e-01 -3.820682242236818250e-22
1.464843750000000000e-01 1.182564004056610219e-22
1.469726562500000000e-01 -8.216689921025060139e-23
1.474609375000000000e-01 -2.714168796118919543e-24
1.479492187500000000e-01 2.699053279751969104e-22
1.484375000000000000e-01 -2.287002177276464949e-22
1.489257812500000000e-01 5.784654098219039488e-23
1.494140625000000000e-01 5.996647397266559384e-23
1.499023437500000000e-01 2.460715923846147167e-22
1.503906250000000000e-01 -1.100338426597293673e-22
1.508789062500000000e-01 3.087651428164731398e-23
1.513671875000000000e-01 -3.291745048297291941e-23
1.518554687500000000e-01 -3.529021872322903795e-23
1.523437500000000000e-01 -2.328753783930595888e-22
1.528320312500000000e-01 2.060468831353814321e-22
1.533203125000000000e-01 -1.678116686747367088e-22
1.538085937500000000e-01 3.526336421540401404e-24
1.542968750000000000e-01 -1.589240485107120331e-22
1.547851562500000000e-01 1.790895746391218001e-23
1.552734375000000000e-01 1.204492569749196065e-22
1.557617187500000000e-01 -9.349486987866043635e-23
1.562500000000000000e-01 4.473952314247001063e-23
1.567382812500000000e-01 3.545815471984840224e-23
1.572265625000000000e-01 -2.140723716942836789e-22
1.577148437500000000e-01 2.111960071326242562e-22
1.582031250000000000e-01 -2.182418988723731191e-22
1.586914062500000000e-01 -1.994556645883539870e-22
1.591796875000000000e-01 1.942517711111030431e-23
1.596679687500000000e-01 4.319572413522829504e-23
1.601562500000000000e-01 1.650249402611541883e-23
1.606445312500000000e-01 6.869389201276404855e-23
1.611328125000000000e-01 1.683982993774876742e-22
1.616210937500000000e-01 -2.084966710165635211e-22
1.621093750000000000e-01 -6.845504479007280746e-23
1.625976562500000000e-01 4.352392121098246647e-23
1.630859375000000000e-01 -7.734984728336348318e-23
1.635742187500000000e-01 3.220161169241483764e-23
1.640625000000000000e-01 1.833974116028264760e-22
1.645507812500000000e-01 1.577704351291525048e-22
1.650390625000000000e-01 -1.136285513294625926e-23
1.655273437500000000e-01 1.990204983484519443e-22
1.660156250000000000e-01 2.744447457061753167e-23
1.665039062500000000e-01 3.221953592586149495e-23
1.669921875000000000e-01 3.295943615381223578e-23
1.674804687500000000e-01 1.182847002612299395e-22
1.679687500000000000e-01 1.326788824753604594e-22
1.684570312500000000e-01 -1.535534136892773901e-22
1.689453125000000000e-01 5.125780789134056732e-23
1.694335937500000000e-01 -6.166847805058127103e-23
1.699218750000000000e-01 -2.534794304779155167e-22
1.704101562500000000e-01 -4.309046205629222669e-23
1.708984375000000000e-01 1.398346021713553747e-22
1.713867187500000000e-01 -3.282264865855025346e-23
1.718750000000000000e-01 -1.558127416170306196e-22
1.723632812500000000e-01 7.355154200150597261e-23
1.728515625000000000e-01 1.475678881691989170e-22
1.733398437500000000e-01 -1.761778764321969513e-23
1.738281250000000000e-01 -1.517378247729970962e-22
1.743164062500000000e-01 1.029539054391692942e-22
1.748046875000000000e-01 2.211170719189504329e-23
1.752929687500000000e-01 -3.577183112251812899e-22
1.757812500000000000e-01 1.540605835116267263e-22
1.762695312500000000e-01 -1.729116583154672290e-22
1.767578125000000000e-01 8.942139210465313549e-23
1.772460937500000000e-01 -2.335956712226037169e-22
1.777343750000000000e-01 -1.946689756172083649e-23
1.782226562500000000e-01 -1.066694314114668456e-23
1.787109375000000000e-01 -4.893174584993755792e-24
1.791992187500000000e-01 -5.160529140189265708e-23
1.796875000000000000e-01 9.094371177392717969e-23
1.801757812500000000e-01 5.836132919524209246e-23
1.806640625000000000e-01 -1.266239595434501160e-22
1.811523437500000000e-01 2.170735944596006760e-22
1.816406250000000000e-01 -2.428341858779865248e-22
1.821289062500000000e-01 6.130523137224820641e-23
1.826171875000000000e-01 -5.505795741462843037e-23
1.831054687500000000e-01 8.202070304747906850e-23
1.835937500000000000e-01 -1.112868170093627060e-22
1.840820312500000000e-01 2.018014680982982763e-22
1.845703125000000000e-01 2.367345251384225011e-22
1.850585937500000000e-01 -5.641290661979879515e-23
1.855468750000000000e-01 1.144090839087738154e-22
1.860351562500000000e-01 -4.122893326205370734e-23
1.865234375000000000e-01 2.124570122266783275e-22
1.870117187500000000e-01 -5.440758729269703079e-23
1.875000000000000000e-01 -1.808719758546119915e-23
1.879882812500000000e-01 -4.654615107773014352e-23
1.884765625000000000e-01 4.568760448670009461e-23
1.889648437500000000e-01 -6.658505254931909112e-23
1.894531250000000000e-01 1.400575777347009206e-23
1.899414062500000000e-01 -3.981919583445041337e-23
1.904296875000000000e-01 1.848284517875164580e-23
1.909179687500000000e-01 -1.670078926315984766e-22
1.914062500000000000e-01 2.386975402343803795e-22
1.918945312500000000e-01 1.699676794674961277e-22
1.923828125000000000e-01 1.291551899113320549e-22
1.928710937500000000e-01 1.214658996429460498e-22
1.933593750000000000e-01 1.257499650225276629e-22
1.938476562500000000e-01 1.932089932434834623e-22
1.943359375000000000e-01 -1.799154683171996666e-22
1.948242187500000000e-01 -3.180875264863932506e-24
1.953125000000000000e-01 -2.844998133795696572e-23
1.958007812500000000e-01 -1.412183464715437913e-22
1.962890625000000000e-01 -8.884018645624978166e-23
1.967773437500000000e-01 -2.681996494852310593e-22
1.972656250000000000e-01 3.883459914885914462e-23
1.977539062500000000e-01 4.192635163615559833e-23
1.982421875000000000e-01 -6.253427455121950481e-23
1.987304687500000000e-01 -1.508145170071913466e-23
1.992187500000000000e-01 -1.192448861022304218e-22
1.997070312500000000e-01 5.571875963198371296e-23
2.001953125000000000e-01 -7.447240893972503453e-23
2.006835937500000000e-01 -1.783204986471603820e-23
2.011718750000000000e-01 -1.416353149501220016e-22
2.016601562500000000e-01 -1.394419834896668198e-22
2.021484375000000000e-01 -2.629059971880971667e-22
2.026367187500000000e-01 9.636368220348681418e-23
2.031250000000000000e-01 -2.572053993615649620e-22
2.036132812500000000e-01 -1.172267471644128500e-22
2.041015625000000000e-01 1.208699424424873222e-22
2.045898437500000000e-01 -1.259905276549410528e-22
2.050781250000000000e-01 2.955999482475504765e-22
2.055664062500000000e-01 -8.693591183919740035e-23
2.060546875000000000e-01 5.625173708355707061e-23
2.065429687500000000e-01 5.315733569786094922e-24
2.070312500000000000e-01 6.911675624136770199e-23
2.075195312500000000e-01 2.008628389735224061e-23
2.080078125000000000e-01 -1.695426610186917364e-22
2.084960937500000000e-01 9.773030824792196281e-23
2.089843750000000000e-01 2.051150566568902453e-22
2.094726562500000000e-01 -1.463857071989417510e-22
2.099609375000000000e-01 1.066908310218374995e-22
2.104492187500000000e-01 5.756390713579787385e-24
2.109375000000000000e-01 1.466451541117588712e-24
2.114257812500000000e-01 1.352915818259891214e-22
2.119140625000000000e-01 -3.965961879498074139e-23
2.124023437500000000e-01 3.604735959077837153e-22
2.128906250000000000e-01 2.032340490403319552e-23
2.133789062500000000e-01 6.421367130258252706e-23
2.138671875000000000e-01 4.655825260352226535e-23
2.143554687500000000e-01 1.060018186506667466e-22
2.148437500000000000e-01 -2.393719901415194909e-24
2.153320312500000000e-01 1.190214311123384928e-22
2.158203125000000000e-01 1.506435757318300380e-23
2.163085937500000000e-01 -2.574205340687622493e-22
2.167968750000000000e-01 -2.996729665756379472e-23
2.172851562500000000e-01 7.693726568166407060e-24
2.177734375000000000e-01 2.317423822151330833e-23
2.182617187500000000e-01 9.230351098251468730e-23
2.187500000000000000e-01 6.496273851281739181e-23
2.192382812500000000e-01 2.234374241235828305e-23
2.197265625000000000e-01 -1.937868555778744967e-24
2.202148437500000000e-01 1.046271379340491019e-22
2.207031250000000000e-01 3.371187269488311293e-23
2.211914062500000000e-01 -1.497829406751739135e-22
2.216796875000000000e-01 1.099560492281231552e-22
2.221679687500000000e-01 -2.711162959474558108e-23
2.226562500000000000e-01 8.116359911993176789e-24
2.231445312500000000e-01 2.605655679413779150e-23
2.236328125000000000e-01 -2.840617311987959604e-22
2.241210937500000000e-01 -9.720437106952457203e-23
2.246093750000000000e-01 9.075184436081709829e-23
2.250976562500000000e-01 -5.981986772622536347e-23
2.255859375000000000e-01 -1.135499359224201717e-22
2.260742187500000000e-01 -1.351505364447297649e-24
2.265625000000000000e-01 -2.278572558082219545e-23
2.270507812500000000e-01 -6.233020398237432532e-24
2.275390625000000000e-01 1.771072861040879446e-22
2.280273437500000000e-01 3.332001540276922905e-23
2.285156250000000000e-01 -2.316556966381446598e-22
2.290039062500000000e-01 -8.039534735183480046e-23
2.294921875000000000e-01 5.027572509362640021e-23
2.299804687500000000e-01 4.285190556268294530e-23
2.304687500000000000e-01 4.019437231953702977e-23
2.309570312500000000e-01 -1.923910411124152411e-23
2.314453125000000000e-01 4.659815575555311038e-23
2.319335937500000000e-01 -2.863217722033212472e-22
2.324218750000000000e-01 5.509609339960612711e-23
2.329101562500000000e-01 -9.044028006888348554e-23
2.333984375000000000e-01 2.795363996726164106e-23
2.338867187500000000e-01 -3.207793508222383218e-22
2.343750000000000000e-01 -1.836146524040565891e-23
2.348632812500000000e-01 1.657352509386877387e-22
2.353515625000000000e-01 -1.533339137293011448e-22
2.358398437500000000e-01 -7.113106428397957875e-23
2.363281250000000000e-01 -1.988302040983141435e-22
2.368164062500000000e-01 1.795471262303063963e-22
2.373046875000000000e-01 -1.280735093703378184e-22
2.377929687500000000e-01 3.222621601253250409e-23
2.382812500000000000e-01 -1.849789396187522676e-23
2.387695312500000000e-01 1.785250152814880532e-22
2.392578125000000000e-01 4.208296783165172381e-23
2.397460937500000000e-01 4.441472296516724372e-23
2.402343750000000000e-01 2.569280050559619237e-22
2.407226562500000000e-01 4.757171340196890883e-23
2.412109375000000000e-01 1.369955297054790414e-22
2.416992187500000000e-01 -1.188478074858983283e-22
2.421875000000000000e-01 2.400773727956710316e-23
2.426757812500000000e-01 2.750544820973952787e-23
2.431640625000000000e-01 2.270260608724501708e-22
2.436523437500000000e-01 8.521943668157633218e-23
2.441406250000000000e-01 -2.824372923835512591e-22
2.446289062500000000e-01 1.641408106286572313e-22
2.451171875000000000e-01 1.299143306505824517e-23
2.456054687500000000e-01 1.552019911492060471e-22
2.460937500000000000e-01 8.830409611179285561e-23
2.465820312500000000e-01 -1.610348774025615757e-23
2.470703125000000000e-01 1.238476383948231105e-22
2.475585937500000000e-01 -9.984079232622520946e-23
2.480468750000000000e-01 4.200151099738764894e-23
2.485351562500000000e-01 2.819376481903435910e-23
2.490234375000000000e-01 1.487751296809317374e-22
2.495117187500000000e-01 -8.030710680023159489e-25
2.500000000000000000e-01 -2.249382440988142157e-22
2.504882812500000000e-01 3.873518547671785556e-23
2.509765625000000000e-01 -6.334141345251165916e-23
2.514648437500000000e-01 1.515422785818809277e-22
2.519531250000000000e-01 -8.218274461434944135e-23
2.524414062500000000e-01 2.192684082149443414e-22
2.529296875000000000e-01 1.908932865323297241e-22
2.534179687500000000e-01 -7.647318964353794999e-23
2.539062500000000000e-01 -2.272327918010716720e-22
2.543945312500000000e-01 8.501256317351277820e-23
2.548828125000000000e-01 1.672514339604729132e-22
2.553710937500000000e-01 -1.651104113305444440e-23
2.558593750000000000e-01 -1.047736055970702303e-22
2.563476562500000000e-01 -2.539677277656935741e-22
2.568359375000000000e-01 2.847163392347984674e-23
2.573242187500000000e-01 -5.024328553243088072e-23
2.578125000000000000e-01 -9.283129601625078887e-23
2.583007812500000000e-01 -5.709064887366815108e-23
2.587890625000000000e-01 -1.963140750861647216e-22
2.592773437500000000e-01 -1.041564674058399927e-22
2.597656250000000000e-01 -2.324987028371832875e-22
2.602539062500000000e-01 -7.629136754663011011e-23
2.607421875000000000e-01 -1.183328612004479498e-22
2.612304687500000000e-01 -9.401559619726428403e-23
2.617187500000000000e-01 -1.693829636532455805e-22
2.622070312500000000e-01 -3.782724882603124838e-23
2.626953125000000000e-01 -1.049485975357279837e-22
2.631835937500000000e-01 -4.569715258299707048e-23
2.636718750000000000e-01 1.729847038957890771e-22
2.641601562500000000e-01 -3.535284959190572637e-23
2.646484375000000000e-01 1.520702334686123607e-22
2.651367187500000000e-01 4.061781599077452915e-24
2.656250000000000000e-01 7.943788927366792880e-23
2.661132812500000000e-01 1.057293306582972351e-22
2.666015625000000000e-01 6.502771657781405755e-23
2.670898437500000000e-01 -1.190992164086974482e-22
2.675781250000000000e-01 -4.107430735408766523e-23
2.680664062500000000e-01 -1.675982177516524346e-22
2.685546875000000000e-01 9.371947742694874897e-23
2.690429687500000000e-01 7.282962862481954683e-23
2.695312500000000000e-01 1.249583566849788008e-23
2.700195312500000000e-01 7.612937034361137201e-23
2.705078125000000000e-01 2.765173902360523834e-22
2.709960937500000000e-01 6.869066174690388604e-23
2.714843750000000000e-01 3.416036237575516435e-23
2.719726562500000000e-01 2.111664492004563256e-22
2.724609375000000000e-01 1.539188117760773709e-22
2.729492187500000000e-01 2.064007853755993864e-23
2.734375000000000000e-01 9.813724876878403070e-23
2.739257812500000000e-01 1.538781461835834082e-22
2.744140625000000000e-01 2.867196407825321591e-22
2.749023437500000000e-01 -1.616502957557512839e-23
2.753906250000000000e-01 -2.683125153583658942e-23
2.758789062500000000e-01 4.594689580067660744e-23
2.763671875000000000e-01 -6.909770415683437591e-24
2.768554687500000000e-01 -6.125105462039601509e-23
2.773437500000000000e-01 4.534168742389653554e-23
2.778320312500000000e-01 -2.696562585270949115e-22
2.783203125000000000e-01 5.938101779224605696e-23
