# times, data
8.984375000000000000e-02 2.818134163845342057e-22
9.082031250000000000e-02 -3.386580492587689850e-22
9.179687500000000000e-02 -1.492526877043337448e-22
9.277343750000000000e-02 -4.155348047478841833e-22
9.375000000000000000e-02 -2.829360399426613312e-22
9.472656250000000000e-02 -1.033595707308621798e-22
9.570312500000000000e-02 -6.275413726745671343e-23
9.667968750000000000e-02 -1.238560741355501254e-22
9.765625000000000000e-02 -6.084301761958011318e-23
9.863281250000000000e-02 -2.784074189443523364e-22
9.960937500000000000e-02 -4.018755571725727036e-22
1.005859375000000000e-01 3.582222003339545760e-22
1.015625000000000000e-01 -3.030308326522270936e-22
1.025390625000000000e-01 -2.173239638501354098e-22
1.035156250000000000e-01 1.880406854966056338e-24
1.044921875000000000e-01 -1.198169355958386378e-22
1.054687500000000000e-01 8.088182312316479571e-23
1.064453125000000000e-01 -2.166365765741747900e-22
1.074218750000000000e-01 2.132628465819878828e-22
1.083984375000000000e-01 2.823714225187780433e-22
1.093750000000000000e-01 4.889490880052353997e-22
1.103515625000000000e-01 -6.390045477634476470e-23
1.113281250000000000e-01 1.192469021752318636e-22
1.123046875000000000e-01 7.058293478175367011e-23
1.132812500000000000e-01 -1.519141251490058965e-23
1.142578125000000000e-01 -2.412363958506706641e-22
1.152343750000000000e-01 4.878085631593429657e-22
1.162109375000000000e-01 -2.140710689116984649e-22
1.171875000000000000e-01 -1.171009460120649764e-23
1.181640625000000000e-01 -2.320068336178957423e-22
1.191406250000000000e-01 -1.216311354756676430e-22
1.201171875000000000e-01 4.495121132211328669e-22
1.210937500000000000e-01 5.218854793203156127e-23
1.220703125000000000e-01 -2.653051696399973213e-22
1.230468750000000000e-01 9.840618130986968214e-23
1.240234375000000000e-01 5.941058909412209555e-23
1.250000000000000000e-01 2.540438120989872806e-22
1.259765625000000000e-01 8.309397133071553205e-23
1.269531250000000000e-01 3.399988835592883782e-22
1.279296875000000000e-01 1.852628572811569462e-22
1.289062500000000000e-01 6.787744615720558388e-24
1.298828125000000000e-01 -3.261745864176566751e-22
1.308593750000000000e-01 5.462370950029421420e-23
1.318359375000000000e-01 -3.457175614391650262e-23
1.328125000000000000e-01 -1.590075462562951754e-23
1.337890625000000000e-01 5.179921080307586199e-23
1.347656250000000000e-01 -3.726710775072382402e-23
1.357421875000000000e-01 2.612541175204010026e-22
1.367187500000000000e-01 -2.803045305886292571e-22
1.376953125000000000e-01 5.762960003243128002e-23
1.386718750000000000e-01 2.129781931112787845e-22
1.396484375000000000e-01 -2.525604090434149531e-22
1.406250000000000000e-01 -2.806523585979426042e-22
1.416015625000000000e-01 -2.360832208254824035e-22
1.425781250000000000e-01 2.015296059175849341e-22
1.435546875000000000e-01 -1.811512791145919426e-22
1.445312500000000000e-01 5.037773705345624711e-23
1.455078125000000000e-01 -1.938253559854513251e-22
1.464843750000000000e-01 -4.969279851374379033e-23
1.474609375000000000e-01 2.025620249153718416e-22
1.484375000000000000e-01 2.152234822158227999e-22
1.494140625000000000e-01 -4.466025469599766231e-22
1.503906250000000000e-01 1.281797937550356450e-22
1.513671875000000000e-01 -2.750390175954673295e-22
1.523437500000000000e-01 2.589424778084649158e-22
1.533203125000000000e-01 1.638684693976974157e-22
1.542968750000000000e-01 4.068309613397221752e-22
1.552734375000000000e-01 1.077816844069403384e-22
1.562500000000000000e-01 -3.402786990621832039e-22
1.572265625000000000e-01 8.831749683608580577e-23
1.582031250000000000e-01 2.840037865602621741e-24
1.591796875000000000e-01 1.677721219462053223e-22
1.601562500000000000e-01 1.662024424768655629e-22
1.611328125000000000e-01 3.031210058067426000e-22
1.621093750000000000e-01 -2.141406860960028166e-22
1.630859375000000000e-01 7.429625817956462414e-24
1.640625000000000000e-01 -2.232321601659391466e-22
1.650390625000000000e-01 -2.576053079855447916e-22
1.660156250000000000e-01 2.117957440482825399e-22
1.669921875000000000e-01 4.307131050096745680e-23
1.679687500000000000e-01 5.903945605435176167e-23
1.689453125000000000e-01 2.312479123902706815e-22
1.699218750000000000e-01 -1.552365903339075908e-22
1.708984375000000000e-01 2.036635110543392868e-22
1.718750000000000000e-01 4.970208620629530799e-22
1.728515625000000000e-01 2.582627829000162928e-22
1.738281250000000000e-01 -2.689280325513290069e-23
1.748046875000000000e-01 -2.679819179245184168e-22
1.757812500000000000e-01 -1.404361252747352608e-22
1.767578125000000000e-01 -8.561983777662240116e-23
1.777343750000000000e-01 -5.787040625737596106e-23
1.787109375000000000e-01 4.576038471663366068e-23
1.796875000000000000e-01 7.605150777876165726e-23
1.806640625000000000e-01 3.430624631115679687e-22
1.816406250000000000e-01 4.867351105441462552e-22
1.826171875000000000e-01 2.801305482726310987e-22
1.835937500000000000e-01 7.893485002006225767e-23
1.845703125000000000e-01 1.545913834699915800e-22
1.855468750000000000e-01 -1.907081582573193986e-22
1.865234375000000000e-01 -1.436874491497564272e-22
1.875000000000000000e-01 2.615561460839559953e-22
1.884765625000000000e-01 3.170533529237873358e-22
1.894531250000000000e-01 -2.885210418800311357e-22
1.904296875000000000e-01 -2.058385594848226232e-23
1.914062500000000000e-01 7.540886963632079444e-23
1.923828125000000000e-01 4.064613679790169448e-22
1.933593750000000000e-01 -8.217533487636238360e-23
1.943359375000000000e-01 2.749008997258033871e-23
1.953125000000000000e-01 1.729436724623767310e-22
1.962890625000000000e-01 1.344990292698811629e-22
1.972656250000000000e-01 -1.546879369224812815e-22
1.982421875000000000e-01 -1.995062336269641541e-22
1.992187500000000000e-01 -4.839940072213649257e-22
2.001953125000000000e-01 -2.955520870834825542e-22
2.011718750000000000e-01 -1.646508153042054819e-22
2.021484375000000000e-01 -8.650757330836940390e-23
2.031250000000000000e-01 -3.159975175375479191e-22
2.041015625000000000e-01 3.972310642885257299e-22
2.050781250000000000e-01 9.881016405193551329e-23
2.060546875000000000e-01 -1.141253568868062272e-22
2.070312500000000000e-01 -2.894189646917372126e-22
2.080078125000000000e-01 -2.821198566632257538e-22
2.089843750000000000e-01 3.778858440017263529e-23
2.099609375000000000e-01 2.625441923752527655e-22
2.109375000000000000e-01 1.580463349491192592e-23
2.119140625000000000e-01 3.125732662146176111e-22
2.128906250000000000e-01 4.958960605331171465e-22
2.138671875000000000e-01 -9.092790439528696424e-23
2.148437500000000000e-01 -3.594026881656170470e-22
2.158203125000000000e-01 -5.947385000123334032e-23
2.167968750000000000e-01 -5.314543330267502112e-23
2.177734375000000000e-01 -1.133039232484027898e-22
2.187500000000000000e-01 2.798515597322241923e-23
2.197265625000000000e-01 -5.076996446579134499e-23
2.207031250000000000e-01 -1.241709002065955835e-22
2.216796875000000000e-01 -3.892457144369317622e-22
2.226562500000000000e-01 1.452439080445719791e-22
2.236328125000000000e-01 -1.303171053968591637e-23
2.246093750000000000e-01 2.031823607562377795e-22
2.255859375000000000e-01 3.611859486632195552e-23
2.265625000000000000e-01 -3.836179625267702266e-22
2.275390625000000000e-01 4.870482652487999892e-22
2.285156250000000000e-01 2.374131702611348358e-22
2.294921875000000000e-01 1.769925437761779718e-22
2.304687500000000000e-01 -3.461507234491278359e-22
2.314453125000000000e-01 2.099784440855272481e-22
2.324218750000000000e-01 4.702780407996793102e-22
2.333984375000000000e-01 4.867667534403247596e-24
2.343750000000000000e-01 2.010933974166825782e-23
2.353515625000000000e-01 -4.010734081404955077e-23
2.363281250000000000e-01 2.343890292241824120e-22
2.373046875000000000e-01 -1.037530287919641216e-22
2.382812500000000000e-01 -1.522032534976190262e-22
2.392578125000000000e-01 7.151449286265183905e-23
2.402343750000000000e-01 8.328461861547566441e-23
2.412109375000000000e-01 -6.987679122515964655e-23
2.421875000000000000e-01 9.331811745010562288e-23
2.431640625000000000e-01 9.220601665587237835e-23
2.441406250000000000e-01 3.180305303690841154e-22
2.451171875000000000e-01 -6.186783114881542420e-23
2.460937500000000000e-01 2.697463612607266065e-22
2.470703125000000000e-01 2.757238420302207861e-22
2.480468750000000000e-01 8.698584541398619869e-23
2.490234375000000000e-01 -2.285259445854986553e-22
2.500000000000000000e-01 1.007593076834475578e-22
2.509765625000000000e-01 2.316708197984679911e-23
2.519531250000000000e-01 1.266796368289901508e-22
2.529296875000000000e-01 -2.059532297073105372e-22
2.539062500000000000e-01 2.075126683579631689e-22
2.548828125000000000e-01 4.847495627393381370e-23
2.558593750000000000e-01 -2.560741724358261841e-22
2.568359375000000000e-01 1.107993897521377298e-22
2.578125000000000000e-01 2.152310696978315044e-23
2.587890625000000000e-01 -8.402545545933613897e-23
2.597656250000000000e-01 -2.630321714862352760e-23
2.607421875000000000e-01 5.035471385796815928e-23
2.617187500000000000e-01 -7.628069783423964245e-24
2.626953125000000000e-01 -2.250841238765709147e-23
2.636718750000000000e-01 1.900327060532269006e-22
2.646484375000000000e-01 -1.088296771548988799e-23
2.656250000000000000e-01 -2.930405330574986943e-22
2.666015625000000000e-01 6.752390906513445054e-23
2.675781250000000000e-01 -9.117595510710537377e-23
2.685546875000000000e-01 4.379322294842914824e-23
2.695312500000000000e-01 1.359866724545433389e-22
2.705078125000000000e-01 -1.427265995304570344e-22
2.714843750000000000e-01 -2.160297582447697609e-24
2.724609375000000000e-01 1.019146754500979325e-22
2.734375000000000000e-01 9.542067955928416809e-23
2.744140625000000000e-01 1.406830956283637398e-22
2.753906250000000000e-01 5.764888172569540510e-23
2.763671875000000000e-01 -3.788289561837197381e-22
2.773437500000000000e-01 -3.058862198821796563e-22
2.783203125000000000e-01 6.258019878999638754e-23
2.792968750000000000e-01 -2.296732987027095997e-22
2.802734375000000000e-01 -2.894295154861727120e-22
2.812500000000000000e-01 -2.084672777050400595e-22
2.822265625000000000e-01 -2.022145062089224552e-23
2.832031250000000000e-01 3.186630278361465983e-22
2.841796875000000000e-01 3.296521902424049163e-23
2.851562500000000000e-01 -2.316459599348715166e-22
2.861328125000000000e-01 -1.113399981427185245e-22
2.871093750000000000e-01 -1.219648861661457801e-23
2.880859375000000000e-01 -4.301382485974876237e-22
2.890625000000000000e-01 1.523223183693799466e-22
2.900390625000000000e-01 4.775615381899721563e-22
2.910156250000000000e-01 -1.182673182542191818e-23
2.919921875000000000e-01 -1.948857680969823754e-23
2.929687500000000000e-01 -4.337340121033499142e-23
2.939453125000000000e-01 -5.486890634618721823e-22
2.949218750000000000e-01 5.581413311470932352e-23
2.958984375000000000e-01 -4.277249273198407897e-23
2.968750000000000000e-01 -1.721841769791283061e-22
2.978515625000000000e-01 -1.078736525393616318e-22
2.988281250000000000e-01 5.489284343343307162e-23
2.998046875000000000e-01 2.336500204630387846e-22
3.007812500000000000e-01 -3.523697422579326106e-23
3.017578125000000000e-01 2.722307292610962347e-22
3.027343750000000000e-01 -1.299967604306003891e-22
3.037109375000000000e-01 -5.990477996290701701e-23
3.046875000000000000e-01 3.417705930569984904e-22
3.056640625000000000e-01 6.021008844652498526e-22
3.066406250000000000e-01 2.950028583228334816e-22
3.076171875000000000e-01 -3.775635441844503625e-23
3.085937500000000000e-01 -7.860880335834046546e-24
3.095703125000000000e-01 -1.846372090705365449e-22
3.105468750000000000e-01 3.980415150497637563e-23
3.115234375000000000e-01 -1.483784595643019640e-22
3.125000000000000000e-01 1.594773340080109501e-23
3.134765625000000000e-01 -1.394514088945112653e-22
3.144531250000000000e-01 1.482642884457081564e-22
3.154296875000000000e-01 9.040091870424023628e-24
3.164062500000000000e-01 -3.053107066295111718e-22
3.173828125000000000e-01 -2.101093798615219648e-22
3.183593750000000000e-01 -9.777149261493202566e-22
3.193359375000000000e-01 -2.562528709801024328e-22
3.203125000000000000e-01 -3.616631839796413754e-23
3.212890625000000000e-01 1.982955120105120753e-23
3.222656250000000000e-01 -2.431936135119527858e-22
3.232421875000000000e-01 -1.111406699907450219e-22
3.242187500000000000e-01 -7.259163412343024560e-23
3.251953125000000000e-01 1.160638994195437409e-22
3.261718750000000000e-01 1.416384094782200169e-22
3.271484375000000000e-01 -2.217065363062615214e-22
3.281250000000000000e-01 3.791757334893800598e-24
3.291015625000000000e-01 -6.608634955343887196e-23
3.300781250000000000e-01 -1.486204902015945020e-22
3.310546875000000000e-01 4.897226108665310833e-22
3.320312500000000000e-01 4.905633247535181575e-23
3.330078125000000000e-01 7.969010787187126383e-23
3.339843750000000000e-01 -5.381912979015244447e-23
3.349609375000000000e-01 -8.934114338069122480e-23
3.359375000000000000e-01 -9.997368648181370287e-23
3.369140625000000000e-01 -4.533331606230613067e-22
3.378906250000000000e-01 4.065740944557084635e-23
3.388671875000000000e-01 -1.389139377513313623e-22
3.398437500000000000e-01 -2.106151401960400628e-22
3.408203125000000000e-01 -3.722176017773936418e-23
3.417968750000000000e-01 4.430377724431660575e-22
3.427734375000000000e-01 -2.054409022589063435e-22
3.437500000000000000e-01 -6.482262633972556515e-24
3.447265625000000000e-01 1.188479946148192424e-22
3.457031250000000000e-01 -2.165712366866230972e-23
3.466796875000000000e-01 -1.469283326315388059e-22
3.476562500000000000e-01 3.219477347088783198e-22
3.486328125000000000e-01 -1.269684102844014060e-22
3.496093750000000000e-01 2.128302047030622042e-22
3.505859375000000000e-01 5.489543872806651111e-23
3.515625000000000000e-01 2.264718180962610558e-22
3.525390625000000000e-01 -2.341716696403811838e-22
3.535156250000000000e-01 -1.484891988590641731e-22
3.544921875000000000e-01 -1.211137577873700631e-22
3.554687500000000000e-01 1.076618219835875453e-22
3.564453125000000000e-01 -1.977867944948101524e-22
3.574218750000000000e-01 -2.300407907884460742e-22
3.583984375000000000e-01 2.774827149651826473e-22
3.593750000000000000e-01 -4.046331850956892672e-22
3.603515625000000000e-01 1.104923181128825416e-22
3.613281250000000000e-01 1.879260385058339545e-22
3.623046875000000000e-01 -6.215428915351558490e-23
3.632812500000000000e-01 4.246079278883790156e-22
3.642578125000000000e-01 -3.409015867964461269e-22
3.652343750000000000e-01 -1.104316713800834282e-22
3.662109375000000000e-01 2.545563536774708296e-22
3.671875000000000000e-01 -3.307363656592889671e-23
3.681640625000000000e-01 -2.656170466109164564e-22
3.691406250000000000e-01 1.486175759473482031e-23
3.701171875000000000e-01 -7.451001506532954227e-24
3.710937500000000000e-01 2.020811548802763048e-22
3.720703125000000000e-01 4.127659520140084437e-24
3.730468750000000000e-01 1.223975867222067292e-22
3.740234375000000000e-01 -3.869474665714084482e-23
3.750000000000000000e-01 2.374268374185859433e-22
3.759765625000000000e-01 -5.410364306601168421e-23
3.769531250000000000e-01 1.322314641651295635e-22
3.779296875000000000e-01 -4.816033360618305907e-22
3.789062500000000000e-01 -3.986648532397468361e-22
3.798828125000000000e-01 1.727496844212358717e-22
3.808593750000000000e-01 -9.913357006339284507e-24
3.818359375000000000e-01 2.548867068417001010e-23
3.828125000000000000e-01 -5.892448039288805100e-23
3.837890625000000000e-01 -2.199579762759277843e-22
3.847656250000000000e-01 1.574777485385821616e-22
3.857421875000000000e-01 -2.066332632744285081e-23
3.867187500000000000e-01 4.540390435461850905e-22
3.876953125000000000e-01 4.217424512155590308e-22
3.886718750000000000e-01 4.287172148574252328e-22
3.896484375000000000e-01 1.798228654545876250e-22
3.906250000000000000e-01 -1.551088853433877366e-22
3.916015625000000000e-01 4.622925230603455195e-23
3.925781250000000000e-01 -1.987936694200922523e-22
3.935546875000000000e-01 -3.098485384916793574e-22
3.945312500000000000e-01 -1.961432101979583314e-22
3.955078125000000000e-01 -1.052548130267178236e-22
3.964843750000000000e-01 -9.419695198841647813e-24
3.974609375000000000e-01 2.045276641961996209e-22
3.984375000000000000e-01 2.189255993623784399e-22
3.994140625000000000e-01 -7.063460223933536993e-23
4.003906250000000000e-01 2.001803042487106787e-22
4.013671875000000000e-01 1.245925042542352682e-22
4.023437500000000000e-01 -1.967813692391500892e-22
4.033203125000000000e-01 2.278891314228588779e-22
4.042968750000000000e-01 -2.593066674410350260e-22
4.052734375000000000e-01 1.567315871806979881e-22
4.062500000000000000e-01 -1.256551369199233535e-22
4.072265625000000000e-01 1.856787969875840995e-22
4.082031250000000000e-01 1.346369329245133492e-22
4.091796875000000000e-01 7.044758430704457355e-23
4.101562500000000000e-01 1.574563921420561892e-22
4.111328125000000000e-01 -2.023986241750373925e-22
4.121093750000000000e-01 1.183279537580596583e-22
4.130859375000000000e-01 1.658994992744144316e-22
4.140625000000000000e-01 -2.131942821277624753e-22
4.150390625000000000e-01 1.057458561427837219e-23
4.160156250000000000e-01 7.902333122846264317e-24
4.169921875000000000e-01 -1.638335321883304367e-22
4.179687500000000000e-01 -1.601220032348500609e-22
4.189453125000000000e-01 -5.794987598353730694e-22
4.199218750000000000e-01 3.368131038987462595e-22
4.208984375000000000e-01 -7.499949586807614802e-23
4.218750000000000000e-01 -1.191555768768136934e-22
4.228515625000000000e-01 2.210274255444128137e-22
4.238281250000000000e-01 2.972857696696606255e-22
4.248046875000000000e-01 -1.305686044180253468e-22
4.257812500000000000e-01 -1.441601877374314783e-22
4.267578125000000000e-01 -1.547372943238303860e-23
4.277343750000000000e-01 -1.545877447268672156e-22
4.287109375000000000e-01 1.509496959841434596e-22
4.296875000000000000e-01 4.956098976956595580e-22
4.306640625000000000e-01 -1.850837839686289485e-22
4.316406250000000000e-01 2.665233655454971101e-22
4.326171875000000000e-01 3.056034384765215807e-22
4.335937500000000000e-01 -1.098790203357746015e-22
4.345703125000000000e-01 1.812153557378349095e-23
4.355468750000000000e-01 2.557838248790639399e-22
4.365234375000000000e-01 1.117188918320917970e-22
4.375000000000000000e-01 1.989762463043007567e-22
4.384765625000000000e-01 4.279054763058011538e-22
4.394531250000000000e-01 6.517900396225761590e-23
4.404296875000000000e-01 -1.184300030442353483e-22
4.414062500000000000e-01 -3.586795550898897936e-23
4.423828125000000000e-01 -3.183027368337229871e-23
4.433593750000000000e-01 -8.970726023095501106e-23
4.443359375000000000e-01 1.467414327912103984e-22
4.453125000000000000e-01 -7.546339814170388738e-23
4.462890625000000000e-01 -3.847322878503833783e-22
4.472656250000000000e-01 -1.732411716333523718e-22
4.482421875000000000e-01 -2.974695894529312088e-22
4.492187500000000000e-01 1.923492069783284535e-23
4.501953125000000000e-01 -2.178077486321194870e-22
4.511718750000000000e-01 -4.990077601066091687e-23
4.521484375000000000e-01 1.425068938312964009e-22
4.531250000000000000e-01 5.614998417107472402e-23
4.541015625000000000e-01 -3.056067761794021296e-22
4.550781250000000000e-01 2.065584134979426235e-22
4.560546875000000000e-01 -4.328576987535057165e-23
4.570312500000000000e-01 2.074693617733586487e-22
4.580078125000000000e-01 -2.180641977566893748e-23
4.589843750000000000e-01 5.133851007017272538e-22
4.599609375000000000e-01 -8.170817015327830219e-24
4.609375000000000000e-01 -3.363806846739601932e-22
4.619140625000000000e-01 1.859950598428665074e-22
4.628906250000000000e-01 1.109576623313632565e-22
4.638671875000000000e-01 2.340798815826398995e-22
4.648437500000000000e-01 -3.050773315012070860e-22
4.658203125000000000e-01 9.887340924559188710e-23
4.667968750000000000e-01 -1.639546846028531513e-22
4.677734375000000000e-01 1.445488820848294638e-22
4.687500000000000000e-01 -2.027277145129197382e-22
4.697265625000000000e-01 3.304345081680478023e-23
4.707031250000000000e-01 2.001220726473581823e-22
4.716796875000000000e-01 -1.233699580215493048e-22
4.726562500000000000e-01 -1.614124165193366768e-22
4.736328125000000000e-01 -7.347793217997323446e-23
4.746093750000000000e-01 8.722576338931996109e-23
4.755859375000000000e-01 8.290514322173504809e-23
4.765625000000000000e-01 -4.777309791269287405e-23
4.775390625000000000e-01 -1.007064546443219699e-22
4.785156250000000000e-01 9.448313958855850498e-23
4.794921875000000000e-01 -7.681004734823147732e-23
4.804687500000000000e-01 3.958124867513287263e-22
4.814453125000000000e-01 -5.706738864643915984e-23
4.824218750000000000e-01 -1.197761344059381520e-22
4.833984375000000000e-01 -3.726259655332973201e-22
4.843750000000000000e-01 1.042548043402119894e-22
4.853515625000000000e-01 -6.886460998223863265e-23
4.863281250000000000e-01 -1.824534676982768358e-22
4.873046875000000000e-01 -2.444457565411184562e-22
4.882812500000000000e-01 9.516750312569468234e-23
4.892578125000000000e-01 6.341348353524055346e-23
4.902343750000000000e-01 2.621862240797066918e-22
4.912109375000000000e-01 -1.223768473041094768e-22
4.921875000000000000e-01 1.751240448436472762e-22
4.931640625000000000e-01 -1.398887592157941121e-22
4.941406250000000000e-01 -2.374498384450862042e-22
4.951171875000000000e-01 2.342217352636853213e-23
4.960937500000000000e-01 -2.652400835903040740e-22
4.970703125000000000e-01 -5.126802108810957143e-22
4.980468750000000000e-01 -1.037033005712956684e-22
4.990234375000000000e-01 5.194199974115123488e-22
5.000000000000000000e-01 8.952527277557064138e-23
5.009765625000000000e-01 1.927396388264544428e-22
5.019531250000000000e-01 -8.386593435812370975e-23
5.029296875000000000e-01 1.269715154218853870e-22
5.039062500000000000e-01 1.388164321895240620e-22
5.048828125000000000e-01 1.570384976289357506e-22
5.058593750000000000e-01 -2.338877638783156284e-22
5.068359375000000000e-01 1.123553026980350318e-22
5.078125000000000000e-01 -2.120250823993491405e-22
5.087890625000000000e-01 8.063579529749819178e-23
5.097656250000000000e-01 -1.043982298312412187e-22
5.107421875000000000e-01 -8.930393628025633906e-23
5.117187500000000000e-01 2.527133860083340157e-22
5.126953125000000000e-01 1.220886036579044268e-22
5.136718750000000000e-01 -9.211027642363979437e-23
5.146484375000000000e-01 -1.991780595022306855e-22
5.156250000000000000e-01 3.600801055596550685e-22
5.166015625000000000e-01 2.218916944453217534e-23
5.175781250000000000e-01 -8.850513436736356049e-23
5.185546875000000000e-01 6.269346747718048485e-23
5.195312500000000000e-01 -4.818233886506464599e-22
5.205078125000000000e-01 8.052372126055001002e-23
5.214843750000000000e-01 -9.971378545838241772e-23
5.224609375000000000e-01 -8.413987444891740675e-23
5.234375000000000000e-01 -6.850291858711393647e-23
5.244140625000000000e-01 2.445609762084622344e-22
5.253906250000000000e-01 1.559349533151954154e-22
5.263671875000000000e-01 1.566038346816915958e-22
5.273437500000000000e-01 -2.064823141011932629e-22
5.283203125000000000e-01 -4.574317196295705520e-22
5.292968750000000000e-01 3.726136371642434434e-23
5.302734375000000000e-01 -1.775429624144643481e-22
5.312500000000000000e-01 -1.997812838511809672e-23
5.322265625000000000e-01 1.479199909516084616e-22
5.332031250000000000e-01 1.968310109935228062e-24
5.341796875000000000e-01 -4.318906263431280191e-23
5.351562500000000000e-01 -3.692507943834893307e-23
5.361328125000000000e-01 1.394521296476567992e-22
5.371093750000000000e-01 -1.664495471608537299e-22
5.380859375000000000e-01 -9.858262242784934432e-23
5.390625000000000000e-01 -3.981496041357368349e-23
5.400390625000000000e-01 -9.666931677900280011e-23
5.410156250000000000e-01 -8.429573473130358915e-23
5.419921875000000000e-01 -5.481927432225894696e-22
5.429687500000000000e-01 -1.892700661242585933e-22
5.439453125000000000e-01 1.217810585331365748e-22
5.449218750000000000e-01 -2.469720838912064357e-22
5.458984375000000000e-01 -2.559914237523854161e-22
5.468750000000000000e-01 3.941492578684936853e-23
5.478515625000000000e-01 -1.281596111637927092e-22
5.488281250000000000e-01 -7.047663723046581262e-24
5.498046875000000000e-01 3.710497922372407816e-22
5.507812500000000000e-01 -1.434540112431863698e-22
5.517578125000000000e-01 -5.956000742825185327e-22
5.527343750000000000e-01 -1.329854849817058337e-22
5.537109375000000000e-01 -7.318578246853787876e-23
5.546875000000000000e-01 -7.550930608548976551e-23
5.556640625000000000e-01 -2.541617329156107144e-22
