# time, h1, l1
4.589843750000000000e-02 6.117252239305424137e-23 6.150904200130401518e-23
4.638671875000000000e-02 -7.145250589061890740e-23 -7.117914387936321274e-23
4.687500000000000000e-02 -6.154489463003969858e-23 -6.133699862556293244e-23
4.736328125000000000e-02 1.499345263773299133e-22 1.500752054739453730e-22
4.785156250000000000e-02 7.776272994757126488e-24 7.848544417896897612e-24
4.833984375000000000e-02 1.332178170379489023e-22 1.332210786984470670e-22
4.882812500000000000e-02 -1.512089888944813852e-22 -1.512747566258347988e-22
4.931640625000000000e-02 -2.963164059157388263e-23 -2.976588444133513554e-23
4.980468750000000000e-02 -2.031438048682832906e-23 -2.051595495791703166e-23
5.029296875000000000e-02 -6.002142329813435778e-23 -6.028861536973817561e-23
5.078125000000000000e-02 -4.110407316666616664e-24 -4.440958299902834039e-24
5.126953125000000000e-02 -1.449114676827374170e-23 -1.488225278117819949e-23
5.175781250000000000e-02 2.233170569241214125e-22 2.228687095346658342e-22
5.224609375000000000e-02 -1.100944637843654281e-22 -1.105962576209894239e-22
5.273437500000000000e-02 -8.721091145731926998e-23 -8.776190092387782978e-23
5.322265625000000000e-02 2.296698187925333691e-22 2.290742948085402666e-22
5.371093750000000000e-02 2.983116662935303924e-23 2.919615046229719131e-23
5.419921875000000000e-02 -3.609461284436224564e-23 -3.676374262762206536e-23
5.468750000000000000e-02 -1.241052190804591568e-22 -1.248028067973080888e-22
5.517578125000000000e-02 -1.071338411330031159e-22 -1.078539825058066955e-22
5.566406250000000000e-02 4.008124984742857745e-23 3.934465549166353635e-23
5.615234375000000000e-02 1.162359221951486385e-22 1.154890992113167757e-22
5.664062500000000000e-02 -1.263076149534473002e-22 -1.270583501934243816e-22
5.712890625000000000e-02 1.157184563658704742e-22 1.149701687603010420e-22
5.761718750000000000e-02 1.265458148340947286e-22 1.258062991122818166e-22
5.810546875000000000e-02 -1.754249545855616270e-22 -1.761494479522492037e-22
5.859375000000000000e-02 -5.943015225136991936e-23 -6.013348810388838622e-23
5.908203125000000000e-02 6.851031513862409093e-23 6.783408270662050146e-23
5.957031250000000000e-02 -2.475369419312799684e-22 -2.481803570080491898e-22
6.005859375000000000e-02 4.282327846959306062e-23 4.221812509895939404e-23
6.054687500000000000e-02 -1.111323610504545457e-22 -1.116941366259120857e-22
6.103515625000000000e-02 3.082521834037809877e-23 3.031156768126978826e-23
6.152343750000000000e-02 -3.067739925652514555e-22 -3.072351765094133518e-22
6.201171875000000000e-02 2.564414365620761948e-22 2.560366171148321663e-22
6.250000000000000000e-02 -8.688478266148721253e-23 -8.722981658957661868e-23
6.298828125000000000e-02 3.283939292507055608e-22 3.281115928654776716e-22
6.347656250000000000e-02 3.406252211969860118e-23 3.384526843942632187e-23
6.396484375000000000e-02 1.663599679242865343e-22 1.662096312409133701e-22
6.445312500000000000e-02 -6.024708867459107395e-23 -6.032924583246783068e-23
6.494140625000000000e-02 2.122528895991829914e-23 2.121200567752027175e-23
6.542968750000000000e-02 -1.292198929334040141e-22 -1.291641948285491728e-22
6.591796875000000000e-02 -1.501857445727101214e-22 -1.500615481422025038e-22
6.640625000000000000e-02 4.583071137398685857e-23 4.602235889427047041e-23
6.689453125000000000e-02 6.132639998504708712e-23 6.158387191670858320e-23
6.738281250000000000e-02 1.946263348392650245e-23 1.978373724984368251e-23
6.787109375000000000e-02 -6.919413711254680087e-23 -6.881211158628539596e-23
6.835937500000000000e-02 -7.178032549893448586e-23 -7.134061401651820108e-23
6.884765625000000000e-02 -4.172364650489658814e-24 -3.678702208867722785e-24
6.933593750000000000e-02 -5.634849159468964146e-24 -5.091405707525158388e-24
6.982421875000000000e-02 -1.514985057014108305e-22 -1.509098801908257768e-22
7.031250000000000000e-02 7.308206364718257718e-23 7.371087907780026509e-23
7.080078125000000000e-02 2.121338062587753208e-22 2.127974960931420141e-22
7.128906250000000000e-02 2.341056875205344254e-23 2.410351800732834379e-23
7.177734375000000000e-02 6.961511884722876123e-23 7.033145803612714713e-23
7.226562500000000000e-02 -1.816972915900638809e-22 -1.809636197403368298e-22
7.275390625000000000e-02 -4.010898297670601258e-23 -3.936418635749588241e-23
7.324218750000000000e-02 -8.616382773108706104e-23 -8.541420963268659365e-23
7.373046875000000000e-02 -3.485371134176495831e-23 -3.410560880262035980e-23
7.421875000000000000e-02 1.762257470807196964e-23 1.836283021567850024e-23
7.470703125000000000e-02 1.260088067141062348e-22 1.267349520390430693e-22
7.519531250000000000e-02 9.109668783625888001e-23 9.180258846791561698e-23
7.568359375000000000e-02 -9.591775049243694939e-23 -9.523806855234101518e-23
7.617187500000000000e-02 9.809640165852318831e-23 9.874411304806385487e-23
7.666015625000000000e-02 2.265029844745942536e-23 2.326057103205043383e-23
7.714843750000000000e-02 -1.825203398541907654e-23 -1.768436179087782358e-23
7.763671875000000000e-02 -3.257996501126592344e-23 -3.205969837256781811e-23
7.812500000000000000e-02 -4.790482477825921275e-23 -4.743635526716981822e-23
7.861328125000000000e-02 -3.425004482741839859e-23 -3.383732987090254163e-23
7.910156250000000000e-02 -4.403903263483473297e-23 -4.368556383705791550e-23
7.958984375000000000e-02 1.443151692733953594e-22 1.446064059969028153e-22
8.007812500000000000e-02 2.603856349255262127e-23 2.626511257593405702e-23
8.056640625000000000e-02 -2.655017852056262530e-22 -2.653418339571233002e-22
8.105468750000000000e-02 1.647375529141846250e-22 1.648295514290295671e-22
8.154296875000000000e-02 -9.666411257311382599e-23 -9.664083794486673810e-23
8.203125000000000000e-02 -5.876890641625960020e-23 -5.881453921571083888e-23
8.251953125000000000e-02 -2.300812003266828493e-22 -2.301953595839530023e-22
8.300781250000000000e-02 1.170327961831130694e-22 1.168510801371497276e-22
8.349609375000000000e-02 1.080102315147546122e-23 1.055330421285052201e-23
8.398437500000000000e-02 3.227101557243918218e-22 3.223985247986298472e-22
8.447265625000000000e-02 -2.409247398532418817e-23 -2.446537891183189768e-23
8.496093750000000000e-02 -9.392493329483279851e-23 -9.435594314108489155e-23
8.544921875000000000e-02 5.722678123560249378e-23 5.674131000347302496e-23
8.593750000000000000e-02 -1.070413945323193580e-22 -1.075772180150525994e-22
8.642578125000000000e-02 5.213184135871763664e-23 5.155020717277369411e-23
8.691406250000000000e-02 2.240700782810003102e-22 2.234475524176964328e-22
8.740234375000000000e-02 -1.813223237485194921e-22 -1.819804705945754269e-22
8.789062500000000000e-02 -1.465704777887780685e-23 -1.534524497982194489e-23
8.837890625000000000e-02 -4.612116476274625230e-23 -4.683359197799124203e-23
8.886718750000000000e-02 1.606366988142519422e-23 1.533304479917307640e-23
8.935546875000000000e-02 2.178342447360683079e-22 2.170916019502017735e-22
8.984375000000000000e-02 8.059709876968467916e-23 7.984871901547361229e-23
9.033203125000000000e-02 1.483144601647758055e-22 1.475666778639680977e-22
9.082031250000000000e-02 1.823934505682714099e-22 1.816525888429606839e-22
9.130859375000000000e-02 -1.660071656676096343e-22 -1.667348398648710488e-22
9.179687500000000000e-02 4.160463546790804593e-23 4.089630457349699427e-23
9.228515625000000000e-02 1.030251384463970822e-22 1.023421373969590221e-22
9.277343750000000000e-02 1.200593438372017090e-22 1.194074525670986198e-22
9.326171875000000000e-02 -3.518794174374945717e-23 -3.580321092718974436e-23
9.375000000000000000e-02 2.892126687412339470e-23 2.834781473825866443e-23
9.423828125000000000e-02 -6.354323764954496747e-23 -6.407001773377603797e-23
9.472656250000000000e-02 -2.654456208717159965e-22 -2.659212746875221794e-22
9.521484375000000000e-02 1.290551989152818410e-23 1.248500177227616653e-23
9.570312500000000000e-02 -7.665819553256306909e-23 -7.702001692863260494e-23
9.619140625000000000e-02 -1.319550174245885342e-22 -1.322550815151640283e-22
9.667968750000000000e-02 6.532741260146438801e-23 6.509162733844242970e-23
9.716796875000000000e-02 8.368376895043348325e-23 8.351425923230581518e-23
9.765625000000000000e-02 -1.548267688025743463e-22 -1.549285683589427796e-22
9.814453125000000000e-02 6.817551086154974537e-23 6.814226590317896856e-23
9.863281250000000000e-02 -8.905325099564760832e-23 -8.901765883146917479e-23
9.912109375000000000e-02 4.088054897974371095e-23 4.098467655909389952e-23
9.960937500000000000e-02 -1.972609340755754663e-22 -1.970891672087173309e-22
1.000976562500000000e-01 -2.184383560267882822e-22 -2.182004005834581577e-22
1.005859375000000000e-01 -3.927907510783194955e-23 -3.897694671322393057e-23
1.010742187500000000e-01 5.332593876683813786e-23 5.368967025540351853e-23
1.015625000000000000e-01 -3.189925744319862542e-23 -3.147699592264289047e-23
1.020507812500000000e-01 -1.578632216736132815e-22 -1.573860050514985732e-22
1.025390625000000000e-01 -1.271623492853275313e-22 -1.266342274257183376e-22
1.030273437500000000e-01 1.685223898276128750e-22 1.690969524871323846e-22
1.035156250000000000e-01 -2.229815620667974045e-22 -2.223654192073735743e-22
1.040039062500000000e-01 6.511160738597581145e-23 6.576410823568963668e-23
1.044921875000000000e-01 1.740780794627708712e-22 1.747614173370585323e-22
1.049804687500000000e-01 2.789197271855716174e-22 2.796281251218571582e-22
1.054687500000000000e-01 -4.710098189564590046e-23 -4.637352037260426655e-23
1.059570312500000000e-01 -8.027006807138521791e-23 -7.952970409427561260e-23
1.064453125000000000e-01 -5.665231794735392594e-23 -5.590530910502861184e-23
1.069335937500000000e-01 1.904893357853323607e-22 1.912366747643899437e-22
1.074218750000000000e-01 -8.544796978874160642e-23 -8.470663368015394290e-23
1.079101562500000000e-01 3.973119524654386733e-22 3.980410181522600920e-22
1.083984375000000000e-01 -1.432588819505806345e-22 -1.425482424422894269e-22
1.088867187500000000e-01 -2.468942863694096193e-23 -2.400323646228749713e-23
1.093750000000000000e-01 3.020256858138345875e-23 3.085850874238331343e-23
1.098632812500000000e-01 -1.318077854110126078e-22 -1.311876316127991191e-22
1.103515625000000000e-01 5.122453879384243482e-23 5.180365608860394652e-23
1.108398437500000000e-01 -9.398736136034801123e-23 -9.345418166407421046e-23
1.113281250000000000e-01 -3.355323512221219010e-23 -3.307049071680636867e-23
1.118164062500000000e-01 -7.793714456741935853e-23 -7.750891739824959577e-23
1.123046875000000000e-01 -6.289250439340609745e-23 -6.252241791228543567e-23
1.127929687500000000e-01 -5.188180989207782726e-23 -5.157298571545827261e-23
1.132812500000000000e-01 1.358586433950119816e-22 1.361035970006539408e-22
1.137695312500000000e-01 2.653299378798555982e-22 2.655089514572933533e-22
1.142578125000000000e-01 4.681302109080281370e-23 4.692458732070013482e-23
1.147460937500000000e-01 -8.630540195304870937e-23 -8.626222403651798971e-23
1.152343750000000000e-01 1.548137700514762628e-22 1.547882003244348214e-22
1.157226562500000000e-01 1.839960655589261599e-22 1.839019717957321381e-22
1.162109375000000000e-01 1.451099156622756268e-23 1.434917007941696384e-23
1.166992187500000000e-01 -7.733894224969954911e-23 -7.756711563449679233e-23
1.171875000000000000e-01 1.680699411427753346e-22 1.677773537434754219e-22
1.176757812500000000e-01 -2.003803106629244508e-22 -2.007348371846329042e-22
1.181640625000000000e-01 6.025459155917871170e-23 5.984113126790937065e-23
1.186523437500000000e-01 7.824961319836716268e-23 7.778072201745929255e-23
1.191406250000000000e-01 -1.576666876420043551e-22 -1.581870413643807954e-22
1.196289062500000000e-01 2.920947764986452614e-23 2.864206931984559755e-23
1.201171875000000000e-01 -1.872133757067612062e-22 -1.878230392490261303e-22
1.206054687500000000e-01 3.581178281398258692e-22 3.574710712578430024e-22
1.210937500000000000e-01 1.541981925851700039e-22 1.535198208055527512e-22
1.215820312500000000e-01 -1.067785846653271428e-22 -1.074828400183555984e-22
1.220703125000000000e-01 -8.650812673985192252e-24 -9.374988552522555481e-24
1.225585937500000000e-01 -2.120495051355950504e-23 -2.194291209479764006e-23
1.230468750000000000e-01 4.733949860951110493e-23 4.659398233180025410e-23
1.235351562500000000e-01 -6.213450457085728866e-23 -6.288126466779258475e-23
1.240234375000000000e-01 -7.411826017578173110e-23 -7.485993866056507646e-23
1.245117187500000000e-01 -1.257562426082375810e-22 -1.264865777885319318e-22
1.250000000000000000e-01 -1.587022149192800489e-22 -1.594150264100295650e-22
1.254882812500000000e-01 1.134626189743401221e-22 1.127733663518592946e-22
1.259765625000000000e-01 -1.305677017156458510e-22 -1.312275757717949040e-22
1.264648437500000000e-01 -3.362930540870867446e-22 -3.369179667725366332e-22
1.269531250000000000e-01 1.847553633496134077e-22 1.841706996293724338e-22
1.274414062500000000e-01 -1.381461088254303216e-22 -1.386855871836707884e-22
1.279296875000000000e-01 -6.540827695322778473e-23 -6.589800681042224463e-23
1.284179687500000000e-01 1.984221098020857627e-22 1.979862699644259225e-22
1.289062500000000000e-01 -6.151019957936870379e-23 -6.188847129535615824e-23
1.293945312500000000e-01 5.316126081801050527e-23 5.284375444455194595e-23
1.298828125000000000e-01 -1.288559493333546412e-22 -1.291100059939941450e-22
1.303710937500000000e-01 -4.080990001186951718e-23 -4.099836537802346297e-23
1.308593750000000000e-01 8.054050262785517738e-23 8.041921641310673855e-23
1.313476562500000000e-01 6.790282207492467997e-24 6.737199841647927268e-24
1.318359375000000000e-01 7.409735600091781076e-23 7.411292237972461712e-23
1.323242187500000000e-01 -1.172209468300017443e-22 -1.171368735154064954e-22
1.328125000000000000e-01 -2.228031803503810757e-22 -2.226513144143735283e-22
1.333007812500000000e-01 1.587737452425444844e-23 1.609574950046864664e-23
1.337890625000000000e-01 6.093047997707559548e-23 6.121350545567690200e-23
1.342773437500000000e-01 6.246835023515078510e-23 6.281362469687540902e-23
1.347656250000000000e-01 -1.033853904491135734e-22 -1.029807820807628591e-22
1.352539062500000000e-01 2.559653740387943868e-22 2.564258848278165423e-22
1.357421875000000000e-01 -1.439924749962982664e-22 -1.434799687032283362e-22
1.362304687500000000e-01 -2.398788449285473851e-23 -2.342771087054245399e-23
1.367187500000000000e-01 8.461902657638989052e-23 8.522212413534316364e-23
1.372070312500000000e-01 -1.110753414210521322e-22 -1.104344332627414102e-22
1.376953125000000000e-01 1.896354085279211978e-22 1.903087114846323234e-22
1.381835937500000000e-01 1.309987945046865328e-22 1.316987940659036647e-22
1.386718750000000000e-01 -1.114243215048092400e-22 -1.107035536652598900e-22
1.391601562500000000e-01 1.040602851267835634e-22 1.047957279654965350e-22
1.396484375000000000e-01 2.817656997308728876e-23 2.892046237023139137e-23
1.401367187500000000e-01 -8.809234536606396705e-23 -8.734629575732385908e-23
1.406250000000000000e-01 1.480199124132915935e-22 1.487618123496259372e-22
1.411132812500000000e-01 6.948488864788881071e-23 7.021635509191803913e-23
1.416015625000000000e-01 5.205180683395127502e-24 5.920032083640635963e-24
1.420898437500000000e-01 -6.070484004552016628e-23 -6.001264398360272322e-23
1.425781250000000000e-01 5.584971845670317838e-23 5.651339372929401230e-23
1.430664062500000000e-01 1.236163687571369105e-22 1.242459167322245442e-22
1.435546875000000000e-01 9.120070054470272190e-23 9.179080520572074809e-23
1.440429687500000000e-01 1.794240848975658849e-22 1.799697467190161067e-22
1.445312500000000000e-01 1.024021100961228713e-22 1.028987193580757796e-22
1.450195312500000000e-01 -1.456843491808810078e-22 -1.452409839551232914e-22
1.455078125000000000e-01 -1.205599641871741418e-22 -1.201735953383595604e-22
1.459960937500000000e-01 -1.143211579134075743e-22 -1.139950491685748023e-22
1.464843750000000000e-01 -8.052239418948607528e-23 -8.025929786058637417e-23
1.469726562500000000e-01 6.246881833375482769e-23 6.266668065400259797e-23
1.474609375000000000e-01 6.132929530595644505e-23 6.146025523498884741e-23
1.479492187500000000e-01 -1.703798807130759296e-23 -1.697503606263722279e-23
1.484375000000000000e-01 -4.410839721446477319e-23 -4.411397915008684236e-23
1.489257812500000000e-01 1.717006894808583259e-22 1.716266286441736459e-22
1.494140625000000000e-01 -1.677279108054854290e-22 -1.678698240474951387e-22
1.499023437500000000e-01 -6.645126635295930930e-23 -6.665982608993539849e-23
1.503906250000000000e-01 -2.519905679578861325e-22 -2.522640002580257456e-22
1.508789062500000000e-01 -5.153609981693708872e-23 -5.187209168236572561e-23
1.513671875000000000e-01 3.896475625284507763e-23 3.856905035276947625e-23
1.518554687500000000e-01 1.762425184654456524e-23 1.717218861527099527e-23
1.523437500000000000e-01 1.869457537859621934e-22 1.864411577000721533e-22
1.528320312500000000e-01 3.000220427867762648e-23 2.944934648263062829e-23
1.533203125000000000e-01 -7.546234898362649882e-23 -7.605878446383570726e-23
1.538085937500000000e-01 1.148737307120167695e-22 1.142387620367014200e-22
1.542968750000000000e-01 -3.079309461862651900e-22 -3.085990729763325435e-22
1.547851562500000000e-01 6.611659304819047364e-23 6.542096512788076975e-23
1.552734375000000000e-01 -1.261255582864726941e-22 -1.268428066265619787e-22
1.557617187500000000e-01 2.627964197215554009e-22 2.620636229734323927e-22
1.562500000000000000e-01 -1.377394756319312854e-22 -1.384816181955817932e-22
1.567382812500000000e-01 -2.905504883364654862e-23 -2.980026523757481903e-23
1.572265625000000000e-01 6.298441659733110048e-23 6.224243383109409973e-23
1.577148437500000000e-01 -2.007092739310261222e-23 -2.080339799230538034e-23
1.582031250000000000e-01 2.907430146671985195e-23 2.835753387309954324e-23
1.586914062500000000e-01 -4.224331381317509261e-24 -4.919332117659104875e-24
1.591796875000000000e-01 1.862797526529132304e-23 1.796061905010326068e-23
1.596679687500000000e-01 9.140136553959134886e-23 9.076729730273084057e-23
1.601562500000000000e-01 3.287939410518460443e-24 2.692520419703382842e-24
1.606445312500000000e-01 -1.263812438352482934e-22 -1.269329831180729640e-22
1.611328125000000000e-01 1.705013803074959012e-22 1.699979897978300776e-22
1.616210937500000000e-01 -2.573477590585845350e-22 -2.577985466599093135e-22
1.621093750000000000e-01 4.970520428578776703e-23 4.931082272743385323e-23
1.625976562500000000e-01 -4.473722262392656849e-23 -4.507185884290847317e-23
1.630859375000000000e-01 7.192346852856245688e-23 7.165140329262956502e-23
1.635742187500000000e-01 5.364360528816255078e-23 5.343640182352901064e-23
1.640625000000000000e-01 -9.560259152858934881e-23 -9.574317827042522831e-23
1.645507812500000000e-01 2.848654128987165452e-23 2.841375341716697593e-23
1.650390625000000000e-01 -1.899890851650094141e-22 -1.899934662715987966e-22
1.655273437500000000e-01 -7.600419231309783450e-23 -7.594012826871296339e-23
1.660156250000000000e-01 3.297971168936304325e-22 3.299290734049687020e-22
1.665039062500000000e-01 1.323955071999918474e-22 1.325942354677034911e-22
1.669921875000000000e-01 -2.626104759965360113e-23 -2.599722567685116816e-23
1.674804687500000000e-01 -5.828997424441751026e-23 -5.796330466994512216e-23
1.679687500000000000e-01 6.575022251087594445e-23 6.613697255758365720e-23
1.684570312500000000e-01 -2.885400099757960028e-23 -2.841043517464427024e-23
1.689453125000000000e-01 -4.278524251989006711e-22 -4.273558105589387740e-22
1.694335937500000000e-01 1.733207695884304647e-22 1.738662255956439228e-22
1.699218750000000000e-01 -4.430741965612871348e-23 -4.371772621633800557e-23
1.704101562500000000e-01 1.987516712490430999e-23 2.050409886991794835e-23
1.708984375000000000e-01 1.500649165885335777e-22 1.507277567094652778e-22
1.713867187500000000e-01 1.287315665984180351e-22 1.294227178420261281e-22
1.718750000000000000e-01 8.056813760496215414e-23 8.128174916239500585e-23
1.723632812500000000e-01 5.832775405400852245e-23 5.905777982233304148e-23
1.728515625000000000e-01 5.326278750438934680e-23 5.400305762712848625e-23
1.733398437500000000e-01 1.421289414376250783e-22 1.428731951666221199e-22
1.738281250000000000e-01 2.461387694790563077e-22 2.468807064266153996e-22
1.743164062500000000e-01 -3.699257242097959198e-22 -3.691923801542123540e-22
1.748046875000000000e-01 7.670338059077709168e-23 7.742193174816724161e-23
1.752929687500000000e-01 -1.698591178903775371e-22 -1.691614352522353384e-22
1.757812500000000000e-01 -1.310117564054291146e-22 -1.303408474620479752e-22
1.762695312500000000e-01 -1.693168707503120312e-22 -1.686784078301963560e-22
1.767578125000000000e-01 1.354021955784581974e-22 1.360028199692641491e-22
1.772460937500000000e-01 -8.984910772803922724e-23 -8.929140617192037979e-23
1.777343750000000000e-01 -9.799996261042417054e-23 -9.748989873813868584e-23
1.782226562500000000e-01 8.564282904611996442e-23 8.610095026455571066e-23
1.787109375000000000e-01 -2.402851012632075564e-22 -2.398827999962106257e-22
1.791992187500000000e-01 -3.886069919918541824e-23 -3.851761595576242686e-23
1.796875000000000000e-01 6.932614721393436093e-23 6.960711796921041666e-23
1.801757812500000000e-01 8.650010438079117735e-24 8.866490976723693709e-24
1.806640625000000000e-01 3.664290186012466560e-23 3.679306980482448164e-23
1.811523437500000000e-01 2.415675557002837356e-23 2.423934586137071548e-23
1.816406250000000000e-01 2.043605280531328188e-22 2.043748409631801020e-22
1.821289062500000000e-01 2.617498233456672271e-23 2.612090815467101513e-23
1.826171875000000000e-01 -3.640843739452415706e-23 -3.653043696246213803e-23
1.831054687500000000e-01 -2.378311184171032396e-23 -2.397200581769923040e-23
1.835937500000000000e-01 7.350303059163341996e-23 7.324885054625490681e-23
1.840820312500000000e-01 2.570385616384657382e-22 2.567212501147374013e-22
