# times, noise
2.988281250000000000e-01 -2.434340515444725297e-22
2.998046875000000000e-01 1.864926912740492096e-22
3.007812500000000000e-01 6.402182406859296292e-24
3.017578125000000000e-01 3.635619428039886587e-22
3.027343750000000000e-01 1.377308367101785312e-22
3.037109375000000000e-01 3.136774289753010314e-22
3.046875000000000000e-01 -1.166153820054177279e-22
3.056640625000000000e-01 1.312092113971976040e-22
3.066406250000000000e-01 -2.179394095179681896e-22
3.076171875000000000e-01 -1.781298275967282956e-22
3.085937500000000000e-01 1.218223613362458804e-22
3.095703125000000000e-01 3.384289546903982632e-22
3.105468750000000000e-01 5.328616332681518801e-22
3.115234375000000000e-01 2.998288543268222003e-22
3.125000000000000000e-01 4.035256965778476368e-22
3.134765625000000000e-01 1.901038831232385812e-22
3.144531250000000000e-01 1.893182816781961971e-23
3.154296875000000000e-01 2.740688761315790967e-22
3.164062500000000000e-01 -1.884430535352182423e-22
3.173828125000000000e-01 -1.026938365142056524e-22
3.183593750000000000e-01 1.776931789108820433e-22
3.193359375000000000e-01 7.547009396644492482e-23
3.203125000000000000e-01 1.699471031619873712e-22
3.212890625000000000e-01 -1.572051817281426493e-22
3.222656250000000000e-01 -3.752206360241148788e-23
3.232421875000000000e-01 -2.649577324381477499e-22
3.242187500000000000e-01 5.893341262984424390e-23
3.251953125000000000e-01 3.124249283015956301e-22
3.261718750000000000e-01 -4.384490341776093098e-23
3.271484375000000000e-01 9.462504152891991955e-23
3.281250000000000000e-01 2.040796622709891156e-23
3.291015625000000000e-01 1.101163864378789240e-22
3.300781250000000000e-01 -1.573334161273537798e-22
3.310546875000000000e-01 -1.080727745003073862e-22
3.320312500000000000e-01 -1.999272316632615704e-23
3.330078125000000000e-01 2.025818980295511937e-22
3.339843750000000000e-01 1.389580003753532637e-22
3.349609375000000000e-01 -3.092028980171678429e-22
3.359375000000000000e-01 1.597746631739548655e-22
3.369140625000000000e-01 3.306308344865860822e-23
3.378906250000000000e-01 -5.370677017497808746e-23
3.388671875000000000e-01 3.307082704393925413e-22
3.398437500000000000e-01 -2.033265130707870342e-22
3.408203125000000000e-01 -6.434192350671752362e-22
3.417968750000000000e-01 -1.480047464188006270e-22
3.427734375000000000e-01 -2.521494798443174498e-22
3.437500000000000000e-01 1.711181693826030821e-23
3.447265625000000000e-01 -4.793444604458001010e-22
3.457031250000000000e-01 -2.884394157433423502e-22
3.466796875000000000e-01 3.036889393044546742e-22
3.476562500000000000e-01 2.220169179639120786e-22
3.486328125000000000e-01 2.961609243684574985e-22
3.496093750000000000e-01 -2.304499006908843186e-22
3.505859375000000000e-01 1.896540051367014061e-22
3.515625000000000000e-01 3.769538808141022042e-22
3.525390625000000000e-01 3.544142189784329692e-22
3.535156250000000000e-01 -7.345328074714240259e-23
3.544921875000000000e-01 2.060984248840166618e-22
3.554687500000000000e-01 1.364207454885960216e-22
3.564453125000000000e-01 1.170085885138369418e-22
3.574218750000000000e-01 1.928014055419438627e-23
3.583984375000000000e-01 -8.401189243152109995e-23
3.593750000000000000e-01 1.606535018748893348e-22
3.603515625000000000e-01 1.370467397336055495e-22
3.613281250000000000e-01 -4.163115949416182190e-23
3.623046875000000000e-01 2.328224545105659412e-22
3.632812500000000000e-01 -4.287900803097093850e-24
3.642578125000000000e-01 -1.473508660254363221e-22
3.652343750000000000e-01 3.601426594982184076e-22
3.662109375000000000e-01 -2.132296203888466940e-22
3.671875000000000000e-01 1.415962719917462512e-24
3.681640625000000000e-01 1.841248728817528749e-22
3.691406250000000000e-01 -3.987937273108946396e-22
3.701171875000000000e-01 7.484621696308990620e-23
3.710937500000000000e-01 1.576715304674670770e-22
3.720703125000000000e-01 -1.954064386218689883e-22
3.730468750000000000e-01 -4.130610201913102566e-22
3.740234375000000000e-01 9.759021106314472074e-24
3.750000000000000000e-01 -2.695898966445224929e-22
3.759765625000000000e-01 -6.182722137754624447e-22
3.769531250000000000e-01 1.740078421687061774e-22
3.779296875000000000e-01 -2.464092438944765817e-22
3.789062500000000000e-01 -5.738187832035407074e-23
3.798828125000000000e-01 -4.126355824794258916e-22
3.808593750000000000e-01 -9.463629777759128822e-23
3.818359375000000000e-01 -2.693798754540681412e-23
3.828125000000000000e-01 1.326465354765911303e-22
3.837890625000000000e-01 5.620754856475123542e-23
3.847656250000000000e-01 2.134661557283901762e-22
3.857421875000000000e-01 -5.199021828557664213e-22
3.867187500000000000e-01 -2.470207951727588154e-23
3.876953125000000000e-01 1.696588175194185563e-22
3.886718750000000000e-01 -4.032474520658596546e-22
3.896484375000000000e-01 2.819640231498051526e-22
3.906250000000000000e-01 3.747809077925496458e-22
3.916015625000000000e-01 -6.845655001705755747e-23
3.925781250000000000e-01 -6.806766764048535724e-23
3.935546875000000000e-01 -1.975185599149990656e-22
3.945312500000000000e-01 -1.283967391980136411e-22
3.955078125000000000e-01 2.249705321031887731e-22
3.964843750000000000e-01 2.734910099353705609e-22
3.974609375000000000e-01 -4.675895149035079138e-22
3.984375000000000000e-01 -2.911384684015098045e-22
3.994140625000000000e-01 2.701365199863807000e-22
4.003906250000000000e-01 -2.864072537217529510e-22
4.013671875000000000e-01 -3.662515257735739695e-22
4.023437500000000000e-01 -1.082660123022232218e-22
4.033203125000000000e-01 -1.239269617455070072e-22
4.042968750000000000e-01 8.010770648128780168e-23
4.052734375000000000e-01 -1.388741356588029686e-22
4.062500000000000000e-01 -2.966048177218377014e-22
4.072265625000000000e-01 -1.003545136892147634e-23
4.082031250000000000e-01 4.718533851889338881e-22
4.091796875000000000e-01 2.232288936887813389e-22
4.101562500000000000e-01 -1.222681212554926055e-23
4.111328125000000000e-01 -2.551043664609087875e-22
4.121093750000000000e-01 1.570448191028936057e-22
4.130859375000000000e-01 1.438399404447052254e-23
4.140625000000000000e-01 -6.977855011710755906e-23
4.150390625000000000e-01 3.108983006987588321e-22
4.160156250000000000e-01 -1.307994427667434114e-22
4.169921875000000000e-01 1.423498779881603917e-22
4.179687500000000000e-01 -3.256162074847740132e-23
4.189453125000000000e-01 1.480681979574738389e-22
4.199218750000000000e-01 3.175925468004407844e-22
4.208984375000000000e-01 3.279772767471484394e-22
4.218750000000000000e-01 -2.616730161845466731e-23
4.228515625000000000e-01 5.095888681755525667e-23
4.238281250000000000e-01 -8.165854480762196539e-23
4.248046875000000000e-01 -2.432425736314282415e-22
4.257812500000000000e-01 -3.722190223579199208e-22
4.267578125000000000e-01 -4.523120735545710117e-22
4.277343750000000000e-01 -2.364544455307424254e-22
4.287109375000000000e-01 -3.822770103011943249e-23
4.296875000000000000e-01 1.787602450067630676e-22
4.306640625000000000e-01 -2.080635517797369503e-22
4.316406250000000000e-01 -2.491772149069794542e-22
4.326171875000000000e-01 4.027328258378830897e-23
4.335937500000000000e-01 -3.068166489218727801e-22
4.345703125000000000e-01 2.940153259084080117e-23
4.355468750000000000e-01 3.507645634790356838e-22
4.365234375000000000e-01 1.132142383443609102e-22
4.375000000000000000e-01 -3.347781623933817644e-22
4.384765625000000000e-01 -3.023688495152773104e-23
4.394531250000000000e-01 1.686741928700949728e-23
4.404296875000000000e-01 1.675255255059745645e-22
4.414062500000000000e-01 -4.857595691180387784e-23
4.423828125000000000e-01 3.557244814562170601e-22
4.433593750000000000e-01 2.800028485026699707e-22
4.443359375000000000e-01 5.117913138219471703e-22
4.453125000000000000e-01 3.795387470299704025e-22
4.462890625000000000e-01 -1.219462403511264430e-22
4.472656250000000000e-01 1.128514560460405917e-22
4.482421875000000000e-01 2.648276810801309707e-23
4.492187500000000000e-01 1.072970558131787948e-22
4.501953125000000000e-01 2.389404026153354792e-22
4.511718750000000000e-01 2.352974566581527584e-22
4.521484375000000000e-01 6.829244688102593863e-23
4.531250000000000000e-01 -4.404480749252503629e-22
4.541015625000000000e-01 -1.318476583907387198e-22
4.550781250000000000e-01 -1.030973049729800879e-22
4.560546875000000000e-01 1.242476563271878811e-22
4.570312500000000000e-01 -8.894174395618537278e-23
4.580078125000000000e-01 1.954771655072637398e-22
4.589843750000000000e-01 5.096272769646277780e-23
4.599609375000000000e-01 5.829640405331205210e-23
4.609375000000000000e-01 3.584896990088411206e-22
4.619140625000000000e-01 -1.407678910382903671e-22
4.628906250000000000e-01 -1.254581074321456061e-22
4.638671875000000000e-01 -1.498025820177653763e-22
4.648437500000000000e-01 5.812620389362973660e-23
4.658203125000000000e-01 -2.227327903889522334e-23
4.667968750000000000e-01 -1.162905868659799245e-22
4.677734375000000000e-01 5.922346336810401349e-23
4.687500000000000000e-01 -1.570038217607931104e-22
4.697265625000000000e-01 2.562266819904881500e-22
4.707031250000000000e-01 4.087668470672575726e-22
4.716796875000000000e-01 -1.937006727286436467e-22
4.726562500000000000e-01 2.976207385433435430e-22
4.736328125000000000e-01 -3.194399424978262617e-24
4.746093750000000000e-01 6.028407309960771328e-23
4.755859375000000000e-01 4.319472534452764212e-22
4.765625000000000000e-01 -3.750589469468270410e-22
4.775390625000000000e-01 8.529386326982355770e-23
4.785156250000000000e-01 5.939879620243460954e-23
4.794921875000000000e-01 -9.986558192391237937e-23
4.804687500000000000e-01 -7.922035558808274964e-23
4.814453125000000000e-01 -7.402202976502311508e-23
4.824218750000000000e-01 1.404341612239752069e-22
4.833984375000000000e-01 -2.028061115000940463e-22
4.843750000000000000e-01 -3.061543777760655683e-22
4.853515625000000000e-01 -1.298511785560819074e-22
4.863281250000000000e-01 1.460294799669162377e-22
4.873046875000000000e-01 3.946971741593215292e-23
4.882812500000000000e-01 3.926643626310988952e-22
4.892578125000000000e-01 -1.962272268093041978e-22
4.902343750000000000e-01 2.136243390608681422e-23
4.912109375000000000e-01 5.576673809276575298e-23
4.921875000000000000e-01 1.757672439932533924e-22
4.931640625000000000e-01 -3.344249889314158482e-22
4.941406250000000000e-01 -1.307276658883352664e-22
4.951171875000000000e-01 -1.530516876483560301e-22
4.960937500000000000e-01 4.630766619574862439e-23
4.970703125000000000e-01 3.608084421187280792e-22
4.980468750000000000e-01 2.915639046553987627e-22
4.990234375000000000e-01 3.369264147570889797e-22
5.000000000000000000e-01 1.175507632498887607e-22
5.009765625000000000e-01 -6.682637548461892510e-23
5.019531250000000000e-01 2.395189842021998246e-22
5.029296875000000000e-01 1.943587815434236000e-22
5.039062500000000000e-01 2.757069345934245070e-23
5.048828125000000000e-01 -1.158009497392947693e-22
5.058593750000000000e-01 -4.731107027636872031e-22
5.068359375000000000e-01 -2.071380387678810863e-22
5.078125000000000000e-01 2.149619453857014627e-22
5.087890625000000000e-01 1.338824510888258171e-22
5.097656250000000000e-01 1.246124530947526059e-23
5.107421875000000000e-01 -2.913539214533605519e-23
5.117187500000000000e-01 3.410872719438551567e-23
5.126953125000000000e-01 5.987091482676545071e-23
5.136718750000000000e-01 3.201806616639569546e-22
5.146484375000000000e-01 -1.033986451229692656e-22
5.156250000000000000e-01 -1.421540210366409592e-22
5.166015625000000000e-01 1.062665407510985487e-22
5.175781250000000000e-01 1.239096690464509694e-22
5.185546875000000000e-01 -6.925676171902683984e-23
5.195312500000000000e-01 -8.071292378769399995e-23
5.205078125000000000e-01 -1.705391540474259354e-22
5.214843750000000000e-01 -2.774092905870185532e-22
5.224609375000000000e-01 -2.071332850826290972e-22
5.234375000000000000e-01 2.615318725718977725e-22
5.244140625000000000e-01 -8.650370161920596834e-23
5.253906250000000000e-01 3.167108935771965460e-22
5.263671875000000000e-01 -1.601135773449433230e-22
5.273437500000000000e-01 2.056186401158425162e-22
5.283203125000000000e-01 1.843007227133837656e-22
5.292968750000000000e-01 -1.537978513542309245e-22
5.302734375000000000e-01 -6.223023356265764392e-23
5.312500000000000000e-01 1.462763675399338526e-22
5.322265625000000000e-01 7.597107367534208382e-23
5.332031250000000000e-01 9.551768434161131508e-23
5.341796875000000000e-01 -4.937247450625188727e-22
5.351562500000000000e-01 -8.293981867188736672e-24
5.361328125000000000e-01 -1.847159720503434037e-22
5.371093750000000000e-01 -2.002470459676811145e-22
5.380859375000000000e-01 3.202383337810215559e-23
5.390625000000000000e-01 -1.938428506170219558e-22
5.400390625000000000e-01 4.841125263062973586e-22
5.410156250000000000e-01 1.796802814941043805e-22
5.419921875000000000e-01 6.141337479609067071e-23
5.429687500000000000e-01 -7.010674754401021074e-23
5.439453125000000000e-01 -2.204610170868332380e-22
5.449218750000000000e-01 -1.060430586589251719e-22
5.458984375000000000e-01 -2.203067298250751282e-22
5.468750000000000000e-01 2.081219569500050460e-22
5.478515625000000000e-01 -4.530174228629195280e-23
5.488281250000000000e-01 -3.579221392889958894e-22
5.498046875000000000e-01 -9.898513409110991871e-24
5.507812500000000000e-01 3.675902206967136786e-22
5.517578125000000000e-01 -3.620872981510975153e-22
5.527343750000000000e-01 9.247026350324828062e-23
5.537109375000000000e-01 -1.778774825200842543e-22
5.546875000000000000e-01 2.915973894665988193e-22
5.556640625000000000e-01 2.094382854880279138e-22
