# times, noise
1.005859375000000000e-01 2.641755376204096873e-22
1.015625000000000000e-01 -3.151004578727044013e-22
1.025390625000000000e-01 -5.184507710197846913e-22
1.035156250000000000e-01 -2.343573711902504013e-23
1.044921875000000000e-01 -1.938989768790872406e-22
1.054687500000000000e-01 -3.182936401449789029e-23
1.064453125000000000e-01 -1.449459450492616596e-22
1.074218750000000000e-01 2.534780000879751026e-22
1.083984375000000000e-01 -1.996657303607291513e-22
1.093750000000000000e-01 2.437549488621215592e-22
1.103515625000000000e-01 -1.629340587631300244e-22
1.113281250000000000e-01 -1.553963101491089341e-23
1.123046875000000000e-01 3.229332755432390447e-22
1.132812500000000000e-01 2.888317829056435491e-23
1.142578125000000000e-01 3.216746499979932140e-22
1.152343750000000000e-01 -7.940484371032986541e-23
1.162109375000000000e-01 -2.773182371571627570e-22
1.171875000000000000e-01 6.545469872291294205e-23
1.181640625000000000e-01 -2.350464557924815245e-23
1.191406250000000000e-01 -2.386393767026341973e-22
1.201171875000000000e-01 8.093631375123742843e-23
1.210937500000000000e-01 -1.473244282806982581e-22
1.220703125000000000e-01 1.639069786710935909e-22
1.230468750000000000e-01 -4.461146071552625656e-22
1.240234375000000000e-01 2.575001278601068264e-23
1.250000000000000000e-01 3.787657375849969952e-22
1.259765625000000000e-01 -2.702295720279007851e-22
1.269531250000000000e-01 5.679244275599901945e-23
1.279296875000000000e-01 -2.161070785401686761e-22
1.289062500000000000e-01 1.506346832439792965e-22
1.298828125000000000e-01 2.126432790339054400e-22
1.308593750000000000e-01 -8.414367951143741924e-24
1.318359375000000000e-01 -1.391381844719400305e-22
1.328125000000000000e-01 2.068316058293588176e-22
1.337890625000000000e-01 -3.289103741388651136e-22
1.347656250000000000e-01 2.341889664308216462e-22
1.357421875000000000e-01 3.378822775155729772e-23
1.367187500000000000e-01 1.567794249071823526e-22
1.376953125000000000e-01 7.648700017191671809e-23
1.386718750000000000e-01 -1.279790065953384734e-23
1.396484375000000000e-01 9.259457558496883684e-23
1.406250000000000000e-01 -1.862089069492862976e-22
1.416015625000000000e-01 4.125556679619165016e-22
1.425781250000000000e-01 6.927401139052503941e-23
1.435546875000000000e-01 -7.316987228121893995e-23
1.445312500000000000e-01 3.506618403531315976e-22
1.455078125000000000e-01 -2.330138745304585793e-22
1.464843750000000000e-01 -2.198056717567038616e-22
1.474609375000000000e-01 2.921095372222208295e-22
1.484375000000000000e-01 5.864092387660302582e-23
1.494140625000000000e-01 1.707311835153179527e-22
1.503906250000000000e-01 1.013473682002038697e-22
1.513671875000000000e-01 4.474678164291816306e-23
1.523437500000000000e-01 2.183834236890872956e-22
1.533203125000000000e-01 3.306821149723765855e-22
1.542968750000000000e-01 4.682263408937231178e-22
1.552734375000000000e-01 3.547931727964588344e-22
1.562500000000000000e-01 2.760825407563355461e-22
1.572265625000000000e-01 -3.547008348575970292e-22
1.582031250000000000e-01 2.407580201430444470e-22
1.591796875000000000e-01 -1.582964043871959224e-22
1.601562500000000000e-01 -3.360731851267902530e-23
1.611328125000000000e-01 -3.798332443454943521e-22
1.621093750000000000e-01 -1.346089423384239649e-22
1.630859375000000000e-01 -1.852703972049642240e-22
1.640625000000000000e-01 -3.005335412353189478e-22
1.650390625000000000e-01 -4.080951431959851774e-22
1.660156250000000000e-01 -2.330471533748669676e-22
1.669921875000000000e-01 2.308048118587533896e-23
1.679687500000000000e-01 -9.915228362828062700e-23
1.689453125000000000e-01 1.781330243795768548e-22
1.699218750000000000e-01 1.789272065052175092e-22
1.708984375000000000e-01 3.462758621411093621e-22
1.718750000000000000e-01 -3.513046681689530356e-22
1.728515625000000000e-01 2.353573641774377420e-22
1.738281250000000000e-01 6.827622648192985966e-23
1.748046875000000000e-01 5.109748867982702721e-23
1.757812500000000000e-01 1.837435044161328400e-22
1.767578125000000000e-01 3.407750024835274151e-22
1.777343750000000000e-01 1.359318295804271143e-22
1.787109375000000000e-01 5.488742263191987250e-23
1.796875000000000000e-01 1.692544009087885327e-24
1.806640625000000000e-01 -2.969041812776268268e-23
1.816406250000000000e-01 -3.074301717066679207e-22
1.826171875000000000e-01 3.971593500259032478e-22
1.835937500000000000e-01 5.255463771877618569e-22
1.845703125000000000e-01 -9.240812509415586720e-23
1.855468750000000000e-01 -1.255697599531428502e-22
1.865234375000000000e-01 1.628503668627608913e-22
1.875000000000000000e-01 1.550436172710022633e-22
1.884765625000000000e-01 -4.415152056683851343e-23
1.894531250000000000e-01 -2.987608600748423401e-22
1.904296875000000000e-01 -3.784275436073873292e-22
1.914062500000000000e-01 1.146689555843002110e-23
1.923828125000000000e-01 2.194067537424748990e-22
1.933593750000000000e-01 7.588381400096299122e-23
1.943359375000000000e-01 -3.379550873504308511e-22
1.953125000000000000e-01 2.042220472719416250e-22
1.962890625000000000e-01 -3.878766041667707816e-22
1.972656250000000000e-01 -9.644985009519325857e-23
1.982421875000000000e-01 2.958977708802352736e-24
1.992187500000000000e-01 1.696681932037734181e-22
2.001953125000000000e-01 2.847953653504277851e-22
2.011718750000000000e-01 4.068041384767314501e-22
2.021484375000000000e-01 2.293069359938369028e-22
2.031250000000000000e-01 2.771828120006885547e-22
2.041015625000000000e-01 -1.621347377989475355e-22
2.050781250000000000e-01 -2.470102296578911957e-22
2.060546875000000000e-01 -1.655279726845837294e-22
2.070312500000000000e-01 3.345523001228579408e-22
2.080078125000000000e-01 2.418674654850825740e-22
2.089843750000000000e-01 -2.133507607366024904e-22
2.099609375000000000e-01 1.168763051472637613e-22
2.109375000000000000e-01 4.141754768377611221e-23
2.119140625000000000e-01 1.713606911862691009e-22
2.128906250000000000e-01 1.254310648164271313e-22
2.138671875000000000e-01 2.854656815923742867e-22
2.148437500000000000e-01 3.167003392325284003e-22
2.158203125000000000e-01 1.521321391152414802e-22
2.167968750000000000e-01 -2.884915045754679308e-22
2.177734375000000000e-01 -9.262651630091113920e-23
2.187500000000000000e-01 2.318454663814714408e-22
2.197265625000000000e-01 -2.641854929199576392e-22
2.207031250000000000e-01 -2.747932004868560605e-22
2.216796875000000000e-01 2.119931405015102161e-22
2.226562500000000000e-01 -1.453797463663900108e-22
2.236328125000000000e-01 4.266629312141863728e-22
2.246093750000000000e-01 1.576285913627817413e-22
2.255859375000000000e-01 1.265067163235964424e-22
2.265625000000000000e-01 1.850937457602350460e-22
2.275390625000000000e-01 1.565527398774419015e-23
2.285156250000000000e-01 2.162343504157722871e-22
2.294921875000000000e-01 -8.162260332180282628e-24
2.304687500000000000e-01 8.351038915059573358e-23
2.314453125000000000e-01 -4.491957834619399507e-22
2.324218750000000000e-01 2.160563961760278888e-22
2.333984375000000000e-01 3.137065823015377239e-22
2.343750000000000000e-01 4.099640776605510503e-22
2.353515625000000000e-01 6.923948795994565392e-22
2.363281250000000000e-01 2.437076591225851382e-22
2.373046875000000000e-01 -2.060840530511458500e-22
2.382812500000000000e-01 2.989507947929521402e-23
2.392578125000000000e-01 2.140759055440539651e-22
2.402343750000000000e-01 2.416349522558335754e-22
2.412109375000000000e-01 1.646395166576125679e-23
2.421875000000000000e-01 -3.132159834738457927e-22
2.431640625000000000e-01 7.893607765538858964e-23
2.441406250000000000e-01 1.220391159359269886e-22
2.451171875000000000e-01 2.405033924424295772e-22
2.460937500000000000e-01 3.590292016229877710e-22
2.470703125000000000e-01 6.104490830222179643e-24
2.480468750000000000e-01 -1.970579151804492460e-22
2.490234375000000000e-01 -1.024909474146378316e-23
2.500000000000000000e-01 -2.606682523245851072e-23
2.509765625000000000e-01 -2.820230918522222545e-22
2.519531250000000000e-01 -9.711230135984239160e-24
2.529296875000000000e-01 2.672600448641059494e-22
2.539062500000000000e-01 7.004175641828641942e-22
2.548828125000000000e-01 2.141364704150316386e-23
2.558593750000000000e-01 -1.426259064145747620e-22
2.568359375000000000e-01 6.161863185651570278e-23
2.578125000000000000e-01 -1.065077878807449737e-22
2.587890625000000000e-01 4.438533035594281151e-23
2.597656250000000000e-01 -5.856978137022979187e-23
2.607421875000000000e-01 1.762794922177655815e-22
2.617187500000000000e-01 -1.567046976921025890e-22
2.626953125000000000e-01 2.223869723678379836e-22
2.636718750000000000e-01 -1.526167437929064196e-22
2.646484375000000000e-01 2.835650407839244865e-22
2.656250000000000000e-01 4.856356475398475775e-23
2.666015625000000000e-01 2.973776073477961512e-22
2.675781250000000000e-01 -2.668621995626774970e-22
2.685546875000000000e-01 -1.669290489633655661e-22
2.695312500000000000e-01 1.405018471851373125e-23
2.705078125000000000e-01 -3.771433337449653142e-23
2.714843750000000000e-01 -1.341711139305998963e-22
2.724609375000000000e-01 7.976005183695194013e-23
2.734375000000000000e-01 1.905534733351655873e-23
2.744140625000000000e-01 -1.672935720294141214e-22
2.753906250000000000e-01 -3.369477707885297991e-22
2.763671875000000000e-01 5.790346307713805447e-23
2.773437500000000000e-01 -1.315366270398030934e-22
2.783203125000000000e-01 4.949590177087344301e-22
2.792968750000000000e-01 1.027642978070068006e-23
2.802734375000000000e-01 -2.779206185687362141e-23
2.812500000000000000e-01 -4.448000735095847775e-22
2.822265625000000000e-01 7.370575361431448528e-23
2.832031250000000000e-01 -6.297073564837558309e-24
2.841796875000000000e-01 -1.369391324158144057e-22
2.851562500000000000e-01 1.792679969805054145e-22
2.861328125000000000e-01 3.055235167531819793e-23
2.871093750000000000e-01 1.123002563242380138e-23
2.880859375000000000e-01 -9.560184770454999502e-23
2.890625000000000000e-01 -1.886557930150444524e-22
2.900390625000000000e-01 1.734795861152278238e-22
2.910156250000000000e-01 1.938913390844725233e-22
2.919921875000000000e-01 -1.560741005231095803e-22
2.929687500000000000e-01 1.890335914492232922e-22
2.939453125000000000e-01 -1.331926641361775666e-22
2.949218750000000000e-01 -3.637186001927494274e-23
2.958984375000000000e-01 2.145268254100231895e-22
2.968750000000000000e-01 -9.407288419001395618e-23
2.978515625000000000e-01 -2.361287706530774879e-23
2.988281250000000000e-01 3.378874455885078660e-22
2.998046875000000000e-01 8.735746333044753764e-23
3.007812500000000000e-01 -1.038529302583519182e-22
3.017578125000000000e-01 1.024370767332636330e-22
3.027343750000000000e-01 1.390262451118495851e-22
3.037109375000000000e-01 3.600582128179835647e-22
3.046875000000000000e-01 -2.196387782096791259e-22
3.056640625000000000e-01 1.265680307146923513e-22
3.066406250000000000e-01 4.632683978660734053e-22
3.076171875000000000e-01 -8.925201065026552228e-23
3.085937500000000000e-01 2.148809112885120580e-22
3.095703125000000000e-01 -2.847290235719053468e-22
3.105468750000000000e-01 -4.130938789369306485e-22
3.115234375000000000e-01 2.704617838479555545e-23
3.125000000000000000e-01 4.329339038671321446e-23
3.134765625000000000e-01 8.645544147388704406e-23
3.144531250000000000e-01 -5.380565725182965457e-23
3.154296875000000000e-01 -2.549188208516288406e-22
3.164062500000000000e-01 1.073609879918269543e-22
3.173828125000000000e-01 -1.400846369355110388e-22
3.183593750000000000e-01 7.479088815759402113e-24
3.193359375000000000e-01 2.390758418197161518e-22
3.203125000000000000e-01 2.726103332463744377e-22
3.212890625000000000e-01 2.071776728415246775e-22
3.222656250000000000e-01 3.139130640810837935e-22
3.232421875000000000e-01 6.117824904541218961e-23
3.242187500000000000e-01 -1.623593881573762965e-22
3.251953125000000000e-01 8.140649138184689509e-24
3.261718750000000000e-01 -8.571361421501383303e-23
3.271484375000000000e-01 2.011017675692535392e-22
3.281250000000000000e-01 5.731552021943930200e-22
3.291015625000000000e-01 -6.991681196165427691e-23
3.300781250000000000e-01 -1.103396698098678732e-22
3.310546875000000000e-01 -9.535518476441083244e-23
3.320312500000000000e-01 1.009651778393662758e-23
3.330078125000000000e-01 -1.900799481361266444e-24
3.339843750000000000e-01 -1.307727019768789922e-22
3.349609375000000000e-01 -1.264948890215778013e-22
3.359375000000000000e-01 1.295988251288333205e-22
3.369140625000000000e-01 2.765925594429915105e-22
3.378906250000000000e-01 4.743757123715789620e-23
3.388671875000000000e-01 3.279483256823317046e-22
3.398437500000000000e-01 2.952124758469306873e-22
3.408203125000000000e-01 3.268934942414051738e-23
3.417968750000000000e-01 -2.065323316376989334e-22
3.427734375000000000e-01 -1.794920797929953262e-23
3.437500000000000000e-01 -9.790853002084673645e-23
3.447265625000000000e-01 2.203273078451890970e-22
3.457031250000000000e-01 -1.500110713153176867e-25
3.466796875000000000e-01 2.537376217634597747e-22
3.476562500000000000e-01 -5.379658345585581444e-22
3.486328125000000000e-01 -1.279462891090546053e-22
3.496093750000000000e-01 -1.755117690272686687e-22
3.505859375000000000e-01 -2.297701790060705420e-22
3.515625000000000000e-01 2.084452854908402484e-22
3.525390625000000000e-01 -1.485711447363764664e-22
3.535156250000000000e-01 1.436074078446160048e-22
3.544921875000000000e-01 1.073366836420949286e-23
3.554687500000000000e-01 3.108785449168805607e-23
3.564453125000000000e-01 -1.757924237756968087e-22
3.574218750000000000e-01 -1.289979145262877913e-22
3.583984375000000000e-01 9.006890870103075989e-23
3.593750000000000000e-01 -1.073696250381547144e-22
3.603515625000000000e-01 -1.328646517921687888e-22
3.613281250000000000e-01 -2.163160700166250486e-23
3.623046875000000000e-01 1.513305432166269411e-22
3.632812500000000000e-01 -4.620225485025666481e-22
3.642578125000000000e-01 -1.035394856238381545e-22
3.652343750000000000e-01 -5.514997743381338933e-23
3.662109375000000000e-01 7.090442203932687630e-23
3.671875000000000000e-01 2.343259416093414238e-23
3.681640625000000000e-01 -1.645756188016199185e-22
3.691406250000000000e-01 1.927551584546687693e-22
3.701171875000000000e-01 -1.908476031659846564e-22
3.710937500000000000e-01 1.320891556996852899e-22
3.720703125000000000e-01 -2.970898727178137850e-22
3.730468750000000000e-01 3.921087985451094623e-23
3.740234375000000000e-01 -7.755115368708970268e-23
3.750000000000000000e-01 -3.720903762615095389e-22
3.759765625000000000e-01 -1.130213071116345391e-22
3.769531250000000000e-01 -2.775747483535360682e-23
3.779296875000000000e-01 8.256645178065677010e-23
3.789062500000000000e-01 -4.105531728479645044e-22
3.798828125000000000e-01 -2.269132550261714578e-22
3.808593750000000000e-01 -2.502333520666957665e-22
3.818359375000000000e-01 -2.501756646406916537e-22
3.828125000000000000e-01 1.701439675766181429e-22
3.837890625000000000e-01 7.035322239806539803e-23
3.847656250000000000e-01 1.290053183705312085e-22
3.857421875000000000e-01 1.306555824675248456e-22
3.867187500000000000e-01 -8.589977125049972367e-23
3.876953125000000000e-01 -2.003864658346372614e-22
3.886718750000000000e-01 1.392702594607181415e-22
3.896484375000000000e-01 -1.656662002316354181e-22
3.906250000000000000e-01 1.832528425914913050e-22
3.916015625000000000e-01 -2.438771412903514613e-22
3.925781250000000000e-01 -1.669610951748016045e-22
3.935546875000000000e-01 4.642610858075843665e-23
3.945312500000000000e-01 3.966646319228680906e-22
3.955078125000000000e-01 -2.781321853508528990e-22
3.964843750000000000e-01 -5.710128920342206172e-23
3.974609375000000000e-01 3.254757269002217417e-22
3.984375000000000000e-01 -1.394382711696681597e-22
3.994140625000000000e-01 7.757485662185951399e-23
4.003906250000000000e-01 1.238168947538697295e-22
4.013671875000000000e-01 2.090155511832885382e-22
4.023437500000000000e-01 -8.314091547087856165e-23
4.033203125000000000e-01 7.588938132864807272e-23
4.042968750000000000e-01 -3.778336522281407814e-23
4.052734375000000000e-01 -3.081452605871106268e-22
4.062500000000000000e-01 -1.486211326889317633e-22
4.072265625000000000e-01 -1.610908450859240959e-23
4.082031250000000000e-01 4.754326915069409374e-23
4.091796875000000000e-01 -5.629637371917984163e-23
4.101562500000000000e-01 -2.377757577664842938e-22
4.111328125000000000e-01 3.103257011648874852e-22
4.121093750000000000e-01 -3.167507209624793479e-22
4.130859375000000000e-01 -9.851378478779950180e-23
4.140625000000000000e-01 1.082855916564844198e-22
4.150390625000000000e-01 6.047742848338816928e-23
4.160156250000000000e-01 1.335922412928097678e-22
4.169921875000000000e-01 4.184147480287320820e-22
4.179687500000000000e-01 2.825056507417435792e-22
4.189453125000000000e-01 -2.092574271737919048e-22
4.199218750000000000e-01 2.716011596822017081e-22
4.208984375000000000e-01 3.370915238272480155e-23
4.218750000000000000e-01 -2.459064786410809939e-22
4.228515625000000000e-01 1.149764333259567737e-22
4.238281250000000000e-01 -1.462270996635571281e-22
4.248046875000000000e-01 -1.895531744209690807e-22
4.257812500000000000e-01 4.903922155830213620e-22
4.267578125000000000e-01 2.598293644475705107e-22
4.277343750000000000e-01 4.883605605290913951e-22
4.287109375000000000e-01 -1.488717468233378929e-23
4.296875000000000000e-01 1.442784407668798931e-23
4.306640625000000000e-01 -9.691301688771824026e-23
4.316406250000000000e-01 -3.643896863148816891e-22
4.326171875000000000e-01 -3.333545909588392812e-22
4.335937500000000000e-01 2.193253072547165977e-22
4.345703125000000000e-01 -1.164937266457866770e-22
4.355468750000000000e-01 1.762032296761139024e-22
4.365234375000000000e-01 1.259809573366615499e-22
4.375000000000000000e-01 -3.508212077138542525e-23
4.384765625000000000e-01 5.719942455402716296e-23
4.394531250000000000e-01 -1.230087314577521653e-22
4.404296875000000000e-01 3.364038149414536149e-23
4.414062500000000000e-01 3.987624108919810380e-23
4.423828125000000000e-01 -2.800888275927798195e-22
4.433593750000000000e-01 1.095472871680884271e-22
4.443359375000000000e-01 -1.264570276434607701e-22
4.453125000000000000e-01 -6.992261609609722465e-22
4.462890625000000000e-01 -3.067331529257118938e-22
4.472656250000000000e-01 4.504422482122188373e-22
4.482421875000000000e-01 4.091559254527764119e-22
4.492187500000000000e-01 -2.534211798692297091e-22
4.501953125000000000e-01 1.712759091822626488e-22
4.511718750000000000e-01 -1.987373990705413547e-22
4.521484375000000000e-01 -7.332889370600359968e-23
4.531250000000000000e-01 1.860186129339550684e-22
4.541015625000000000e-01 -1.925042135200938899e-22
4.550781250000000000e-01 4.444978628989987131e-22
4.560546875000000000e-01 -2.658187917413061903e-22
4.570312500000000000e-01 -2.017366400590484923e-22
4.580078125000000000e-01 4.053881600174334359e-24
4.589843750000000000e-01 -1.197332812577818503e-22
4.599609375000000000e-01 5.276474942583696723e-22
4.609375000000000000e-01 -1.671232050897491770e-22
4.619140625000000000e-01 -3.009339634898789732e-22
4.628906250000000000e-01 -6.075810857979893334e-23
4.638671875000000000e-01 2.302983525480658879e-23
4.648437500000000000e-01 1.389841160068241613e-22
4.658203125000000000e-01 5.166684812786677954e-23
4.667968750000000000e-01 -2.846768280655006360e-24
4.677734375000000000e-01 1.561435622150280798e-22
4.687500000000000000e-01 -1.707622514740461235e-22
4.697265625000000000e-01 2.966765129767796783e-22
4.707031250000000000e-01 -8.803692439895284528e-23
4.716796875000000000e-01 3.532665153286104464e-22
4.726562500000000000e-01 1.281267313405992155e-22
4.736328125000000000e-01 3.869466695750345426e-22
4.746093750000000000e-01 9.424232985726816519e-24
4.755859375000000000e-01 4.874689871553000192e-23
4.765625000000000000e-01 -6.872024283865666184e-23
4.775390625000000000e-01 3.414189958531686551e-22
4.785156250000000000e-01 7.008409737611104729e-23
4.794921875000000000e-01 1.951368330448966750e-22
4.804687500000000000e-01 -4.099835569450284739e-22
4.814453125000000000e-01 2.687085486988365716e-22
4.824218750000000000e-01 2.229907867009849800e-22
4.833984375000000000e-01 -2.537850207921531053e-22
4.843750000000000000e-01 5.059422732031785635e-23
4.853515625000000000e-01 -6.642974913069420972e-23
4.863281250000000000e-01 1.408383748686181271e-22
4.873046875000000000e-01 -1.754059777126859415e-22
4.882812500000000000e-01 -3.074832586618596869e-22
4.892578125000000000e-01 3.667756086258560767e-23
4.902343750000000000e-01 -6.701606341487110599e-25
4.912109375000000000e-01 -1.826798401821556768e-22
4.921875000000000000e-01 -1.397009223074004818e-22
4.931640625000000000e-01 -4.460827346945604925e-23
4.941406250000000000e-01 -1.035329045237828457e-22
4.951171875000000000e-01 1.349076518005160292e-22
4.960937500000000000e-01 -2.437185367985479718e-22
4.970703125000000000e-01 7.764163366796326904e-22
4.980468750000000000e-01 -1.982818551955552494e-22
4.990234375000000000e-01 2.962819334127551573e-22
5.000000000000000000e-01 3.242690156733266835e-22
5.009765625000000000e-01 -3.009087415900370632e-22
5.019531250000000000e-01 -1.922090928066346330e-22
5.029296875000000000e-01 -2.287540528118177070e-22
5.039062500000000000e-01 -5.066944082237722252e-23
5.048828125000000000e-01 1.451652381291030187e-22
5.058593750000000000e-01 3.926653354176406701e-22
5.068359375000000000e-01 -1.170965732869269803e-22
5.078125000000000000e-01 -1.702911855889930929e-22
5.087890625000000000e-01 -2.366792490428031879e-22
5.097656250000000000e-01 -1.606596489252811583e-22
5.107421875000000000e-01 3.745416139215132340e-23
5.117187500000000000e-01 1.950241779766504774e-22
5.126953125000000000e-01 2.174999527382026247e-22
5.136718750000000000e-01 -3.373956893129406897e-23
5.146484375000000000e-01 -1.914811785062795810e-22
5.156250000000000000e-01 -7.923659376273176933e-23
5.166015625000000000e-01 -9.896187862806318784e-23
5.175781250000000000e-01 3.510255170968261448e-22
5.185546875000000000e-01 -2.904242350844322952e-22
5.195312500000000000e-01 -1.416726437636151065e-22
5.205078125000000000e-01 2.631255494309417397e-22
5.214843750000000000e-01 -3.123635924439736884e-22
5.224609375000000000e-01 2.720738213802091672e-22
5.234375000000000000e-01 9.602872553782007339e-23
5.244140625000000000e-01 1.208732222218356165e-23
5.253906250000000000e-01 2.108028825976718794e-22
5.263671875000000000e-01 -1.887844664885776288e-22
5.273437500000000000e-01 -1.189132379143387095e-22
5.283203125000000000e-01 -1.034389890404724657e-22
5.292968750000000000e-01 -2.514035812012255381e-22
5.302734375000000000e-01 -3.242870418356101061e-23
5.312500000000000000e-01 1.610708362023259695e-22
5.322265625000000000e-01 -9.854649780793125122e-24
5.332031250000000000e-01 -7.923727387520791703e-23
5.341796875000000000e-01 -3.483762731812865621e-22
5.351562500000000000e-01 -3.078762036801725131e-22
5.361328125000000000e-01 -2.256136929920711091e-22
5.371093750000000000e-01 2.297153555837873462e-22
5.380859375000000000e-01 6.035399102501008072e-22
5.390625000000000000e-01 3.979796835444246375e-23
5.400390625000000000e-01 -2.378438518191864240e-22
5.410156250000000000e-01 -9.182076221216878554e-23
5.419921875000000000e-01 2.113453547306991916e-22
5.429687500000000000e-01 -1.792890944389714301e-22
5.439453125000000000e-01 4.609492396293603869e-23
5.449218750000000000e-01 -2.816329652754321618e-22
5.458984375000000000e-01 -2.923024530302507302e-23
5.468750000000000000e-01 2.403000002998869679e-23
5.478515625000000000e-01 2.843312027767807251e-22
5.488281250000000000e-01 8.269546791608957733e-23
5.498046875000000000e-01 6.547675555087871157e-23
5.507812500000000000e-01 -3.291703758482671531e-22
5.517578125000000000e-01 -4.914530248087298372e-22
5.527343750000000000e-01 -6.900949080258531403e-22
5.537109375000000000e-01 -1.784445392015749892e-22
5.546875000000000000e-01 -3.927667197578178018e-22
5.556640625000000000e-01 2.312257370754576597e-22
5.566406250000000000e-01 -1.565088719273129774e-23
